uniprot_id,protein,gene,description,gene_symbol,OP_S06_Pre,OP_S11_Pre,OP_S12_Pre,OP_S17_Pre,O_S05_Pre,O_S06_Pre,O_S07_Pre,O_S10_Pre,O_S16_Pre,O_S17_Pre,O_S24_Pre,O_S28_Pre,O_S29_Pre,O_S32_Pre,O_S35_Pre,OP_S06_Post,OP_S11_Post,OP_S12_Post,OP_S17_Post,O_S05_Post,O_S06_Post,O_S07_Post,O_S10_Post,O_S16_Post,O_S17_Post,O_S24_Post,O_S28_Post,O_S29_Post,O_S32_Post,O_S35_Post,YP_S14_Pre,YP_S45_Pre,YP_S56_Pre,Y_S01_Pre,Y_S07_Pre,Y_S10_Pre,Y_S11_Pre,Y_S16_Pre,Y_S28_Pre,Y_S30_Pre,Y_S31_Pre,Y_S32_Pre,Y_S34_Pre,Y_S35_Pre,Y_S36_Pre,Y_S40_Pre,YP_S14_Post,YP_S45_Post,YP_S56_Post,Y_S01_Post,Y_S07_Post,Y_S10_Post,Y_S11_Post,Y_S16_Post,Y_S28_Post,Y_S30_Post,Y_S31_Post,Y_S32_Post,Y_S34_Post,Y_S35_Post,Y_S36_Post,Y_S40_Post,logFC,CI.L,CI.R,average_intensity,t,B,P.Value,adj.P.Val,pi_score,sig_pi
Q6YP21,KAT3_HUMAN,KYAT3,Kynurenine--oxoglutarate transaminase 3,,17.87164683,16.97825907,17.81059695,16.94757566,NA,16.95591908,NA,17.66643199,17.07699939,17.63568644,18.02307474,16.53184725,16.56816082,NA,17.2219255,17.74001001,17.03311154,17.79142187,17.15022654,15.97895477,16.26562608,17.24562609,17.54622526,16.75035497,17.73000188,17.64161854,NA,NA,16.93567842,17.10438352,NA,NA,17.23951762,NA,NA,NA,NA,17.56823904,NA,16.70311872,16.54964545,17.6740832,18.29558205,17.75146405,NA,17.18004722,17.38320899,NA,16.84234631,17.61740463,NA,NA,18.20503811,NA,NA,16.69199679,NA,NA,NA,NA,17.02753019,16.65186474,0.04084379,-0.642873722,0.724561301,17.23956126,0.120729817,-5.915276152,0.904508691,0.962291691,0.99590917,0
Q6ZMU5,TRI72_HUMAN,TRIM72,Tripartite motif-containing protein 72,,26.56686382,26.38545132,26.07438834,26.35601132,26.5931387,26.44525813,26.7598362,26.37725017,26.44878493,26.73610459,26.13443087,26.55892717,26.39765163,26.54694173,26.36404653,26.734118,26.41421243,26.30168742,26.35828608,26.70379246,26.74086776,26.50182179,26.2770683,26.54309687,26.64690693,26.53550237,26.44734793,26.62961644,26.31328189,26.64806698,26.42627053,26.34607492,26.39528887,26.45280781,26.47209071,26.71503194,26.39621537,26.26043212,26.36485951,26.74049185,26.64187957,26.48396698,26.13743266,26.48208762,26.53755959,26.42254228,26.6187673,26.41374324,26.61527664,26.12351805,26.53898227,26.62052809,26.41934691,26.12552554,26.45858046,26.69000655,26.76227165,26.6640188,26.56842287,26.67231662,26.48557295,26.97118531,0.075056368,-0.144611918,0.294724655,26.4929654,0.68299836,-5.844993412,0.497150111,0.74944582,0.948897838,0
Q6ZU65,UBN2_HUMAN,UBN2,Ubinuclein-2,,27.20209589,25.07726744,25.33808853,24.51980307,22.86271787,25.35221773,23.06137425,26.32577519,25.56325268,24.64265256,20.95736225,26.17265706,25.72042693,23.04868213,25.02068694,25.47914867,27.30538201,25.32923788,24.62324854,25.16752852,25.81635189,24.38486781,24.27071126,23.65399875,24.33843945,25.28034924,24.06733993,24.12282629,25.98025789,24.56578551,25.99499495,25.3112215,23.38824913,25.55531047,24.76956779,26.55933322,24.94811899,25.20367958,24.75313314,24.68659722,25.42207906,24.49747506,24.62125061,24.24659663,25.19417865,24.08317748,22.78309515,24.20276545,21.46834164,24.97307981,25.24735564,24.49031786,26.41165843,24.35529682,23.71592257,23.03824907,24.14670038,22.95320335,25.31208167,23.01799051,24.77947825,22.29016854,0.462542058,-0.890146813,1.815230929,24.63985811,0.683522457,-5.844651356,0.496821275,0.74944582,0.723568761,0
Q6ZVM7,TM1L2_HUMAN,TOM1L2,TOM1-like protein 2,,17.04616329,17.32828614,17.38199192,17.20340974,17.54219288,17.32177136,17.72059382,17.74408824,17.50867881,17.25848235,17.54883658,17.37581699,17.38621567,17.1420184,17.05632459,17.20094401,16.85145771,17.14897262,NA,16.85821954,16.87091705,17.40998359,17.14464041,17.0226394,17.41871713,17.45635302,17.51651432,17.70074971,17.16541342,17.28023805,17.2416805,17.15070279,16.70200521,17.36761444,NA,NA,NA,17.26388768,17.29383103,17.30296122,17.17678341,17.07344561,NA,17.18960583,16.89232455,17.16665746,17.17575731,NA,16.92769957,17.00520278,17.44873072,17.56505379,17.56882073,17.29727747,16.97547046,17.24167612,17.22581139,16.97770529,16.81103501,17.48916332,17.17843396,16.91169977,-0.360795548,-0.648599315,-0.072991781,17.23627979,-2.511244968,-3.175473643,0.014939922,0.137982246,0.219438589,0
Q702N8,XIRP1_HUMAN,XIRP1,Xin actin-binding repeat-containing protein 1,,21.8039702,22.89897224,20.78108343,22.06735632,23.53348844,23.22835344,22.33451764,22.30789142,23.2662625,23.15302656,21.85441158,23.2058878,23.40343832,23.74031581,23.17618092,22.75221531,23.20871966,22.3016342,22.67079791,23.51173941,23.55335783,22.78090302,23.56949425,23.65424647,23.46196915,22.9194035,23.33967802,22.75520957,22.7963301,23.98369564,22.09809614,22.82156532,21.39487829,23.93040263,23.30394307,23.80254121,22.23759688,24.037265,22.67553864,24.22742695,23.92066699,24.91059771,24.03208611,23.70755698,24.80473235,23.28969643,20.74327828,21.9938297,20.86614245,21.83231169,23.6623673,23.27835736,22.23998866,22.33152124,23.09646773,22.60058423,22.76659656,23.02134247,22.53826024,23.80981865,22.38032158,24.086934,1.166267304,0.27539185,2.057142758,22.97511715,2.616860572,-2.950540866,0.011132126,0.116926984,0.005269725,1
Q709C8,VP13C_HUMAN,VPS13C,Vacuolar protein sorting-associated protein 13C,,NA,17.58296292,18.18998221,17.9872603,NA,18.01838794,17.76014378,NA,NA,17.99509227,17.77209389,17.69411938,17.58478513,17.79133115,NA,18.40655303,17.64172998,18.25105268,17.92842906,17.46442866,17.72233422,18.00792036,17.28652395,17.66888233,18.33224013,18.00537359,17.90437448,17.71450428,17.54741235,17.57180309,NA,18.18442386,18.40814297,NA,NA,NA,NA,17.57570417,18.23487718,18.40115197,NA,NA,NA,17.60495177,18.03929658,NA,17.26538188,NA,18.27142299,NA,NA,17.25086869,18.69030163,18.49515528,NA,18.37846019,18.0464093,18.49786786,18.314726,NA,18.481812,18.26492782,0.225103041,-0.281683228,0.73188931,17.95896752,0.895738418,-5.48361375,0.375373775,0.666595746,0.802066793,0
Q712K3,UB2R2_HUMAN,UBE2R2,Ubiquitin-conjugating enzyme E2 R2,,18.00528555,17.70745825,17.19721391,18.20673108,17.59632059,18.17112114,17.58601728,NA,18.25708018,18.55471632,18.18813256,NA,18.41745708,18.04638151,18.3556566,18.01989029,17.84447721,18.52243178,NA,18.55811487,17.82493237,17.53575418,18.27560694,17.70871214,17.73373217,18.07356719,18.2047992,18.21058256,18.31211512,17.58363129,NA,NA,18.40245608,NA,17.9874998,NA,18.24300943,18.6057104,17.90087034,17.51807111,18.31572858,16.5945455,NA,17.43598303,18.3144868,NA,18.7428209,NA,17.97666815,18.6716908,17.19997551,17.61235461,18.20035687,18.50561543,18.22672324,18.18318666,17.79267634,18.13697749,NA,17.90786523,17.84891608,17.57366721,-0.085747089,-0.65490411,0.483409932,18.01168186,-0.30244777,-5.932395636,0.763539619,0.904191654,0.977131803,0
Q7KZF4,SND1_HUMAN,SND1,Staphylococcal nuclease domain-containing protein 1,,22.08140439,23.11297453,22.33543902,22.7538687,22.24659845,22.55037598,22.81973431,23.14561398,22.7658916,23.04005665,21.47399671,23.06139701,22.95218371,23.00149633,22.43789401,22.99510108,23.17274143,22.85506531,22.74608847,23.05175581,23.39354824,22.85244174,22.20523309,22.92844431,23.04347132,22.71269958,23.00721583,23.02194047,22.71626905,23.22354358,22.48920653,NA,23.10602173,22.54603003,NA,NA,NA,22.97151967,23.27575903,23.11300513,22.41200115,22.82724389,NA,22.79138714,23.00905452,23.12727738,22.46667672,22.79353175,23.251773,22.5385192,NA,22.28941465,22.14705154,22.45546836,22.4227727,22.8558755,23.18374322,22.21795711,22.78806878,23.06082431,23.08174834,23.53062083,0.479468179,0.021086683,0.937849675,22.79387566,2.095352505,-4.006084743,0.040669565,0.228403444,0.215371877,0
Q7L0Y3,TM10C_HUMAN,TRMT10C,tRNA methyltransferase 10 homolog C,,NA,19.10797538,19.25016621,19.60666483,19.42799895,19.8726451,18.85613053,19.34993725,19.5055552,19.33400706,19.19353106,19.12572264,19.41713435,19.58874814,19.86212338,19.40807764,19.60120784,19.37053037,19.4154913,19.27565347,19.44793458,19.38615895,18.86406226,19.49499357,19.63614985,19.78930439,19.66188031,19.26347066,19.02099459,19.5480903,NA,19.02662165,19.49868322,NA,NA,NA,NA,19.19735213,19.23856294,18.73925858,18.96344949,18.97436394,19.50278516,NA,18.72363614,18.80361713,19.57830563,18.89953805,19.49445315,19.03078059,NA,NA,19.15868876,19.50744638,18.95394446,19.45293629,18.65575556,19.32635526,NA,19.43656174,18.70626479,18.56684765,-0.288636225,-0.657975538,0.080703088,19.27151055,-1.568144453,-4.850726115,0.122907268,0.405827448,0.54603327,0
Q7L1Q6,BZW1_HUMAN,BZW1,Basic leucine zipper and W2 domain-containing protein 1,,NA,20.32266744,20.24821794,19.24158274,19.44403146,NA,21.03660109,NA,18.9820676,19.85972221,20.7761501,19.42907874,19.1475511,20.24739464,19.3708436,20.65333515,20.12253453,20.64719614,19.59070664,19.35355882,18.52949713,19.62500186,19.74509418,19.75690038,19.65358232,20.76445642,20.51434717,20.32731936,18.46559278,20.22155687,21.41003641,20.54661377,20.29412972,20.67715133,21.13337806,20.56630328,20.82826547,20.33689946,20.85828144,20.30140405,21.53605867,21.06164823,20.65659621,20.6173392,21.13746887,21.31909122,20.99143457,21.06051338,19.94414246,20.64491874,21.76194717,21.5725596,19.84740203,19.89724613,21.47959746,20.95319463,21.16852157,21.66505395,20.71644301,21.35545926,20.03172389,20.38111271,1.04169802,0.288256609,1.79513943,20.38692414,2.766499255,-2.572215683,0.007552783,0.101909365,0.006160675,1
Q7L2H7,EIF3M_HUMAN,EIF3M,Eukaryotic translation initiation factor 3 subunit M,,NA,19.26544229,NA,18.8301571,18.66803613,19.1192712,NA,19.0459031,NA,18.92175634,18.73850663,19.20847434,NA,19.10298592,19.05863357,19.23718444,18.76001299,18.74804216,19.5038755,19.0055879,18.72057793,NA,19.15349465,19.11926971,18.75879633,19.01270532,19.35621193,18.56462816,19.16095487,19.41919189,19.55701333,19.18618114,18.75816512,19.7498481,19.29301037,NA,NA,NA,NA,19.25831175,19.54146477,19.06513949,18.88846194,19.35996484,19.29981969,19.77651966,NA,19.44955809,18.76522691,19.36136628,19.18322247,18.99849155,19.61315396,NA,19.59709471,19.23145091,19.14395803,19.38001632,NA,19.67991745,18.90753331,19.18005398,0.39327047,0.005671001,0.780869939,19.15723764,2.038923663,-4.026228142,0.046865432,0.248422027,0.300113538,0
Q7L5N1,CSN6_HUMAN,COPS6,COP9 signalosome complex subunit 6,,21.61582782,21.49420173,21.64597336,21.42590612,21.32600886,21.42296559,21.97543423,21.71183691,21.55875009,21.6037232,21.54901979,21.30646864,21.21723258,21.63273086,21.44219821,21.66839314,21.14646818,21.59152527,21.60340118,21.48004182,21.15190768,21.64571264,21.58242869,21.52889532,21.54508151,21.34152402,21.47358089,21.84671838,21.3964785,21.3980071,21.60553612,21.47107593,21.5286857,21.34000531,21.94055564,21.41442858,22.11162854,21.53547737,21.56972857,21.44468444,21.1358052,21.56101157,21.68643597,21.09882591,21.74822526,21.48936503,21.602489,21.57125986,21.71062551,21.48283828,21.88306993,21.77439849,21.15612934,21.69616052,21.556817,21.64423061,21.87920212,21.6169008,21.16578056,21.4528393,21.52741061,21.51976315,-0.021167245,-0.287102881,0.244768391,21.53628762,-0.159106265,-6.056487428,0.874101888,0.9500131,0.997155823,0
Q7LBR1,CHM1B_HUMAN,CHMP1B,Charged multivesicular body protein 1b,,19.68940266,18.71829785,18.21829496,18.04123719,19.85653696,18.60279541,18.84974667,18.6366545,18.53118192,18.4116524,18.90397839,19.33808471,18.33739514,18.25668344,17.9649694,18.85850358,19.00727879,18.78707422,18.02754568,18.65223303,18.3505051,18.415932,18.26403907,18.59441934,18.19472354,19.18954171,18.62901697,18.80925208,18.67301248,18.66667189,18.50477514,19.23400143,18.10045743,18.72746369,NA,19.11623515,19.34762773,18.69436156,19.04951483,18.8792561,18.65838794,18.33568595,NA,19.23598987,18.99633278,18.82526788,17.85927275,19.16692384,18.79031056,18.08975412,19.59671717,19.36870609,19.34346215,19.07307958,18.34173298,18.6910284,18.64868119,17.95857927,18.93532599,18.6519668,19.15063451,19.68841072,0.080509007,-0.44258691,0.603604924,18.74227674,0.307857818,-6.011140677,0.7592558,0.902229386,0.978070513,0
Q7LG56,RIR2B_HUMAN,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B,,NA,16.18492073,16.07897633,NA,17.29037269,16.32134114,NA,NA,15.97893937,16.47051141,NA,NA,15.971936,16.0176595,15.65704158,16.21809129,16.57248036,16.65450243,NA,16.44198786,15.75058573,15.9298886,NA,NA,16.20916471,16.57824364,NA,15.93698044,NA,16.06244644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.31893913,NA,NA,17.97456015,NA,NA,NA,NA,NA,15.7501776,NA,NA,NA,16.43658665,NA,NA,NA,16.29592756,NA,NA,NA,NA,NA,0
Q7Z2K6,ERMP1_HUMAN,ERMP1,Endoplasmic reticulum metallopeptidase 1,,NA,14.27588275,13.98107674,15.16124743,14.96326627,14.86509401,NA,NA,14.00437926,14.71721722,NA,12.92239103,14.64400603,15.31454325,14.90067102,13.1956002,14.5797352,14.56195228,NA,15.02506006,14.94026135,14.40143863,13.36351834,13.48779343,15.15523719,14.43825373,NA,14.90200153,14.91470693,14.44083424,NA,NA,14.87258821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.88625413,NA,14.95857416,NA,NA,NA,NA,NA,NA,13.91521163,NA,NA,13.29170658,NA,NA,NA,0.140955379,-1.332235406,1.614146165,14.45105182,0.195673263,-5.433310517,0.846228137,0.937996142,0.976739987,0
Q7Z2W9,RM21_HUMAN,MRPL21,"39S ribosomal protein L21, mitochondrial",,NA,NA,16.3384085,17.56402263,NA,17.16300541,NA,16.77831758,NA,17.49918541,NA,16.23470379,17.79567296,NA,18.01554373,16.51420987,17.09025803,17.14817901,NA,17.33018692,16.80306554,17.3181244,NA,16.50346771,NA,17.99151608,16.46720188,15.72957016,16.9549392,NA,16.71215694,NA,17.19899133,NA,NA,NA,18.06859692,16.97675808,17.50893413,16.51507523,NA,NA,NA,NA,NA,NA,17.40009999,NA,NA,NA,NA,18.02228395,NA,NA,NA,16.70252242,NA,16.78986505,NA,NA,NA,NA,-0.341922323,-1.303720999,0.619876354,17.07361596,-0.727029622,-5.516193614,0.473026197,0.740160192,0.77416938,0
Q7Z3D6,GLUCM_HUMAN,DGLUCY,"D-glutamate cyclase, mitochondrial",,21.99778437,22.92991752,21.9572712,23.07688184,22.98977432,22.98404934,21.69900447,22.73429266,21.80941865,22.84469032,22.3829544,22.08409067,22.0249879,22.80386109,22.24822568,21.63538724,22.93465389,21.86491228,22.83689537,22.84697646,22.20793866,21.90224277,22.66026704,21.7769043,23.0651471,22.09656576,22.44231496,22.54974674,22.84531419,22.41057226,22.72507597,22.27243467,22.84118113,21.46172764,22.76033162,22.13434123,23.02571298,21.94274701,22.73612779,22.22572643,21.79733671,NA,21.66275155,22.44396183,22.2786056,22.73452922,22.60597111,22.06421806,22.33228458,21.47632526,22.30156403,21.45009998,22.64612891,21.9833543,22.5999636,22.55252282,21.42418495,NA,21.60510207,22.18038587,22.23593475,21.83726117,-0.13439857,-0.618810021,0.350012882,22.31634894,-0.554967167,-5.914717983,0.580978489,0.805750494,0.929615697,0
Q7Z406,MYH14_HUMAN,MYH14,Myosin-14,,20.74478555,21.89371066,20.56911197,21.53544516,22.25927657,21.74170817,21.80661527,21.24146113,21.54053778,22.02584053,NA,21.86399825,22.09587459,21.89206098,21.79756787,21.0574754,21.8984884,21.71551685,21.56189584,22.02248191,21.54066269,21.46938882,21.56705394,21.90464217,21.61086861,21.75237234,21.40658058,21.58910585,21.71380257,21.83090869,22.07202308,21.92829821,21.81056674,21.12703641,20.50715433,NA,20.83665909,21.85311944,21.8031003,NA,21.48145695,21.71184459,21.56344659,21.59569198,21.57062756,20.52872298,22.00937036,21.82263592,22.28114235,21.49941804,20.98900038,21.15153085,21.67704784,21.49892403,21.75264802,20.81971572,21.98079498,21.96203442,21.86113504,21.65419821,21.64843342,NA,-0.217766444,-0.690715518,0.255182631,21.59736236,-0.921660986,-5.630774433,0.360520075,0.655068693,0.800781631,0
Q7Z422,SZRD1_HUMAN,SZRD1,SUZ domain-containing protein 1,,18.02825936,17.18497176,16.93143323,17.23774176,16.17946091,17.45058839,17.09005609,17.8454776,17.18053164,17.81830486,17.25700654,17.88447423,17.05764524,17.00555055,17.74274363,17.46933152,17.30074752,17.12414693,17.10309777,17.14559195,16.81509563,17.44805477,17.21365106,17.47763437,17.44256697,17.17104688,17.11644588,17.6341791,17.37682955,17.33766372,17.46098041,17.10351977,17.09008566,17.07667574,NA,NA,NA,17.52967886,17.43183427,17.44300753,17.76916249,16.66481629,NA,17.15953716,16.62227388,17.35973021,16.86055371,16.05234491,17.02721677,17.35367679,NA,NA,17.88005973,17.21443068,17.26767891,17.09859134,16.66089634,16.38689915,16.98269909,17.04295607,17.75799592,16.89680545,-0.129594053,-0.605349137,0.34616103,17.2190078,-0.545664901,-5.897503169,0.587461446,0.810732095,0.933385608,0
Q7Z434,MAVS_HUMAN,MAVS,Mitochondrial antiviral-signaling protein,,20.03515473,19.87532895,19.64145831,20.03755175,20.24579672,19.89180893,19.92029995,20.01676929,19.83611231,19.92388724,19.96432881,19.59684817,20.06276189,19.64323325,20.26412648,19.81832252,19.62143742,19.57044224,19.92901371,20.26324521,19.64422561,19.9318005,20.11115191,19.7241745,19.72228542,19.94546929,19.66755907,19.26434253,19.79028148,19.51076847,19.80057556,18.86414208,19.9493872,19.8963097,19.44623851,19.53043392,19.26015286,19.78225511,19.69618829,19.7493422,19.37380538,19.49644138,19.37489271,19.56789895,19.42078528,19.62226165,20.21193048,19.26696001,19.87617406,19.93110678,19.524513,19.32528979,19.47572904,20.21920417,19.43154709,20.20667684,19.38115693,19.91811297,19.69954533,19.58105451,19.7867363,19.70105707,-0.541149821,-0.835842193,-0.246457449,19.73932084,-3.670693313,-0.230991485,5.05E-04,0.026474536,0.016442739,-1
Q7Z4G1,COMD6_HUMAN,COMMD6,COMM domain-containing protein 6,,NA,15.52065356,NA,15.10131352,NA,15.22479943,NA,NA,15.05227822,15.1964776,14.96062877,14.80698149,NA,14.77392147,14.2946169,15.16037792,14.44573423,15.31824878,NA,14.95121196,15.48098936,14.58765001,NA,NA,15.28993647,15.26674403,14.30323036,14.69862852,NA,15.30636146,NA,NA,14.52426896,NA,NA,NA,NA,14.37088037,NA,15.6405404,NA,NA,NA,NA,NA,NA,15.65934733,NA,NA,NA,NA,NA,NA,NA,NA,15.29705958,NA,NA,NA,NA,NA,15.97188209,-0.097515578,-0.854946706,0.65991555,15.04633703,-0.264614113,-5.651981745,0.793389111,0.92098478,0.977683627,0
Q7Z4H3,HDDC2_HUMAN,HDDC2,HD domain-containing protein 2,,18.52897745,18.13854386,18.34912338,17.78210857,NA,17.9176061,18.440675,17.78843823,17.93573639,18.13392797,18.79666959,18.1079323,18.10675742,18.51129332,18.53749692,18.19550079,17.7966901,18.17314025,18.22299042,17.75083706,17.80861892,18.42354146,18.32504322,18.11981598,18.36701113,18.55664269,17.85223777,18.50133132,17.44248121,18.02105297,17.57612606,NA,17.96443997,17.54308973,NA,NA,NA,17.88809699,17.78837521,18.23951678,18.02940648,NA,NA,18.00038964,NA,NA,17.95625346,17.47038697,17.64512068,18.25759572,NA,NA,17.92157654,18.56206859,NA,18.39999922,18.03073774,18.19470032,18.13306881,NA,18.19524492,NA,-0.45819394,-0.855791137,-0.060596742,18.09225866,-2.317006515,-3.547443007,0.024811016,0.183480068,0.183838244,0
Q7Z4V5,HDGR2_HUMAN,HDGFL2,Hepatoma-derived growth factor-related protein 2,,16.80293694,16.56819743,16.36544021,16.02279316,17.21641603,16.20298439,NA,16.36575396,16.07240402,16.17786962,15.81748726,16.37976433,16.76789399,16.47105199,16.20559801,16.21555571,16.92657848,16.25070523,NA,16.18177826,16.67800046,NA,15.84554843,16.03216606,15.91962685,16.05934459,16.16840292,16.88382104,16.41899426,16.46199139,16.19718127,NA,NA,NA,NA,NA,NA,15.42792509,15.89321421,15.94112639,NA,NA,NA,NA,NA,NA,15.80677002,NA,16.06760748,15.84578847,NA,NA,NA,NA,NA,NA,15.66593969,14.77568088,NA,NA,NA,16.42796102,-0.60607043,-1.168501484,-0.043639376,16.20346755,-2.183304137,-3.738764431,0.035422572,0.219703051,0.132057042,0
Q7Z4W1,DCXR_HUMAN,DCXR,L-xylulose reductase,,22.77454184,23.02796376,22.4104528,23.27335868,23.70918306,23.18484374,22.08157768,23.35530888,23.16113815,23.016724,22.64246494,23.23265397,23.10061573,22.55963538,23.25198021,22.4106448,23.17283605,22.4508516,23.37222807,23.45381623,22.13786206,22.37551923,23.40771111,23.19690474,22.55891451,22.69930015,23.24923679,22.46067951,22.97276489,22.78804727,23.05763755,21.26458763,22.61947947,22.02401269,21.90497828,21.63867257,22.29408742,22.59711345,22.65368441,22.20402495,22.51766142,22.55764731,21.70628608,22.73005957,22.506245,22.13248744,22.7439974,22.02539464,22.1799117,22.48817288,21.73410654,21.75176806,22.65915318,22.34544546,22.4689803,22.4578701,21.89973666,22.3455387,21.67287751,22.05049892,22.60187503,21.24804077,-0.848296332,-1.318640605,-0.37795206,22.55760956,-3.605215303,-0.417919837,6.22E-04,0.029255279,0.001907446,-1
Q7Z698,SPRE2_HUMAN,SPRED2,"Sprouty-related, EVH1 domain-containing protein 2",,24.3271625,23.72785551,22.78328147,22.89454849,23.86377935,23.99650792,23.88920354,23.60864033,22.4528703,24.34195984,23.21583729,23.37479036,23.58167989,23.99026662,23.08996841,23.39044224,22.1010291,23.39008759,24.57992047,22.84214058,23.1732895,23.2382556,23.18787786,22.15348793,23.21157784,23.28802509,24.56795276,26.41003004,23.05067291,24.87245943,24.45239457,21.19947415,22.45860473,23.63528437,22.36561702,21.69375444,22.77793224,22.2017319,22.51889171,21.82906921,24.12257082,23.68889068,25.08300196,22.22353911,22.62828564,21.86763297,22.53305425,21.33557957,22.96504892,21.93907206,23.50769831,23.49251912,22.67962443,22.97289069,23.12232316,22.34438635,22.18096216,22.64105028,24.05281566,22.50594489,24.9076559,21.14782673,-0.724629761,-1.807701296,0.358441773,23.1559795,-1.337391324,-5.220465495,0.185976715,0.481414094,0.295547942,0
Q7Z6Z7,HUWE1_HUMAN,HUWE1,E3 ubiquitin-protein ligase HUWE1,,23.04213261,22.58837863,22.07345252,22.83206723,22.93312803,23.04892777,22.32444911,22.43083607,22.85584569,22.48507652,22.9069718,23.45974372,22.03135861,22.52681359,21.46315871,23.30408335,22.40003783,22.50914017,23.51430863,22.13635508,23.3597426,22.08227338,22.86191961,22.72112782,22.64709442,22.37627941,23.89957197,23.22472701,22.35521608,22.83972377,22.76283695,22.08507837,22.74213041,22.51811115,22.62807627,21.88788114,22.56931311,22.06858373,23.05625546,21.61170918,22.10009977,22.47411115,22.68182498,21.47514373,21.8135775,21.81347442,22.87831533,21.95697593,23.20786082,22.48260947,22.5112445,22.54234405,23.26337913,22.91603095,23.21771109,22.44351138,22.61916911,22.54394478,22.35932503,22.29748236,22.51118998,21.91162563,-0.116859048,-0.636510126,0.402792029,22.56749788,-0.449521005,-5.971563542,0.65462217,0.852698583,0.951692944,0
Q86SX6,GLRX5_HUMAN,GLRX5,"Glutaredoxin-related protein 5, mitochondrial",,20.98125359,21.02767153,21.33945465,22.28902599,21.36631318,22.4890843,21.00883175,NA,21.23982392,NA,22.3431166,NA,21.22340375,21.76358061,21.57048364,21.38536849,21.09905673,21.31879817,21.56056745,NA,21.58964284,20.98301523,21.10768087,21.8885152,21.73246677,22.54219447,NA,21.08287392,21.05501173,20.94484487,NA,20.79353045,21.83161929,NA,22.09942535,21.2447115,21.60791738,NA,21.75647582,NA,21.14107434,NA,21.30582438,NA,NA,NA,21.74799318,21.31481836,21.15600422,21.11027096,NA,20.00234727,NA,21.49311969,NA,21.0572538,21.65850579,21.55857667,NA,NA,21.30835025,20.77344277,-0.215009034,-0.83968475,0.409666682,21.40666686,-0.693652718,-5.694532281,0.4915417,0.745775247,0.858386132,0
Q86TC9,MYPN_HUMAN,MYPN,Myopalladin,,20.00644483,20.9273557,19.09861112,19.59000997,20.03816959,20.15708507,19.68700711,20.43069243,19.81059426,20.37125372,17.72038473,20.7706865,20.64491351,20.62399434,20.0101477,19.33210598,20.83288629,19.30291976,19.31597411,20.23236544,20.42193416,20.02170231,19.75246142,19.73950663,20.10502821,19.83213152,20.29285247,20.5303046,20.48090418,20.79375431,NA,20.79292475,20.11173767,20.84459715,19.7214126,19.7350412,19.79356414,20.26330259,20.88377003,21.07859724,20.36962369,20.72794829,NA,20.42488234,20.73674768,20.48980449,18.05961313,20.92059119,19.40363539,21.19495056,20.52627079,21.11116485,20.39829783,19.85306113,19.68860334,20.40553985,20.66432693,20.32561218,20.96175202,19.71415857,21.11081311,21.61663537,0.472867897,-0.296363977,1.242099771,20.21338603,1.229616278,-5.338932692,0.223636758,0.528621826,0.492515446,0
Q86TD4,SRCA_HUMAN,SRL,Sarcalumenin,,25.44703614,25.2817312,25.215124,24.76017802,25.16608358,25.34781088,25.51362444,25.13187746,25.41401557,25.26277074,25.36400411,25.38381754,25.32447282,25.34969219,25.18968868,25.05809132,25.37583368,24.66344298,24.77415288,25.37604788,25.71518469,25.62645962,25.03176652,25.13035165,25.41983101,25.10480897,25.09842447,24.88284356,25.58938851,25.64017093,24.94637523,25.54624411,24.88437139,25.12381394,25.75065815,25.67672268,25.26719375,25.42434406,25.00567848,25.46898585,25.42938717,25.24607972,25.50970966,25.51112204,25.37461222,25.5207873,25.18623699,25.41468301,25.2530292,25.10527138,25.63383507,25.52438485,25.60099086,25.13012538,25.1722175,25.29296123,25.10262504,25.24997861,25.43856458,25.36603938,25.33331786,25.66113018,0.034243285,-0.245577677,0.314064248,25.30306779,0.244621518,-6.039879519,0.807556622,0.925420314,0.992707488,0
Q86TP1,PRUN1_HUMAN,PRUNE1,Exopolyphosphatase PRUNE1,,16.99916438,17.59002422,17.43937557,NA,16.8032941,17.07570523,17.64100619,17.54682242,17.5537136,16.9467184,17.80711579,16.89325092,17.58663767,17.00733033,NA,17.0795901,16.87324095,16.86460048,NA,17.14743301,16.65805464,17.43488272,17.05642423,16.80129391,16.87663393,16.75752463,NA,16.93006891,NA,17.07815325,NA,NA,16.77968956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.53537214,NA,17.57324864,NA,NA,NA,NA,NA,NA,16.90516697,NA,NA,NA,NA,NA,NA,-1.03795049,-1.783688506,-0.292212474,17.11177713,-2.846421308,-2.488845865,0.008028998,0.10581652,0.006685628,-1
