gene,Limma Interaction,FCM Core,WGCNA Hubs,DIABLO
ADK,0,1,0,0
LAMB2,0,1,1,0
CDH13,0,1,0,0
SEC13,0,1,0,0
SNU13,0,1,0,0
NPEPPS,0,1,0,0
HNRNPH2,0,1,0,0
OXCT1,0,1,0,0
SH3BGR,0,1,0,0
EIF3B,0,1,0,0
ATP5MF,0,1,0,0
MARS1,0,1,0,0
ARPP19,0,1,0,0
ATP5F1E,0,1,0,0
ATP5ME,0,1,1,1
EIF6,0,1,0,0
SYNJ2BP,0,1,0,0
EEFSEC,0,1,0,0
MTPN,0,1,0,0
DEFA3,0,1,0,0
ARPC4,0,1,0,0
CD81,0,1,0,1
TPI1,0,1,0,0
EIF3E,0,1,0,0
SEC61B,0,1,0,0
GABARAPL2,0,1,0,0
ROMO1,0,1,0,0
MYL6,0,1,0,0
EIF4A1,0,1,0,0
RPS20,0,1,0,0
PRPS1,0,1,0,0
PSMA6,0,1,0,0
S100A10,0,1,0,0
CDC42,0,1,0,0
DSTN,0,1,1,1
RAB2A,0,1,0,1
RAB5B,0,1,0,0
RAB10,0,1,0,1
UBE2D3,0,1,0,1
UBE2M,0,1,0,0
UBE2N,0,1,0,1
RAB14,0,1,0,0
ACTR3,0,1,0,0
ACTR2,0,1,0,0
ACTR1A,0,1,0,0
COPS2,0,1,0,1
ABCE1,0,1,0,0
RAP1B,0,1,0,0
RPS3A,0,1,1,0
RPL26,0,1,0,0
RPL15,0,1,0,0
PCBD1,0,1,0,0
RPL37A,0,1,1,0
RHOA,0,1,0,0
HSPE1,0,1,0,0
SEC61A1,0,1,0,1
VBP1,0,1,0,0
B2M,0,1,0,0
DAD1,0,1,0,1
NPC2,0,1,0,0
PKIA,0,1,0,0
SUMO2,0,1,0,1
UFM1,0,1,0,0
NUTF2,0,1,0,0
YWHAG,0,1,0,1
RRAS2,0,1,0,0
TIMM10,0,1,0,0
RPS7,0,1,0,0
PPP1CA,0,1,0,0
PPP1CB,0,1,1,0
PSMC1,0,1,0,0
PSMC5,0,1,0,0
RPS8,0,1,0,0
RPS15A,0,1,0,0
RPS16,0,1,1,0
UBE2G1,0,1,0,0
YWHAE,0,1,0,0
RPS14,0,1,0,0
RPS23,0,1,0,0
RPS18,0,1,1,0
RPS13,0,1,0,0
SNRPD2,0,1,0,0
SNRPD3,0,1,0,0
TMSB4X,0,1,0,0
PSMC6,0,1,0,0
RPL7A,0,1,0,0
ETF1,0,1,0,0
CNBP,0,1,0,0
RPS4X,0,1,1,0
RPL23A,0,1,1,0
RPS6,0,1,0,0
H2BC4,0,1,0,0
RAB1A,0,1,0,0
RAN,0,1,0,0
RAP1A,0,1,0,0
RPS24,0,1,0,0
RPS25,0,1,0,0
RPS26,0,1,0,0
RPS28,0,1,0,0
GNB1,0,1,0,0
GNB2,0,1,0,0
RPL30,0,1,0,0
RPL10A,0,1,1,0
RPL32,0,1,0,0
RPL11,0,1,0,0
RPL8,0,1,0,0
PPIA,0,1,0,0
FKBP1A,0,1,1,0
RPS27A,0,1,1,0
RAC1,0,1,0,0
AP2B1,0,1,0,0
VAMP2,0,1,0,0
PPP3R1,0,1,0,0
YWHAZ,0,1,0,0
PPP2R2A,0,1,0,0
DYNLL1,0,1,0,0
DYNLT1,0,1,0,0
SKP1,0,1,0,0
EIF5A,0,1,1,0
RACK1,0,1,1,0
UBE2I,0,1,0,0
SELENOW,0,1,0,0
PPP2CA,0,1,0,0
YBX1,0,1,0,0
CSNK2B,0,1,0,0
UBE2L3,0,1,0,0
EEF1A1,0,1,1,0
TUBA1B,0,1,1,0
TUBA4A,0,1,1,0
TUBB4B,0,1,0,0
CSNK2A1,0,1,0,0
PAFAH1B2,0,1,0,0
HBB,0,1,1,0
HBA1,0,1,1,0
EIF4G2,0,1,0,0
PIP4K2B,0,1,0,1
CCT2,0,1,1,0
GSTO1,0,1,0,0
PRKDC,0,1,0,1
DCD,0,1,0,0
MRPS25,0,1,0,0
MRPS5,0,1,0,0
MRPS36,0,1,0,0
MRPS15,0,1,0,0
MRPS21,0,1,0,0
SARNP,0,1,0,1
LACTB,0,1,0,0
ARF1,0,1,0,0
ARF5,0,1,0,0
ERH,0,1,0,1
RHOG,0,1,0,0
RPL19,0,1,1,0
SRSF3,0,1,0,0
MXRA7,0,1,0,0
FBLN2,0,1,0,0
HSPG2,0,1,0,0
CYCS,0,1,0,0
MPP1,0,1,0,0
TFAM,0,1,0,1
PITPNA,0,1,0,0
SLC25A3,0,1,1,0
HDLBP,0,1,0,0
PURA,0,1,0,0
CLTC,0,1,0,0
FKBP3,0,1,0,0
SORD,0,1,0,0
HNRNPU,0,1,0,0
MYBPC1,0,1,0,0
PLIN5,0,1,0,0
SPTBN1,0,1,0,0
TIAL1,0,1,0,0
FABP5,0,1,0,0
ANK2,0,1,0,1
EWSR1,0,1,0,0
TAGLN,0,1,0,0
OGDH,0,1,1,0
COX6A2,0,1,0,0
ALDH6A1,0,1,0,0
BDH1,0,1,0,0
COL7A1,0,1,0,0
RPL18A,0,1,0,0
CACNB1,0,1,0,0
FKBP4,0,1,0,0
RPL6,0,1,0,0
AKAP12,0,1,0,0
SLC25A11,0,1,1,0
CAV1,0,1,0,0
ACY1,0,1,0,0
LMNB2,0,1,0,0
UBXN1,0,1,0,0
GBE1,0,1,0,0
EIF4G1,0,1,0,0
PRKCQ,0,1,0,0
GLO1,0,1,0,0
AKR1C1,0,1,0,0
SSBP1,0,1,0,0
YWHAH,0,1,0,0
PLP2,0,1,0,0
UBE3A,0,1,0,0
SRSF11,0,1,1,1
EEF1A2,0,1,1,0
CALD1,0,1,0,0
COL14A1,0,1,0,0
PTPN11,0,1,0,0
CACNG1,0,1,0,0
ZNF33A,0,1,0,0
PRDX1,0,1,0,0
RPL18,0,1,0,0
C1QBP,0,1,0,0
CKAP4,0,1,0,0
DPT,0,1,0,1
KLC1,0,1,0,0
SRSF1,0,1,0,0
ARHGAP1,0,1,0,0
ACTN3,0,1,0,1
PPP3CA,0,1,0,0
DHX9,0,1,0,0
SLC20A2,0,1,1,0
PUDP,0,1,0,0
CD47,0,1,0,0
PPID,0,1,0,0
AHNAK,0,1,0,0
LMOD3,0,1,0,0
HSPA14,0,1,0,1
SCRN3,0,1,0,0
NEXN,0,1,0,0
AP1B1,0,1,0,0
PMPCA,0,1,0,1
ASPH,0,1,0,0
EFEMP1,0,1,0,0
STX4,0,1,0,0
GRSF1,0,1,0,0
AIMP1,0,1,0,0
ILF3,0,1,0,0
TRAP1,0,1,0,0
ANK3,0,1,0,0
HSPB3,0,1,0,0
ECH1,0,1,0,0
STRN3,0,1,0,0
COASY,0,1,0,0
TRDN,0,1,0,0
ACACA,0,1,0,0
GPS1,0,1,0,0
MTAP,0,1,0,0
PRKAA1,0,1,0,0
TARDBP,0,1,0,0
PAK1,0,1,0,0
PRDX4,0,1,1,0
PAK2,0,1,0,0
CBX3,0,1,0,0
PSMD2,0,1,0,1
MYBPH,0,1,0,0
SELENBP1,0,1,0,0
TRIM28,0,1,0,0
G3BP1,0,1,0,0
PABPC4,0,1,0,0
SGCG,0,1,0,0
EIF3I,0,1,0,0
CTBP1,0,1,0,0
UBE2V1,0,1,0,1
ILK,0,1,0,0
NNT,0,1,0,0
SNTA1,0,1,0,0
SNTB2,0,1,0,0
SF3B2,0,1,0,0
PDAP1,0,1,0,0
TMED1,0,1,0,0
FKBP5,0,1,0,0
PICALM,0,1,0,0
MTM1,0,1,0,0
SQSTM1,0,1,0,0
MTX1,0,1,0,0
ART3,0,1,0,0
ASAH1,0,1,0,0
PIN1,0,1,0,0
CAMK2B,0,1,0,0
CAMK2G,0,1,0,0
CAMK2D,0,1,1,0
DCTN2,0,1,0,0
NAE1,0,1,0,0
STIM1,0,1,0,0
CUL1,0,1,0,0
CUL2,0,1,0,0
CUL4A,0,1,0,0
FHL1,0,1,0,0
FHL3,0,1,0,0
ITGA7,0,1,0,0
AAMP,0,1,0,0
CACNA1S,0,1,0,0
MOGS,0,1,0,0
SPTAN1,0,1,0,0
AUH,0,1,0,0
DDX39B,0,1,0,0
BLMH,0,1,0,0
SNTB1,0,1,0,0
TUBB2A,0,1,0,0
IDI1,0,1,0,1
PRKG1,0,1,0,0
COX17,0,1,0,1
HNRNPD,0,1,0,0
NID2,0,1,1,1
IL18,0,1,0,0
DAG1,0,1,0,1
EIF3A,0,1,0,0
UBAP2L,0,1,0,0
MLEC,0,1,0,0
DCTN1,0,1,0,0
EIF2B1,0,1,0,0
EIF4A2,0,1,0,0
CTTN,0,1,0,0
ENDOG,0,1,0,0
TRIM25,0,1,0,0
FLNC,0,1,1,0
MYBPC2,0,1,0,0
GAMT,0,1,0,0
PRPSAP1,0,1,0,0
ITIH4,0,1,1,0
CLINT1,0,1,0,0
SSPN,0,1,0,0
MVP,0,1,0,0
LASP1,0,1,0,0
PTGR1,0,1,0,0
NUMA1,0,1,0,0
PSME4,0,1,0,0
SLMAP,0,1,0,0
EMC2,0,1,0,0
PSMD6,0,1,0,0
SEPTIN2,0,1,0,0
KARS1,0,1,0,0
EIF4H,0,1,0,0
EEA1,0,1,0,0
PDIA6,0,1,0,0
PAFAH1B3,0,1,0,0
PLCL1,0,1,0,0
PDK1,0,1,0,0
PDK2,0,1,0,0
PEA15,0,1,0,0
PGM5,0,1,0,0
PLEC,0,1,0,1
PPP2R5A,0,1,0,0
PPA1,0,1,0,0
PTGES3,0,1,0,0
NONO,0,1,0,0
PTPA,0,1,0,0
RAB35,0,1,0,0
TMED2,0,1,0,0
PCBP1,0,1,0,0
PCBP2,0,1,0,0
ELOC,0,1,0,0
ELOB,0,1,0,0
RSU1,0,1,0,0
PPP1R7,0,1,0,0
SEC23A,0,1,0,0
MAPRE2,0,1,0,1
TSN,0,1,0,0
TRIP10,0,1,0,0
MAPRE1,0,1,0,0
TSC22D1,0,1,0,0
ELAVL1,0,1,0,0
MYLK,0,1,0,0
SPEG,0,1,0,0
TBCE,0,1,0,0
UBE2V2,0,1,0,0
NEDD8,0,1,1,0
ADIRF,0,1,0,1
ADIPOQ,0,1,0,0
RAB11B,0,1,0,0
ZYX,0,1,0,0
HSPB2,0,1,0,0
ETFDH,0,1,0,0
SEPTIN7,0,1,0,0
ADRM1,0,1,0,0
DDB1,0,1,0,0
CDC37,0,1,0,0
DPYSL2,0,1,0,0
RBBP7,0,1,0,0
SGCB,0,1,0,0
SGCA,0,1,0,0
FXN,0,1,0,0
FSCN1,0,1,0,0
DECR1,0,1,0,0
NDUFA5,0,1,0,0
CLPP,0,1,0,0
TST,0,1,1,0
KYAT1,0,1,0,0
GUK1,0,1,0,0
HAGH,0,1,0,0
NDUFA9,0,1,0,1
PPP1R3A,0,1,0,0
HADH,0,1,0,0
UGP2,0,1,0,0
TXNRD1,0,1,0,0
IMMT,0,1,0,0
IAH1,0,1,0,0
KLHL40,0,1,1,0
TKFC,0,1,0,0
TIMM50,0,1,0,0
NADK2,0,1,0,0
FAM98B,0,1,0,0
HIKESHI,0,1,0,0
PDLIM3,0,1,0,0
HSD17B12,0,1,0,0
AGK,0,1,0,0
LACTB2,0,1,0,0
DCAF6,0,1,0,0
CAVIN4,0,1,0,0
RABL3,0,1,0,0
COQ5,0,1,0,0
PITRM1,0,1,0,0
WDR44,0,1,0,0
COA6,0,1,0,0
TOR1AIP1,0,1,0,0
GNAS,0,1,0,0
TTC38,0,1,0,0
C6orf136,0,1,0,0
HP1BP3,0,1,0,0
IBA57,0,1,0,0
UBR4,0,1,0,0
DCAF8,0,1,0,0
DDI2,0,1,1,0
MICOS10,0,1,0,0
LYRM7,0,1,0,0
OBSCN,0,1,0,0
MYOM3,0,1,0,0
PDE4DIP,0,1,1,0
BROX,0,1,0,0
LYPLAL1,0,1,0,0
SYPL2,0,1,0,0
MICOS13,0,1,0,0
RNF123,0,1,0,0
TMEM198,0,1,0,0
CRYBG3,0,1,0,0
NXN,0,1,0,1
PTRHD1,0,1,0,0
ABLIM2,0,1,0,0
DHRS7B,0,1,0,0
ETFRF1,0,1,0,0
RAB12,0,1,0,0
DENND5A,0,1,0,0
RCSD1,0,1,0,0
SLC25A24,0,1,0,0
HIBCH,0,1,0,0
CAVIN1,0,1,0,0
MRPL54,0,1,0,0
LPCAT3,0,1,0,0
TATDN1,0,1,0,0
FAHD1,0,1,0,0
LMOD2,0,1,0,0
SLC27A1,0,1,0,0
CORO6,0,1,0,0
TMEM205,0,1,0,0
APOOL,0,1,0,0
NAPRT,0,1,0,0
HSDL2,0,1,0,0
KYAT3,0,1,0,0
TRIM72,0,1,0,0
TOM1L2,0,1,0,0
UBE2R2,0,1,0,0
TRMT10C,0,1,0,0
BZW1,0,1,0,0
EIF3M,0,1,0,0
COPS6,0,1,0,0
RRM2B,0,1,1,0
ERMP1,0,1,0,0
MRPL21,0,1,0,0
DGLUCY,0,1,0,0
MYH14,0,1,0,0
SZRD1,0,1,0,0
COMMD6,0,1,0,0
HDDC2,0,1,0,0
HDGFL2,0,1,0,0
DCXR,0,1,0,0
SPRED2,0,1,0,0
HUWE1,0,1,0,0
GLRX5,0,1,0,0
MYPN,0,1,0,0
SRL,0,1,0,0
ISCA2,0,1,0,0
MTDH,0,1,0,0
KTN1,0,1,0,0
NLRX1,0,1,0,0
ALYREF,0,1,0,0
MDP1,0,1,0,0
SLC25A42,0,1,0,0
NRAP,0,1,1,0
VPS36,0,1,0,0
CAND1,0,1,0,0
COMMD7,0,1,0,0
LDHD,0,1,0,0
CARM1,0,1,0,0
NIT1,0,1,0,0
NDUFA11,0,1,1,0
ECHDC2,0,1,0,0
MUSTN1,0,1,0,0
NAXD,0,1,0,0
MFN1,0,1,0,0
SLC44A2,0,1,0,0
HSCB,0,1,0,0
ADHFE1,0,1,0,0
UNC45B,0,1,0,0
KLHDC8B,0,1,0,0
SUPV3L1,0,1,0,0
THNSL1,0,1,0,0
PM20D2,0,1,0,0
ELMOD2,0,1,1,0
ALDH16A1,0,1,0,0
FAM185A,0,1,0,0
ADSS1,0,1,0,0
NDUFAF2,0,1,0,0
LRRC47,0,1,0,0
GPD1L,0,1,0,0
EHBP1L1,0,1,0,0
CMYA5,0,1,0,0
TXLNB,0,1,0,0
SYNPO,0,1,0,0
TOMM5,0,1,0,0
CHCHD4,0,1,0,0
CBR4,0,1,0,0
MMGT1,0,1,0,0
SMIM20,0,1,0,0
CISD2,0,1,0,0
ATPAF2,0,1,0,0
JAGN1,0,1,0,0
MRPL50,0,1,0,0
EMC1,0,1,0,0
PTGR2,0,1,0,0
SMYD1,0,1,0,0
NHLRC2,0,1,0,0
RDH13,0,1,0,0
TXNDC5,0,1,1,0
ATAD1,0,1,0,0
SCCPDH,0,1,0,0
SERBP1,0,1,0,0
PDPR,0,1,0,0
NAXE,0,1,0,0
ADPRHL1,0,1,0,0
ABCF1,0,1,0,0
MCU,0,1,0,0
ABHD11,0,1,0,0
ATL2,0,1,0,0
PPTC7,0,1,0,0
COQ8A,0,1,0,0
NPLOC4,0,1,0,0
SPATA20,0,1,0,0
NUBPL,0,1,0,0
DEPTOR,0,1,0,0
RDH11,0,1,0,0
LRRC20,0,1,0,0
NT5C,0,1,0,0
PNPT1,0,1,0,0
SPPL2A,0,1,0,0
MYOZ3,0,1,0,0
NEK7,0,1,0,0
DTD1,0,1,0,0
SETD7,0,1,0,0
NUP133,0,1,0,0
PDCD6IP,0,1,0,0
THEM6,0,1,0,0
SMIM4,0,1,0,0
NUDCD2,0,1,0,1
SCFD1,0,1,0,0
PCNP,0,1,0,0
DNAJA4,0,1,0,0
SPRYD4,0,1,0,1
RTN4IP1,0,1,0,0
PALLD,0,1,0,0
SYNE2,0,1,0,0
THAP4,0,1,0,0
TTN,0,1,0,0
DDX1,0,1,0,0
HSD17B8,0,1,0,0
CPT1B,0,1,0,0
PSMF1,0,1,0,0
UBXN4,0,1,0,0
MYO18A,0,1,0,0
GCN1,0,1,0,0
SGCD,0,1,0,0
AKAP1,0,1,0,0
RABGGTA,0,1,0,0
TFG,0,1,0,0
ARPC1A,0,1,0,0
P3H4,0,1,0,0
DDX17,0,1,0,0
CELF1,0,1,0,0
UFD1,0,1,0,0
RPL3L,0,1,0,0
COPS5,0,1,0,0
KHSRP,0,1,0,0
GCDH,0,1,0,0
TNPO1,0,1,0,0
USP13,0,1,0,0
CUL5,0,1,0,0
ATP2A3,0,1,0,1
PHKB,0,1,0,0
UBE2F,0,1,0,0
RPL36AL,0,1,0,0
ERGIC1,0,1,0,0
MTARC2,0,1,0,0
FAM162A,0,1,0,0
TMEM230,0,1,0,0
ISOC2,0,1,0,0
FERMT2,0,1,0,0
FUBP1,0,1,0,0
PBXIP1,0,1,0,0
PTER,0,1,0,0
ZBTB9,0,1,0,0
FAM136A,0,1,0,0
FGGY,0,1,0,0
GALM,0,1,0,0
DCPS,0,1,0,0
PPP1R14B,0,1,0,0
ACSF2,0,1,0,0
CCDC124,0,1,0,0
OPTN,0,1,0,0
AP2M1,0,1,0,0
KCTD12,0,1,0,1
RMDN1,0,1,0,1
ECHDC3,0,1,0,0
NUDT16,0,1,0,0
CMBL,0,1,0,0
MSI2,0,1,0,0
MRPL38,0,1,0,0
MRPL53,0,1,0,0
DAZAP1,0,1,0,0
DNAJA3,0,1,0,0
PTCD3,0,1,0,0
MMAB,0,1,0,0
DYNLL2,0,1,0,0
S100A16,0,1,0,0
SCRN2,0,1,0,0
OTUB1,0,1,0,0
CHMP6,0,1,0,0
PDXP,0,1,0,0
DCUN1D1,0,1,0,0
FAHD2A,0,1,0,0
SNF8,0,1,0,0
PDLIM5,0,1,0,0
CRELD1,0,1,0,0
ERO1A,0,1,0,0
AHCYL2,0,1,0,0
PGAM5,0,1,0,0
DDRGK1,0,1,0,0
PYURF,0,1,0,0
SUCLG2,0,1,0,0
ABHD14B,0,1,0,0
NGLY1,0,1,0,0
TMX3,0,1,0,0
BTF3L4,0,1,0,0
USP47,0,1,0,0
CNDP2,0,1,0,0
ALPK3,0,1,0,0
STAC3,0,1,0,0
COQ10A,0,1,0,1
JSRP1,0,1,0,0
MCEE,0,1,0,0
QKI,0,1,0,0
PLIN4,0,1,0,0
ALKBH3,0,1,0,0
VPS35,0,1,0,0
PURB,0,1,0,0
BBS4,0,1,0,0
VPS13A,0,1,0,0
MCCC1,0,1,0,0
METTL26,0,1,0,0
CLCC1,0,1,1,0
PEBP4,0,1,0,0
MYCBP,0,1,0,0
TBCB,0,1,0,0
PSMB7,0,1,0,0
PCYT2,0,1,0,0
PSMD1,0,1,0,0
PFDN5,0,1,0,0
PAFAH2,0,1,0,0
PARK7,0,1,0,0
VAT1,0,1,0,0
PLIN2,0,1,0,0
S100A13,0,1,0,0
TSNAX,0,1,0,0
EIF3C,0,1,0,0
PHB2,0,1,0,0
COPS8,0,1,0,0
SDHC,0,1,0,0
CHP1,0,1,0,0
HSD17B10,0,1,0,0
NAP1L4,0,1,0,0
MGST2,0,1,0,0
TXN2,0,1,0,0
DMAC2L,0,1,0,0
ACO2,0,1,0,0
COQ7,0,1,0,0
SLC29A1,0,1,0,0
CPNE1,0,1,0,1
CCT7,0,1,0,0
PRMT1,0,1,0,0
NIPSNAP1,0,1,0,0
ARPC5L,0,1,0,0
MICU1,0,1,0,0
MACROD1,0,1,0,0
WDR77,0,1,0,0
APOL2,0,1,0,0
FYCO1,0,1,0,0
JPH2,0,1,0,0
CORO1B,0,1,1,0
TXNDC17,0,1,0,0
CPPED1,0,1,0,0
VPS25,0,1,0,0
PELO,0,1,0,0
PRXL2A,0,1,0,0
ERP44,0,1,0,0
LXN,0,1,0,0
NIPSNAP3B,0,1,0,0
NTPCR,0,1,0,0
AGMAT,0,1,0,0
TACO1,0,1,0,0
ESYT1,0,1,0,0
UBAC1,0,1,0,1
COPS4,0,1,0,0
AARSD1,0,1,0,0
TMEM43,0,1,0,0
DHRS4,0,1,0,0
TMEM70,0,1,0,0
TUBB6,0,1,0,0
CHCHD7,0,1,0,0
APOO,0,1,0,0
ABHD6,0,1,0,0
ADI1,0,1,0,0
MECR,0,1,0,0
NTMT1,0,1,0,0
TMEM109,0,1,0,0
TMED9,0,1,0,0
TIMM21,0,1,0,0
TPPP3,0,1,0,0
NUDT9,0,1,0,0
FUNDC2,0,1,0,0
SORBS1,0,1,0,0
HINT2,0,1,0,0
OSBPL11,0,1,1,1
NT5C1A,0,1,0,0
TMEM120A,0,1,0,0
NAA15,0,1,0,0
BCL2L13,0,1,0,0
OSBPL1A,0,1,0,0
HDHD5,0,1,0,0
EIF2A,0,1,0,0
MRPL13,0,1,0,0
MRPL9,0,1,0,0
MRPL4,0,1,0,0
MRPL1,0,1,0,0
NLN,0,1,0,0
TRIM54,0,1,0,0
BCO2,0,1,0,1
MRPL37,0,1,0,0
ASPSCR1,0,1,1,1
UBL5,0,1,0,0
NIBAN1,0,1,0,0
UBXN6,0,1,0,0
UBE2O,0,1,0,0
LNPK,0,1,0,0
PITHD1,0,1,0,0
SLIRP,0,1,0,0
NIF3L1,0,1,0,0
EGLN1,0,1,0,0
ANKRD2,0,1,0,0
NAA50,0,1,0,0
TMEM126A,0,1,0,0
PAIP1,0,1,0,0
CLPB,0,1,0,0
TOLLIP,0,1,0,0
PCBD2,0,1,0,0
NT5C3A,0,1,0,0
HDHD2,0,1,0,0
RAB1B,0,1,0,0
C11orf54,0,1,0,0
NUCKS1,0,1,0,0
TMX4,0,1,0,0
MYLK2,0,1,0,0
EHD4,0,1,0,1
SH3BGRL3,0,1,0,0
SLK,0,1,0,0
PPIL3,0,1,0,0
LRMDA,0,1,1,0
TNMD,0,1,0,1
PPA2,0,1,0,0
MRPL46,0,1,0,0
TMEM245,0,1,0,0
C11orf68,0,1,0,0
GHITM,0,1,0,0
BOLA2,0,1,0,0
TMX1,0,1,0,0
CHMP4B,0,1,0,0
RBKS,0,1,0,0
FN3K,0,1,0,0
TOR1AIP2,0,1,0,0
GLIPR2,0,1,0,0
EHD1,0,1,0,0
TMEM38A,0,1,0,0
OPA3,0,1,0,0
DCTPP1,0,1,0,0
AAMDC,0,1,0,0
PTGES2,0,1,0,0
UBE2Z,0,1,0,0
ACAD9,0,1,0,0
METTL7A,0,1,0,0
COQ10B,0,1,0,0
MOB1A,0,1,0,0
GORASP2,0,1,0,0
JPT2,0,1,0,0
SYNPO2L,0,1,0,0
ARMT1,0,1,0,0
LRRC40,0,1,0,0
SFXN1,0,1,0,0
L2HGDH,0,1,0,0
FN3KRP,0,1,0,0
CARS2,0,1,0,0
CACYBP,0,1,0,0
RDH14,0,1,0,0
PARVB,0,1,0,0
TNS1,0,1,0,0
PLGRKT,0,1,0,1
GLOD4,0,1,0,0
MCCC2,0,1,0,0
HHATL,0,1,0,0
PREB,0,1,0,0
MRPL47,0,1,0,0
JPH1,0,1,0,0
APMAP,0,1,0,0
TXNRD2,0,1,0,0
RAB18,0,1,0,1
PALMD,0,1,0,0
VTA1,0,1,0,0
SARS2,0,1,0,0
DYNLRB1,0,1,0,0
MYOZ1,0,1,0,0
MYOZ2,0,1,0,1
OSGEP,0,1,0,0
ACOT13,0,1,0,0
MRPL40,0,1,0,0
TIGAR,0,1,0,0
RTN4,0,1,0,0
HINT3,0,1,0,0
PFDN4,0,1,0,0
NIT2,0,1,0,0
XPNPEP1,0,1,0,0
GPHN,0,1,0,0
PDLIM7,0,1,0,0
ACSS2,0,1,0,0
DIABLO,0,1,0,0
SAR1A,0,1,0,0
SH3GLB2,0,1,0,0
EIF2B3,0,1,0,0
MBNL1,0,1,0,0
SDR39U1,0,1,0,0
AASDHPPT,0,1,0,0
CMC2,0,1,0,0
PHPT1,0,1,0,0
LANCL2,0,1,0,0
IARS2,0,1,0,1
SIRT3,0,1,0,0
OLA1,0,1,0,0
ACSS1,0,1,0,0
ABHD10,0,1,0,0
DDX19A,0,1,0,0
SEPTIN11,0,1,0,0
PARVA,0,1,0,0
PANK4,0,1,0,0
DNAJC11,0,1,0,0
ATAD3A,0,1,0,0
ARL8B,0,1,0,0
MRPS18A,0,1,0,0
PNPO,0,1,0,0
OXSM,0,1,0,0
MRPL22,0,1,0,0
CZIB,0,1,0,0
NDUFB11,0,1,0,0
OCIAD1,0,1,0,0
MARCHF5,0,1,0,0
CHCHD3,0,1,0,0
SIRT5,0,1,0,0
BABAM2,0,1,0,0
DPP3,0,1,0,0
MAP3K20,0,1,0,0
UGGT1,0,1,0,0
TECR,0,1,0,0
ERAP1,0,1,0,0
CISD1,0,1,0,1
CLIC5,0,1,0,0
FAM120A,0,1,0,0
GLTP,0,1,0,0
COQ3,0,1,0,0
HSPBP1,0,1,0,0
MAT2B,0,1,0,0
MYOF,0,1,0,0
EHD2,0,1,0,0
TMOD4,0,1,1,0
LMCD1,0,1,0,0
CHMP5,0,1,0,0
NDUFAF4,0,1,0,0
EMC3,0,1,0,0
NDUFA13,0,1,0,0
PDP1,0,1,0,0
MRPL36,0,1,0,0
VAPA,0,1,0,0
LARS1,0,1,0,0
SUCLA2,0,1,0,0
GMPR2,0,1,0,0
DPM3,0,1,0,1
IMPACT,0,1,0,0
ATXN10,0,1,0,0
EPS15L1,0,1,0,0
SAE1,0,1,0,0
RNF7,0,1,0,0
MYOT,0,1,0,0
GNG12,0,1,0,0
VPS29,0,1,0,0
EIF3K,0,1,0,0
GRHPR,0,1,0,0
CTSZ,0,1,0,0
UBA2,0,1,0,0
HSPB7,0,1,1,0
UQCR10,0,1,0,0
DNAJB4,0,1,0,0
NIPSNAP3A,0,1,0,0
KDM5B,0,1,0,1
WARS2,0,1,0,0
MLX,0,1,0,0
SEPTIN9,0,1,0,0
UBQLN2,0,1,0,0
PCYOX1,0,1,1,0
DPP7,0,1,0,0
SMPX,0,1,0,0
BCAP29,0,1,0,0
CYB5R1,0,1,0,0
PUF60,0,1,0,0
ENOPH1,0,1,0,0
EIF2B4,0,1,0,0
ATP6V1H,0,1,0,0
XPO7,0,1,0,0
LCMT1,0,1,0,0
ATP5IF1,0,1,0,0
AK3,0,1,0,0
NAGK,0,1,0,0
SLC25A13,0,1,0,0
DBNL,0,1,0,0
DCTN4,0,1,0,0
HSPB8,0,1,0,0
STOML2,0,1,0,0
VPS28,0,1,0,0
JPT1,0,1,0,0
APPL1,0,1,0,0
PACSIN3,0,1,0,0
ACAD8,0,1,0,0
AGO2,0,1,0,0
MYH2,0,1,0,0
MYH13,0,1,0,0
CDV3,0,1,0,0
RAB21,0,1,0,0
PSME2,0,1,0,0
DNPEP,0,1,0,0
TBC1D24,0,1,0,0
TMCO1,0,1,0,0
EPDR1,0,1,0,0
MYO6,0,1,0,0
NFU1,0,1,0,0
SYNPO2,0,1,0,1
UBQLN1,0,1,0,0
SNX12,0,1,0,0
NDRG2,0,1,0,0
G3BP2,0,1,0,0
PACSIN2,0,1,0,0
SNX6,0,1,0,0
PSMD13,0,1,0,0
COPS3,0,1,0,0
NSFL1C,0,1,0,0
LIMCH1,0,1,0,0
MAPRE3,0,1,0,0
PA2G4,0,1,0,0
CAMK2A,0,1,0,0
CHMP2B,0,1,0,0
RTRAF,0,1,0,0
RUVBL2,0,1,0,0
PIN4,0,1,0,0
EIF3L,0,1,0,0
NUDC,0,1,0,0
BCS1L,0,1,0,0
VDAC3,0,1,0,0
CFL2,0,1,0,0
CNPY2,0,1,0,0
FNDC3A,0,1,0,0
PADI2,0,1,0,0
GSTK1,0,1,0,1
MRPS35,0,1,0,0
COA3,0,1,0,0
TMA7,0,1,0,0
SUGT1,0,1,0,0
COQ6,0,1,0,0
ACOT9,0,1,0,0
MEMO1,0,1,0,0
TMX2,0,1,0,0
SH3GLB1,0,1,0,0
CAB39,0,1,0,0
LUC7L2,0,1,0,0
DHRS7,0,1,0,0
SBDS,0,1,0,0
MRPL11,0,1,0,0
PPIL1,0,1,0,0
MSRB2,0,1,1,0
FIS1,0,1,0,0
