gene,logFC_Aging,logFC_Training_Old,pi_score_Aging,pi_score_Training_Old,pi_score_Reversal,significance,quadrant,imputed
NUBPL,-0.3144,0.1973,0.576802,0.732398,0.329828,NS,Reversed (Aging Down / Training Up),TRUE
MYL6B,0.3188,0.1926,0.795473,0.914038,0.981375,NS,Exacerbated Up,FALSE
MRPL22,-0.4904,-0.0209,0.133298,0.997403,0.347882,NS,Exacerbated Down,TRUE
RPS20,-0.3178,0.1933,0.252948,0.609501,0.102775,NS,Reversed (Aging Down / Training Up),FALSE
HSPB7,-0.3084,0.2023,0.412436,0.676398,0.206911,NS,Reversed (Aging Down / Training Up),FALSE
NIPSNAP3A,0.4906,-0.0199,0.357321,0.998759,0.544195,NS,Reversed (Aging Up / Training Down),TRUE
SH3GLB1,0.3746,-0.1355,0.135272,0.812705,0.110052,NS,Reversed (Aging Up / Training Down),TRUE
RPL13A,-0.3165,0.1931,0.575592,0.806376,0.395936,NS,Reversed (Aging Down / Training Up),TRUE
RPLP2,-0.2769,0.2326,0.548343,0.615618,0.251372,NS,Reversed (Aging Down / Training Up),FALSE
TSN,0.2363,-0.2715,0.535363,0.323587,0.115034,NS,Reversed (Aging Up / Training Down),TRUE
IARS1,-0.448,0.0586,0.107043,0.97487,0.198762,NS,Reversed (Aging Down / Training Up),TRUE
IGKV3-20,0.3865,0.1191,0.630509,0.950937,0.878034,NS,Exacerbated Up,TRUE
OPTN,0.3733,-0.1312,0.235189,0.845338,0.17907,NS,Reversed (Aging Up / Training Down),TRUE
ACAD8,0.4286,0.0757,0.099303,0.950025,0.456509,NS,Exacerbated Up,TRUE
RAB6A,0.4228,0.0811,0.108433,0.946683,0.508352,NS,Exacerbated Up,TRUE
PDE4DIP,-0.2612,0.2422,0.767289,0.763783,0.514618,NS,Reversed (Aging Down / Training Up),FALSE
HINT3,-0.453,-0.0485,0.218747,0.989267,0.555983,NS,Exacerbated Down,TRUE
DNAJA4,-0.1957,0.3052,0.798186,0.422973,0.310055,NS,Reversed (Aging Down / Training Up),TRUE
SDHC,-0.3445,-0.1538,0.559702,0.894655,0.917025,NS,Exacerbated Down,TRUE
MYPN,-0.4245,0.0737,0.383891,0.977453,0.467302,NS,Reversed (Aging Down / Training Up),TRUE
RBL1,-0.4664,0.0316,0.137471,0.992918,0.245795,NS,Reversed (Aging Down / Training Up),TRUE
ALDOC,-0.2814,0.2159,0.86213,0.903923,0.739922,NS,Reversed (Aging Down / Training Up),TRUE
TACO1,0.4499,-0.0472,0.100691,0.984752,0.21818,NS,Reversed (Aging Up / Training Down),TRUE
CCDC47,-0.3891,0.1068,0.101955,0.858081,0.087881,NS,Reversed (Aging Down / Training Up),TRUE
RDH11,-0.3729,0.1229,0.525855,0.913094,0.409871,NS,Reversed (Aging Down / Training Up),TRUE
LAMA2,-0.4133,0.0816,0.3535,0.969136,0.423037,NS,Reversed (Aging Down / Training Up),TRUE
NADK2,0.3938,-0.101,0.246393,0.920449,0.243816,NS,Reversed (Aging Up / Training Down),TRUE
CD99,-0.1942,0.3004,0.792385,0.443696,0.316882,NS,Reversed (Aging Down / Training Up),FALSE
MECP2,0.0822,-0.4119,0.966446,0.088519,0.259641,NS,Reversed (Aging Up / Training Down),TRUE
MT-ATP6,-0.3163,-0.1771,0.453659,0.785677,0.936486,NS,Exacerbated Down,FALSE
SSPN,-0.1795,-0.3138,0.665948,0.127708,0.89488,NS,Exacerbated Down,FALSE
HHATL,-0.3291,-0.164,0.400864,0.810297,0.90552,NS,Exacerbated Down,FALSE
PITRM1,0.4616,0.0312,0.215541,0.995227,0.492297,NS,Exacerbated Up,TRUE
METTL7A,0.1458,-0.3469,0.858963,0.217135,0.226982,NS,Reversed (Aging Up / Training Down),FALSE
SHMT1,0.2459,-0.2462,0.732654,0.677552,0.4179,NS,Reversed (Aging Up / Training Down),TRUE
DYNLRB1,-0.2542,0.2366,0.564715,0.512411,0.204512,NS,Reversed (Aging Down / Training Up),TRUE
VPS29,0.1274,0.3634,0.969411,0.370208,0.908425,NS,Exacerbated Up,TRUE
DHRS4,0.1413,0.349,0.913108,0.215598,0.859298,NS,Exacerbated Up,TRUE
ASPSCR1,-0.2849,-0.2054,0.524723,0.598253,0.976669,NS,Exacerbated Down,TRUE
TMED1,-0.424,0.0659,0.159754,0.965575,0.22054,NS,Reversed (Aging Down / Training Up),TRUE
MOCS2,-0.463,-0.0256,0.117668,0.995541,0.341247,NS,Exacerbated Down,TRUE
DDOST,-0.3282,-0.1582,0.117166,0.64648,0.803482,NS,Exacerbated Down,TRUE
CPNE1,-0.2233,-0.2628,0.623209,0.416407,0.994094,NS,Exacerbated Down,TRUE
SCFD1,0.4576,-0.0282,0.092861,0.994568,0.225872,NS,Reversed (Aging Up / Training Down),TRUE
ATAD3A,0.4756,0.0101,0.126826,0.999465,0.362383,NS,Exacerbated Up,TRUE
LGALS3,0.1509,0.3344,0.856861,0.245982,0.868045,NS,Exacerbated Up,TRUE
YBX3,-0.4111,-0.0741,0.0576,0.945903,0.420899,NS,Exacerbated Down,FALSE
KYAT1,-0.1578,-0.3269,0.844284,0.281975,0.891287,NS,Exacerbated Down,TRUE
ANK1,0.238,0.2465,0.811828,0.7021,0.999858,NS,Exacerbated Up,TRUE
MAPRE3,-0.3383,0.1461,0.485716,0.88529,0.404029,NS,Reversed (Aging Down / Training Up),TRUE
UCHL3,-0.3789,0.1054,0.055286,0.860198,0.069393,NS,Reversed (Aging Down / Training Up),FALSE
TNNC1,-0.392,0.0916,0.569182,0.973773,0.605895,NS,Reversed (Aging Down / Training Up),FALSE
MYH11,0.0291,0.4532,0.998125,0.36723,0.707002,NS,Exacerbated Up,TRUE
RABEP1,-0.3364,0.1451,0.528633,0.894467,0.473601,NS,Reversed (Aging Down / Training Up),TRUE
BAG3,-0.3195,0.1613,0.349028,0.781951,0.228743,NS,Reversed (Aging Down / Training Up),FALSE
MAP3K20,0.3499,-0.1309,0.499405,0.917216,0.455653,NS,Reversed (Aging Up / Training Down),FALSE
CASQ1,-0.2367,0.244,0.670395,0.589146,0.313108,NS,Reversed (Aging Down / Training Up),FALSE
MSRB2,0.3799,0.1008,0.500396,0.939765,0.792848,NS,Exacerbated Up,TRUE
RPS5,-0.3398,0.1403,0.18824,0.791993,0.136463,NS,Reversed (Aging Down / Training Up),FALSE
SND1,-0.2034,0.2764,0.713467,0.363104,0.21581,NS,Reversed (Aging Down / Training Up),TRUE
GNA11,-0.2687,-0.2108,0.669453,0.71291,0.990886,NS,Exacerbated Down,TRUE
APOE,0.3705,-0.1087,0.609686,0.947674,0.548319,NS,Reversed (Aging Up / Training Down),TRUE
SEC61A1,-0.3339,-0.1448,0.503906,0.898675,0.91072,NS,Exacerbated Down,TRUE
RPL26,-0.4179,0.0604,0.287295,0.981936,0.407658,NS,Reversed (Aging Down / Training Up),FALSE
GRPEL1,0.458,-0.0195,0.199146,0.997481,0.309865,NS,Reversed (Aging Up / Training Down),TRUE
ARPC1B,0.0104,0.467,0.999517,0.05118,0.352911,NS,Exacerbated Up,TRUE
TMEM205,-0.3769,-0.0994,0.09676,0.895349,0.577262,NS,Exacerbated Down,FALSE
EIF2B3,-0.2817,0.1941,0.800324,0.714006,0.535537,NS,Reversed (Aging Down / Training Up),TRUE
OXCT1,0.134,-0.3408,0.950094,0.464131,0.546703,NS,Reversed (Aging Up / Training Down),TRUE
ATP2A3,-0.4147,0.0593,0.252534,0.981022,0.374687,NS,Reversed (Aging Down / Training Up),FALSE
CLPTM1,0.2634,-0.2104,0.816451,0.741599,0.558825,NS,Reversed (Aging Up / Training Down),TRUE
LTBP3,0.3953,-0.0783,0.360819,0.967679,0.420415,NS,Reversed (Aging Up / Training Down),TRUE
RTCA,0.2519,-0.2196,0.387339,0.432144,0.099937,NS,Reversed (Aging Up / Training Down),FALSE
BDH1,0.1505,-0.32,0.897149,0.445892,0.425461,NS,Reversed (Aging Up / Training Down),TRUE
DDT,-0.4024,0.0679,0.298159,0.975753,0.407169,NS,Reversed (Aging Down / Training Up),TRUE
FKBP4,0.3826,-0.0877,0.10295,0.924418,0.149074,NS,Reversed (Aging Up / Training Down),FALSE
ECH1,0.445,-0.0251,0.055493,0.995319,0.192062,NS,Reversed (Aging Up / Training Down),FALSE
RPL18,-0.0154,0.4544,0.999113,0.160484,0.433554,NS,Reversed (Aging Down / Training Up),TRUE
GNAS,-0.1585,-0.3094,0.775802,0.193136,0.883377,NS,Exacerbated Down,FALSE
HNRNPR,-0.365,0.1025,0.084448,0.872274,0.097646,NS,Reversed (Aging Down / Training Up),TRUE
PRPSAP2,-0.4269,-0.0403,0.173767,0.989923,0.480165,NS,Exacerbated Down,TRUE
ANXA4,0.3821,0.0845,0.134056,0.935457,0.57322,NS,Exacerbated Up,TRUE
TAGLN2,0.2338,0.2321,0.392397,0.316466,0.999986,NS,Exacerbated Up,FALSE
ADIPOQ,0.3358,-0.1297,0.217301,0.820522,0.161803,NS,Reversed (Aging Up / Training Down),TRUE
AGK,-0.1552,0.3102,0.879446,0.366074,0.381031,NS,Reversed (Aging Down / Training Up),TRUE
MAPRE1,-0.3241,0.1412,0.368895,0.817885,0.256415,NS,Reversed (Aging Down / Training Up),TRUE
CPPED1,-0.4089,0.0563,0.457744,0.98842,0.562342,NS,Reversed (Aging Down / Training Up),TRUE
MRPL13,-0.3092,0.1532,0.46377,0.797329,0.29535,NS,Reversed (Aging Down / Training Up),TRUE
PFKFB1,-0.1044,0.3577,0.957335,0.282658,0.427947,NS,Reversed (Aging Down / Training Up),TRUE
LDHB,0.3824,-0.0793,0.372193,0.968235,0.443118,NS,Reversed (Aging Up / Training Down),FALSE
FABP4,0.3286,-0.1327,0.197927,0.807098,0.149536,NS,Reversed (Aging Up / Training Down),FALSE
SF3B2,0.4219,0.039,0.10136,0.988271,0.390731,NS,Exacerbated Up,TRUE
SH3BGRL3,0.2258,0.2348,0.655392,0.505418,0.999713,NS,Exacerbated Up,TRUE
PCBD2,0.2923,-0.1681,0.189775,0.597497,0.073574,NS,Reversed (Aging Up / Training Down),FALSE
COL6A3,-0.2037,0.2566,0.881597,0.775125,0.640187,NS,Reversed (Aging Down / Training Up),FALSE
ECHDC2,0.2239,-0.2361,0.653542,0.534738,0.26891,NS,Reversed (Aging Up / Training Down),TRUE
TSPAN8,0.0131,-0.4467,0.999246,0.106252,0.376934,NS,Reversed (Aging Up / Training Down),TRUE
NLRX1,0.2946,-0.1645,0.395928,0.748263,0.232194,NS,Reversed (Aging Up / Training Down),TRUE
HDDC2,0.3498,-0.1092,0.22823,0.868789,0.182767,NS,Reversed (Aging Up / Training Down),TRUE
LCP1,-0.1344,0.3242,0.854892,0.158259,0.184895,NS,Reversed (Aging Down / Training Up),TRUE
MARCKS,0.3233,0.1348,0.362304,0.849248,0.854769,NS,Exacerbated Up,TRUE
AZGP1,0.3006,-0.1572,0.380977,0.782228,0.248257,NS,Reversed (Aging Up / Training Down),FALSE
MYL3,-0.4096,0.0476,0.586877,0.994036,0.684408,NS,Reversed (Aging Down / Training Up),FALSE
HADH,0.3439,-0.1132,0.072115,0.815196,0.068715,NS,Reversed (Aging Up / Training Down),FALSE
HIBCH,0.278,0.1781,0.596743,0.802586,0.971001,NS,Exacerbated Up,FALSE
RBBP7,-0.3517,0.1043,0.608743,0.932768,0.515498,NS,Reversed (Aging Down / Training Up),TRUE
DEFA3,0.4478,0.0079,0.330033,0.999772,0.570097,NS,Exacerbated Up,FALSE
STAC3,-0.2933,0.162,0.459304,0.774578,0.287182,NS,Reversed (Aging Down / Training Up),TRUE
RAP1A,0.4012,-0.0537,0.480091,0.98442,0.511829,NS,Reversed (Aging Up / Training Down),TRUE
IDH3B,0.1611,0.2937,0.782215,0.264179,0.916545,NS,Exacerbated Up,FALSE
SERPINA3,0.3895,-0.0645,0.229604,0.973181,0.334753,NS,Reversed (Aging Up / Training Down),TRUE
COL4A5,-0.2558,-0.1981,0.882905,0.919293,0.996699,NS,Exacerbated Down,TRUE
HBB,0.3306,0.1227,0.585275,0.934917,0.901058,NS,Exacerbated Up,FALSE
AP1B1,-0.2038,0.2495,0.705641,0.413196,0.24171,NS,Reversed (Aging Down / Training Up),TRUE
OPLAH,0.3604,-0.0925,0.120464,0.901016,0.135976,NS,Reversed (Aging Up / Training Down),TRUE
PRKCQ,-0.2872,-0.1657,0.514741,0.751092,0.942628,NS,Exacerbated Down,TRUE
NDUFA6,-0.3218,0.1307,0.420755,0.882919,0.357363,NS,Reversed (Aging Down / Training Up),FALSE
MRPL1,-0.3246,0.1274,0.408117,0.875152,0.336978,NS,Reversed (Aging Down / Training Up),TRUE
EIF2B1,-0.3751,0.0767,0.16175899999999999,0.934498,0.178016,NS,Reversed (Aging Down / Training Up),TRUE
DBT,0.4077,-0.0437,0.219903,0.988537,0.360086,NS,Reversed (Aging Up / Training Down),TRUE
PRKDC,0.3994,0.0517,0.05258,0.968696,0.3153,NS,Exacerbated Up,TRUE
FABP3,0.3124,-0.1373,0.348578,0.837521,0.266456,NS,Reversed (Aging Up / Training Down),FALSE
FKBP5,0.2744,-0.175,0.405627,0.67104,0.19477,NS,Reversed (Aging Up / Training Down),TRUE
UBQLN2,0.2946,-0.1548,0.359582,0.740514,0.199597,NS,Reversed (Aging Up / Training Down),TRUE
CKAP4,-0.1639,0.2847,0.919408,0.563236,0.573313,NS,Reversed (Aging Down / Training Up),TRUE
RPS3,-0.2924,0.1561,0.335256,0.748983,0.200779,NS,Reversed (Aging Down / Training Up),FALSE
SEPTIN9,0.322,-0.1259,0.453261,0.836197,0.296833,NS,Reversed (Aging Up / Training Down),TRUE
TOR1AIP1,-0.2375,-0.2102,0.755894,0.693209,0.998066,NS,Exacerbated Down,TRUE
RPS16,-0.196,0.2516,0.690844,0.42919,0.23586,NS,Reversed (Aging Down / Training Up),FALSE
EIF3G,-0.371,0.0765,0.100237,0.939877,0.159745,NS,Reversed (Aging Down / Training Up),FALSE
MSRB3,-0.4337,-0.0137,0.642109,0.999085,0.703888,NS,Exacerbated Down,TRUE
RPLP0,-0.2944,0.1526,0.453181,0.818452,0.321221,NS,Reversed (Aging Down / Training Up),FALSE
EMD,0.4012,0.0457,0.084921,0.980992,0.384333,NS,Exacerbated Up,TRUE
PGAM5,0.2683,-0.178,0.626588,0.760789,0.393267,NS,Reversed (Aging Up / Training Down),TRUE
EEF1A2,-0.3791,0.067,0.181543,0.965721,0.275275,NS,Reversed (Aging Down / Training Up),FALSE
GAPDHS,0.396,0.0484,0.63229900000000006,0.993018,0.809876,NS,Exacerbated Up,TRUE
PHKA1,-0.2161,0.227,0.541875,0.421868,0.155485,NS,Reversed (Aging Down / Training Up),FALSE
MT-ND3,-0.2984,-0.1445,0.534884,0.870712,0.927004,NS,Exacerbated Down,FALSE
PEBP4,1e-4,-0.4411,1,0.168634,0.514796,NS,Reversed (Aging Up / Training Down),TRUE
PITHD1,0.3407,-0.0997,0.44883,0.926332,0.390921,NS,Reversed (Aging Up / Training Down),TRUE
ATP2A2,0.2204,-0.2192,0.514187,0.441623,0.151469,NS,Reversed (Aging Up / Training Down),FALSE
RPL4,-0.2497,0.1895,0.712089,0.797537,0.491526,NS,Reversed (Aging Down / Training Up),TRUE
ACTR2,0.2601,0.1788,0.296011,0.553356,0.958832,NS,Exacerbated Up,FALSE
PDXP,0.3195,-0.1182,0.575909,0.891071,0.441423,NS,Reversed (Aging Up / Training Down),TRUE
TNNI1,-0.3764,0.061,0.627986,0.989583,0.695221,NS,Reversed (Aging Down / Training Up),FALSE
RPL14,-0.3314,0.1049,0.551374,0.948344,0.538563,NS,Reversed (Aging Down / Training Up),TRUE
IVD,0.402,-0.0342,0.109353,0.991084,0.257114,NS,Reversed (Aging Up / Training Down),FALSE
CES2,0.3562,0.0793,0.514651,0.970106,0.80373000000000006,NS,Exacerbated Up,TRUE
DCTPP1,0.3701,-0.0654,0.419937,0.973458,0.449894,NS,Reversed (Aging Up / Training Down),TRUE
ECI1,0.3498,-0.0853,0.059267,0.898307,0.088063,NS,Reversed (Aging Up / Training Down),FALSE
CUTA,0.1435,-0.2911,0.876793,0.42005,0.381507,NS,Reversed (Aging Up / Training Down),FALSE
S100A11,0.2415,0.1925,0.66695,0.743811,0.992796,NS,Exacerbated Up,TRUE
MYH9,-0.1047,0.3291,0.938552,0.317719,0.392536,NS,Reversed (Aging Down / Training Up),FALSE
PPP1R14B,0.1459,0.2869,0.86783,0.418028,0.928194,NS,Exacerbated Up,FALSE
LANCL2,-0.2582,-0.1744,0.445725,0.654915,0.965681,NS,Exacerbated Down,TRUE
CDS2,0.3554,-0.077,0.198073,0.944194,0.236756,NS,Reversed (Aging Up / Training Down),TRUE
MRPL12,0.3848,0.0474,0.52911,0.99056,0.746843,NS,Exacerbated Up,TRUE
PACSIN3,0.2396,0.1915,0.535785,0.640333,0.990374,NS,Exacerbated Up,FALSE
EGLN1,0.3962,0.0343,0.461634,0.993147,0.640765,NS,Exacerbated Up,TRUE
RPS18,-0.215,0.2146,0.581888,0.512023,0.215431,NS,Reversed (Aging Down / Training Up),FALSE
RPLP1,-0.4211,0.008,0.254901,0.999699,0.476925,NS,Reversed (Aging Down / Training Up),FALSE
CACNA1S,-0.2553,-0.1726,0.454641,0.688604,0.96827,NS,Exacerbated Down,FALSE
DCTN6,-0.3199,0.108,0.495767,0.913072,0.427221,NS,Reversed (Aging Down / Training Up),TRUE
HDGF,0.3487,-0.0787,0.096314,0.926516,0.143624,NS,Reversed (Aging Up / Training Down),FALSE
RPL3L,-0.2688,0.1582,0.740874,0.893228,0.610959,NS,Reversed (Aging Down / Training Up),TRUE
MRPS35,0.3415,-0.0854,0.490909,0.944013,0.435778,NS,Reversed (Aging Up / Training Down),TRUE
RPL13,-0.2747,0.152,0.629892,0.868307,0.495571,NS,Reversed (Aging Down / Training Up),FALSE
OSBPL1A,-0.3194,0.1069,0.174331,0.846129,0.141062,NS,Reversed (Aging Down / Training Up),TRUE
EIF2S3,-0.3644,-0.0608,0.175793,0.969572,0.568985,NS,Exacerbated Down,FALSE
RPL18A,-0.3428,0.0816,0.510601,0.966082,0.536861,NS,Reversed (Aging Down / Training Up),TRUE
UQCR10,-0.3894,-0.035,0.133724,0.990761,0.447806,NS,Exacerbated Down,FALSE
APOD,0.1349,-0.2894,0.928466,0.596798,0.57164,NS,Reversed (Aging Up / Training Down),FALSE
GCDH,0.3574,-0.0668,0.259187,0.964172,0.320062,NS,Reversed (Aging Up / Training Down),TRUE
MCM5,0.3712,0.0528,0.626804,0.991182,0.820476,NS,Exacerbated Up,TRUE
FXR1,-0.2689,0.1551,0.622929,0.847761,0.465531,NS,Reversed (Aging Down / Training Up),TRUE
C11orf54,0.1581,-0.2658,0.74979,0.274019,0.187093,NS,Reversed (Aging Up / Training Down),FALSE
IGLC3,0.1532,0.2703,0.898381,0.617024,0.965642,NS,Exacerbated Up,FALSE
CYB5R1,0.3051,-0.1175,0.186561,0.821761,0.149223,NS,Reversed (Aging Up / Training Down),FALSE
ACSS2,0.2561,-0.1664,0.365929,0.629821,0.15595,NS,Reversed (Aging Up / Training Down),TRUE
SAR1A,0.2375,-0.1849,0.435404,0.574398,0.170017,NS,Reversed (Aging Up / Training Down),FALSE
SRSF3,0.1947,0.2275,0.859718,0.722292,0.997605,NS,Exacerbated Up,TRUE
OSGEP,-0.3367,0.0854,0.295879,0.92522,0.270798,NS,Reversed (Aging Down / Training Up),TRUE
HBA1,0.3158,0.1057,0.62121,0.952961,0.899613,NS,Exacerbated Up,FALSE
RPL7A,-0.3825,0.0387,0.335463,0.992517,0.495068,NS,Reversed (Aging Down / Training Up),TRUE
MYO1C,0.283,-0.1382,0.460925,0.833269,0.338427,NS,Reversed (Aging Up / Training Down),TRUE
PMPCB,0.281,0.1398,0.358806,0.769097,0.891844,NS,Exacerbated Up,TRUE
NQO2,-0.1623,-0.2585,0.940459,0.81276,0.987537,NS,Exacerbated Down,TRUE
AGT,0.2697,-0.1506,0.500568,0.797288,0.325839,NS,Reversed (Aging Up / Training Down),TRUE
IGHM,0.2317,0.1872,0.815895,0.859777,0.996331,NS,Exacerbated Up,FALSE
LSM8,-0.3889,0.0298,0.316293,0.994745,0.446537,NS,Reversed (Aging Down / Training Up),TRUE
JAGN1,-0.2659,-0.1524,0.608141,0.845605,0.958091,NS,Exacerbated Down,TRUE
CISD1,0.3429,0.0752,0.10869,0.934058,0.548813,NS,Exacerbated Up,FALSE
DCUN1D1,-0.3022,0.1157,0.427154,0.89216,0.362431,NS,Reversed (Aging Down / Training Up),TRUE
UBQLN1,0.1159,-0.2998,0.955659,0.531185,0.587991,NS,Reversed (Aging Up / Training Down),TRUE
GLRX,-0.2428,-0.1724,0.697703,0.824947,0.986445,NS,Exacerbated Down,TRUE
ERP44,0.0545,-0.3605,0.991828,0.512812,0.667782,NS,Reversed (Aging Up / Training Down),TRUE
RAB35,-0.1645,0.2499,0.86096,0.514005,0.444105,NS,Reversed (Aging Down / Training Up),TRUE
FABP5,0.2554,-0.1588,0.542909,0.787232,0.356841,NS,Reversed (Aging Up / Training Down),FALSE
ALB,0.392,-0.0211,0.166505,0.997059,0.356354,NS,Reversed (Aging Up / Training Down),FALSE
LPP,0.3272,-0.0858,0.306217,0.937403,0.325995,NS,Reversed (Aging Up / Training Down),TRUE
H6PD,0.2146,-0.1975,0.590953,0.58077,0.254866,NS,Reversed (Aging Up / Training Down),TRUE
CHP1,-0.3615,-0.0505,0.161053,0.976794,0.506545,NS,Exacerbated Down,TRUE
PPIF,0.3834,0.0274,0.195823,0.995083,0.500148,NS,Exacerbated Up,FALSE
RAD23A,0.2232,-0.1873,0.332206,0.412695,0.076734,NS,Reversed (Aging Up / Training Down),FALSE
TXNDC5,0.1541,0.2564,0.763067,0.268689,0.940236,NS,Exacerbated Up,TRUE
ENO3,-0.2644,0.1459,0.270182,0.691844,0.138299,NS,Reversed (Aging Down / Training Up),FALSE
SCARB2,0.2296,-0.1806,0.603828,0.671752,0.311096,NS,Reversed (Aging Up / Training Down),TRUE
ETFRF1,-0.2091,-0.2011,0.779544,0.745565,0.999831,NS,Exacerbated Down,TRUE
TMEM43,-0.2089,0.2012,0.699763,0.669788,0.384929,NS,Reversed (Aging Down / Training Up),FALSE
NT5C,-0.3424,-0.0674,0.339359,0.969668,0.712443,NS,Exacerbated Down,TRUE
USP24,0.158,-0.2504,0.864604,0.460991,0.416292,NS,Reversed (Aging Up / Training Down),TRUE
RPS14,-0.2254,0.1821,0.439866,0.548482,0.161118,NS,Reversed (Aging Down / Training Up),FALSE
IDH3G,0.1689,0.238,0.791254,0.517535,0.981631,NS,Exacerbated Up,FALSE
PCCA,0.3815,-0.0253,0.123504,0.994799,0.281941,NS,Reversed (Aging Up / Training Down),TRUE
SH3BGR,0.381,-0.0253,0.144482,0.995245,0.319521,NS,Reversed (Aging Up / Training Down),FALSE
COX8A,0.2979,0.1075,0.633577,0.942214,0.909103,NS,Exacerbated Up,TRUE
MAP2K4,-0.3296,0.0754,0.139489,0.925759,0.165612,NS,Reversed (Aging Down / Training Up),TRUE
VCAN,-0.092,-0.3122,0.927326,0.171267,0.724126,NS,Exacerbated Down,TRUE
NDRG2,-0.3444,-0.0598,0.174627,0.967125,0.575738,NS,Exacerbated Down,FALSE
UBE2G1,0.3757,-0.0281,0.428404,0.995284,0.509677,NS,Reversed (Aging Up / Training Down),TRUE
H2BC4,-0.2935,0.1101,0.748728,0.961203,0.716233,NS,Reversed (Aging Down / Training Up),FALSE
FAM120A,-0.234,0.1685,0.616743,0.699935,0.341327,NS,Reversed (Aging Down / Training Up),TRUE
VDAC1,0.2683,-0.1334,0.292332,0.763308,0.182873,NS,Reversed (Aging Up / Training Down),FALSE
CORO1B,-0.0769,0.3248,0.986364,0.290259,0.648946,NS,Reversed (Aging Down / Training Up),TRUE
TATDN1,0.2916,-0.11,0.479642,0.907418,0.414604,NS,Reversed (Aging Up / Training Down),TRUE
DHRS7C,-0.2701,-0.1312,0.499661,0.859228,0.922589,NS,Exacerbated Down,FALSE
RBKS,-0.1185,-0.282,0.914541,0.431812,0.899521,NS,Exacerbated Down,TRUE
DENND5A,0.2242,-0.1757,0.714617,0.752713,0.452505,NS,Reversed (Aging Up / Training Down),TRUE
FN1,-0.2628,-0.1368,0.879786,0.943843,0.980776,NS,Exacerbated Down,TRUE
ADK,-0.0999,0.2996,0.936062,0.311601,0.39172,NS,Reversed (Aging Down / Training Up),TRUE
PLIN3,0.3461,0.0533,0.098763,0.96847,0.467635,NS,Exacerbated Up,FALSE
ATP6V1E1,-0.3773,-0.022,0.322689,0.99728000000000006,0.58657,NS,Exacerbated Down,TRUE
MAPT,-0.3287,0.0704,0.170459,0.947998,0.237196,NS,Reversed (Aging Down / Training Up),FALSE
ARMT1,-0.1371,-0.2616,0.883891,0.481865,0.943698,NS,Exacerbated Down,TRUE
ANXA1,0.16,0.2386,0.889992,0.702115,0.985153,NS,Exacerbated Up,FALSE
LAMC1,-0.3836,0.0149,0.53327,0.999262,0.681637,NS,Reversed (Aging Down / Training Up),TRUE
CKMT2,0.3218,0.0766,0.339715,0.955811,0.745456,NS,Exacerbated Up,FALSE
BLMH,-0.297,-0.1008,0.445249,0.922121,0.844491,NS,Exacerbated Down,TRUE
RNF123,-0.1384,-0.2592,0.79973,0.263241,0.913032,NS,Exacerbated Down,TRUE
TWF2,-0.1332,0.2642,0.89549,0.500714,0.458621,NS,Reversed (Aging Down / Training Up),TRUE
MB,0.2868,-0.1096,0.197796,0.830796,0.161168,NS,Reversed (Aging Up / Training Down),FALSE
APPL1,0.3601,0.0354,0.054936,0.985018,0.313701,NS,Exacerbated Up,TRUE
CALD1,-0.1707,0.2247,0.910668,0.745009,0.661084,NS,Reversed (Aging Down / Training Up),TRUE
HSDL2,0.3032,-0.092,0.23697,0.906606,0.245976,NS,Reversed (Aging Up / Training Down),FALSE
NOMO2,-0.3009,0.0941,0.361169,0.91332,0.336882,NS,Reversed (Aging Down / Training Up),TRUE
NIPSNAP3B,0.3007,-0.0941,0.447803,0.937746,0.445627,NS,Reversed (Aging Up / Training Down),TRUE
ERH,0.2883,0.1065,0.624279,0.934212,0.903841,NS,Exacerbated Up,TRUE
RPL8,-0.1606,0.2339,0.901044,0.734474,0.63155,NS,Reversed (Aging Down / Training Up),TRUE
FBP1,0.16,-0.2343,0.906129,0.754241,0.653327,NS,Reversed (Aging Up / Training Down),FALSE
ZRANB2,0.3672,0.0258,0.636825,0.998025,0.79266,NS,Exacerbated Up,TRUE
PAFAH1B2,-0.2042,0.1878,0.82825,0.806564,0.595659,NS,Reversed (Aging Down / Training Up),TRUE
ADSL,-0.2855,-0.1064,0.253735,0.860084,0.797159,NS,Exacerbated Down,FALSE
RPS6,-0.0905,0.3005,0.929568,0.190803,0.279765,NS,Reversed (Aging Down / Training Up),TRUE
HAGH,0.2078,-0.183,0.486468,0.519959,0.170559,NS,Reversed (Aging Up / Training Down),FALSE
GAMT,0.2887,-0.1017,0.291638,0.886489,0.267358,NS,Reversed (Aging Up / Training Down),FALSE
FDX1,0.165,-0.2251,0.912733,0.752965,0.661815,NS,Reversed (Aging Up / Training Down),TRUE
SELENOW,-0.1724,-0.2177,0.874216,0.748694,0.995275,NS,Exacerbated Down,TRUE
ALAD,0.303,0.0863,0.422373,0.946182,0.813201,NS,Exacerbated Up,FALSE
SLC37A4,-0.3028,-0.0859,0.456653,0.949567,0.823911,NS,Exacerbated Down,TRUE
AKAP1,0.2708,-0.1172,0.674096,0.922141,0.58709,NS,Reversed (Aging Up / Training Down),TRUE
PTCD3,0.1493,0.2386,0.843906,0.512695,0.968739,NS,Exacerbated Up,TRUE
ACOT9,0.3051,0.0824,0.243803,0.928782,0.715382,NS,Exacerbated Up,FALSE
