gene,logFC_Y,logFC_O,sig_int,sig_Y,sig_O,quadrant,concordant
MMP24OS,-0.272566392343283,-0.218027611049674,0,0,0,Q3,TRUE
ESYT2,0.134444249193571,0.102540595579853,0,0,0,Q1,TRUE
ILVBL,0.100337864978279,-0.125783947489904,0,0,0,Q2,FALSE
FSD2,0.0216385483400572,0.130964047157995,0,0,0,Q1,TRUE
TARS3,-0.00265512839380655,-0.0371183152361443,0,0,0,Q3,TRUE
VWA8,0.0345416894991217,-0.290348576474081,0,0,0,Q2,FALSE
CARNS1,0.794261589717603,0.453286878754561,0,1,0,Q1,TRUE
MAP1LC3B2,-0.444257467932271,0.0329575746668134,0,0,0,Q4,FALSE
PGP,0.0706911956426914,-0.00769294695505707,0,0,0,Q2,FALSE
DHRS7C,-0.174694054142783,-0.131660275139286,0,0,0,Q3,TRUE
SMTNL1,0.0346513415326797,-0.149094543388589,0,0,0,Q2,FALSE
NUDT19,-0.212938044241902,0.0787906772121651,0,0,0,Q4,FALSE
NACA,0.267577573814254,0.0767862426160768,0,0,0,Q1,TRUE
SLC35A4,-0.117037128932321,0.125755803316594,0,0,0,Q4,FALSE
PDLIM1,-0.13846745231411,-0.129854902449171,0,0,0,Q3,TRUE
MYO1C,0.219256027945821,-0.137534083356918,0,0,0,Q2,FALSE
FXYD1,0.116832089251528,0.0584303385781979,0,0,0,Q1,TRUE
STXBP3,-0.246973330293986,0.141561867078227,0,0,0,Q4,FALSE
NDUFS8,-0.379623936679131,-0.00477755456470774,0,0,0,Q3,TRUE
PSMD11,0.161539259102998,0.0638433995976122,0,0,0,Q1,TRUE
PSMD12,0.0918780144540179,-0.0482628984854188,0,0,0,Q2,FALSE
PSMD9,0.169284402152382,0.0687506530171831,0,0,0,Q1,TRUE
PGRMC1,0.0904250771743271,-0.107871536931853,0,0,0,Q2,FALSE
CLIC1,0.312911947268553,0.219955793188713,0,0,0,Q1,TRUE
EIF3F,0.107456641281967,-0.0128150165024188,0,0,0,Q2,FALSE
PDHX,-0.0447553905769738,-0.0976624150725272,0,0,0,Q3,TRUE
DCTN6,0.318658409021609,0.108653006846678,0,0,0,Q1,TRUE
IPO5,0.0808275243690382,-0.00792245836404959,0,0,0,Q2,FALSE
EEF2K,-0.2869976371348,-0.107708586622397,0,0,0,Q3,TRUE
EML1,-0.0808245130941003,-0.0734980163811798,0,0,0,Q3,TRUE
DNM1L,0.0227269187307044,-0.0487329467924766,0,0,0,Q2,FALSE
RTCA,-0.0630291625154626,-0.219949524933543,0,0,0,Q3,TRUE
NDUFA4,0.0110656799268227,0.00517224527952465,0,0,0,Q1,TRUE
PSMD14,0.093943606501341,0.0497141500929494,0,0,0,Q1,TRUE
BIN1,0.207159417295667,-0.0110850279468444,0,0,0,Q2,FALSE
KPNA3,0.105259605507559,3.66376409033364e-6,0,0,0,Q1,TRUE
DDX3X,0.0672042466005855,0.0616049888501067,0,0,0,Q1,TRUE
KPNA4,0.159607848846893,0.0851646616079051,0,0,0,Q1,TRUE
CES2,0.175425261678992,0.0784618989262142,0,0,0,Q1,TRUE
FBP2,0.0959885791957724,-0.0491217043701973,0,0,0,Q2,FALSE
PDXK,-0.0263206934084863,-0.0667755466883335,0,0,0,Q3,TRUE
SDHD,0.101358679554014,-0.0753276174131834,0,0,0,Q2,FALSE
COX7A2L,-0.205818233579809,0.0190100944446741,0,0,0,Q4,FALSE
GAPDHS,0.0344943380531184,0.0482270396439723,0,0,0,Q1,TRUE
HSPB6,0.610880066973,0.279712986938303,0,1,0,Q1,TRUE
NDUFAB1,-0.353724710466306,-0.0872196722326422,0,0,0,Q3,TRUE
IMPA2,-0.248723284345594,-0.161118582406171,0,0,0,Q3,TRUE
PDCD5,0.0904195627897586,0.0277598873245104,0,0,0,Q1,TRUE
PRMT5,0.171262458926453,-0.130574828860652,0,0,0,Q2,FALSE
PSMA7,0.117080806642104,0.0436122508338315,0,0,0,Q1,TRUE
OPLAH,-0.168679789418324,-0.092095785294827,0,0,0,Q3,TRUE
MGST3,-0.458868034439526,-0.151049339391825,0,-1,0,Q3,TRUE
RGS12,-0.333817092892556,-0.221269607865636,0,0,0,Q3,TRUE
HAT1,-0.226687525340626,0.799189976965636,0,0,0,Q4,FALSE
UQCRQ,-0.152963975836652,0.064655802890826,0,0,0,Q4,FALSE
MYL12B,-0.0318791069966551,0.332451852181123,0,0,0,Q4,FALSE
UQCR11,-0.413783968074299,0.0381679244367561,0,0,0,Q4,FALSE
CASQ2,0.154405404061301,-0.0327125805921078,0,0,0,Q2,FALSE
HGS,-0.090057962642710307,-0.0824733543250744,0,0,0,Q3,TRUE
HNRNPDL,-0.252307704916849,-0.052113365894531,0,0,0,Q3,TRUE
XPO1,0.0547083038580993,-0.0671590079023332,0,0,0,Q2,FALSE
ATP2A1,0.08567963595085,0.0379130599178055,0,0,0,Q1,TRUE
SYNJ2,-0.048104910310073,0.0703995796673311,0,0,0,Q4,FALSE
SYNM,0.0366022823761725,-0.16634532700737,0,0,0,Q2,FALSE
ARPC1B,0.36743479226967,0.467621492905298,0,0,0,Q1,TRUE
PGRMC2,0.125240836777827,-0.138069865263503,0,0,0,Q2,FALSE
PFDN6,-0.0430887234826862,-0.0491396005489122,0,0,0,Q3,TRUE
NDUFA1,-0.45631754317643197,0.261882829359234,0,0,0,Q4,FALSE
SURF4,0.216847118559514,-0.0852770125837559,0,0,0,Q2,FALSE
TCAP,-0.150041824537212,-0.0516968727589138,0,0,0,Q3,TRUE
PMM2,-0.0419521202156545,0.123125677137566,0,0,0,Q4,FALSE
EIF3D,-0.0269340625836669,0.0134213699896968,0,0,0,Q4,FALSE
EIF3H,0.0957564179232975,-0.122345919879869,0,0,0,Q2,FALSE
BCAT2,-0.0359315117742156,-0.0448668496722142,0,0,0,Q3,TRUE
STX7,0.198533916166689,0.0951113507776924,0,0,0,Q1,TRUE
SLC16A3,-0.523126803252119,0.136128044583359,0,0,0,Q4,FALSE
YKT6,0.132993155667076,-0.00761547675791263,0,0,0,Q2,FALSE
ARPC5,0.2417010688843,0.129503845098053,0,0,0,Q1,TRUE
TAPBP,-0.50658044808347,-0.126801869051446,0,0,0,Q3,TRUE
DHX15,0.196017651740799,-0.0968574424340929,0,0,0,Q2,FALSE
CYB5B,0.0518485534228361,-0.20510955114197,0,0,0,Q2,FALSE
NDUFS4,-0.361566439769341,-0.0459253918177289,0,0,0,Q3,TRUE
DYNC1LI2,0.255008296876099,-0.0481915067902072,0,0,0,Q2,FALSE
PSMD3,0.156348260603952,-0.0383010910894583,0,0,0,Q2,FALSE
RASA4,-0.254493571856756,-0.136084646010833,0,0,0,Q3,TRUE
HNRNPR,0.0460280383684761,0.102846544560027,0,0,0,Q1,TRUE
TXNL1,0.0998120552664012,0.0515172032829732,0,0,0,Q1,TRUE
TPD52L2,-0.106252686542096,-0.0447823625397206,0,0,0,Q3,TRUE
ERI3,-0.31377075746996,-0.273312728571813,0,0,0,Q3,TRUE
AKR7A2,-0.072425924095981,-0.00539110209425431,0,0,0,Q3,TRUE
LAT,-0.064147632236196,0.06497745054223,0,0,0,Q4,FALSE
DENR,-0.021989118358789,-0.00588547194834632,0,0,0,Q3,TRUE
DNPH1,-0.0244698750922261,0.0383932592135956,0,0,0,Q4,FALSE
TIMM44,0.0282673832635822,0.0303847951349212,0,0,0,Q1,TRUE
TRAPPC3,0.356351999841507,0.00343965361264509,0,0,0,Q1,TRUE
CHMP2A,0.0626497392016354,-0.00941777953454803,0,0,0,Q2,FALSE
NDUFB5,-0.375397503273216,0.0990539361043545,0,0,0,Q4,FALSE
NDUFB3,-0.386442164261258,0.00255580402583888,0,0,0,Q4,FALSE
NDUFA2,-0.301629197723422,-0.0757739802629516,0,0,0,Q3,TRUE
BUB3,0.128117426438875,-0.0911381786855792,0,0,0,Q2,FALSE
ACTN4,-0.789631429901117,0.366859783748204,1,0,0,Q4,FALSE
GSTZ1,-0.158178331348065,-0.265491202468045,0,0,0,Q3,TRUE
PRKAB2,0.11472479430205999,0.0807452016822161,0,0,0,Q1,TRUE
AP1G1,-0.0115028346361079,0.169361590313144,0,0,0,Q4,FALSE
SYNGR2,-0.271991266714821,-0.47950664136043,0,0,-1,Q3,TRUE
SGTA,-0.10613372054241,-0.0667306620217616,0,0,0,Q3,TRUE
ENSA,-0.107425028272186,0.00464575369733566,0,0,0,Q4,FALSE
SLC25A20,-0.123490218838828,0.0642501172073047,0,0,0,Q4,FALSE
NARS1,0.0379306833343271,0.0159188160530626,0,0,0,Q1,TRUE
LANCL1,-0.215900996242802,-0.0755776618137283,0,0,0,Q3,TRUE
SLC37A4,0.0822228398214939,-0.0854630442306537,0,0,0,Q2,FALSE
IDH3B,0.265088116289117,0.293634166323276,0,0,0,Q1,TRUE
CALU,0.392755368550244,0.30689324218579,0,1,0,Q1,TRUE
AHCYL1,0.297317851207648,0.151318499240446,0,0,0,Q1,TRUE
NDUFS5,-0.425208596250407,0.0301214141839061,0,0,0,Q4,FALSE
TIMM8A,-0.40243255765958,0.0849221658780159,0,0,0,Q4,FALSE
PPP1R12B,0.583870558469405,-0.0252477512371883,0,0,0,Q2,FALSE
PRPSAP2,-0.235290550657592,-0.0402287862369732,0,0,0,Q3,TRUE
SPAG9,-0.138276640390785,0.15765848058281,0,0,0,Q4,FALSE
OPA1,0.109084161262277,0.0988443739912981,0,0,0,Q1,TRUE
TBC1D4,-0.14462987210414,0.0571736715823441,0,0,0,Q4,FALSE
SNX3,-0.080635393091228,-0.0941604697360461,0,0,0,Q3,TRUE
SYNCRIP,0.0895668245850771,-0.0630571174385004,0,0,0,Q2,FALSE
SELENOF,-0.243304564207259,0.131060968063531,0,0,0,Q4,FALSE
KLHL41,0.497736227548852,0.166551056670826,0,0,0,Q1,TRUE
PLIN3,0.264452201112551,0.0536017477603714,0,0,0,Q1,TRUE
KPNA6,0.0223434437436865,0.148467266979114,0,0,0,Q1,TRUE
SNX2,-0.0538063628613727,-0.0583783315945219,0,0,0,Q3,TRUE
USO1,-0.0736757829228587,-0.115439733801061,0,0,0,Q3,TRUE
TOM1,-0.0753213339190708,-0.117040101785019,0,0,0,Q3,TRUE
PFKFB2,0.0546989207774295,0.114081357462656,0,0,0,Q1,TRUE
EDF1,-0.0415875374697912,-0.0629783760214977,0,0,0,Q3,TRUE
DNAJA2,0.223154556540326,0.124917969142526,0,0,0,Q1,TRUE
CUTA,-0.147955235166222,-0.29119608949717,0,0,0,Q3,TRUE
PFDN1,-0.203809042950141,-0.0455351133273432,0,0,0,Q3,TRUE
NOL3,-0.117000879830503,-0.119836101926669,0,0,0,Q3,TRUE
WDR1,0.0380761888779375,0.0844369368971023,0,0,0,Q1,TRUE
LDB3,-0.108604999802967,0.0283473989534535,0,0,0,Q4,FALSE
CLASP2,-0.181183664092039,-0.138522572453468,0,0,0,Q3,TRUE
COBL,-0.00893225155118316,0.133384808717878,0,0,0,Q4,FALSE
CPNE3,0.00848378068587152,-0.0930897855702142,0,0,0,Q2,FALSE
CLUH,0.42903324624556,0.0195627218318286,0,0,0,Q1,TRUE
CAND2,0.22390673377777,-0.0491485443077941,0,0,0,Q2,FALSE
COQ9,-0.217599223863417,-0.13853917005568,0,0,0,Q3,TRUE
GGCT,-0.28062015018396,-0.180639537189393,0,0,0,Q3,TRUE
NDUFS7,-0.564028580744292,0.0464629074736536,0,-1,0,Q4,FALSE
RTN2,0.0885155505360373,-0.126835077447158,0,0,0,Q2,FALSE
NDUFS2,-0.375035308560271,0.119436036680053,0,0,0,Q4,FALSE
NIPSNAP2,-0.170616868775802,-0.0178971313495886,0,0,0,Q3,TRUE
CILP,-0.796709190950377,0.243344216206243,1,0,0,Q4,FALSE
TBCA,0.0480917218406631,-0.03340231954774,0,0,0,Q2,FALSE
ATP6V1G1,0.0461313289072471,-0.22270286778895,0,0,0,Q2,FALSE
VPS4B,-0.0535960830378848,0.109821832367004,0,0,0,Q4,FALSE
SH3BGRL,0.163496481706623,0.455394302006773,0,0,0,Q1,TRUE
FLNB,0.432971948851449,0.258899340451261,0,0,0,Q1,TRUE
NDUFS6,-0.411602403505245,0.0375081260491363,0,0,0,Q4,FALSE
CS,-0.039242277814278,-0.0146180839991708,0,0,0,Q3,TRUE
SEC22B,0.177782619747202,-0.0466019321609714,0,0,0,Q2,FALSE
MTX2,-0.258166464634172,-0.00677258115804236,0,0,0,Q3,TRUE
VPS26A,-0.00953378018443729,-0.0702001878903644,0,0,0,Q3,TRUE
NDUFB1,-0.286630577412449,-0.0402209600890195,0,0,0,Q3,TRUE
PMPCB,-0.0764399344155606,0.139758088241411,0,0,0,Q4,FALSE
NDUFS3,-0.382114284436394,-0.0452238953535442,0,0,0,Q3,TRUE
ECI2,-0.0227230978310047,-0.0144969987226133,0,0,0,Q3,TRUE
BANF1,-0.235263458289928,0.203811096804493,0,0,0,Q4,FALSE
CSDE1,0.00810515240596743,-0.00607959576352357,0,0,0,Q2,FALSE
PRKRA,0.131522044866514,0.00471040960069047,0,0,0,Q1,TRUE
LYPLA1,-0.0770647372160091,0.0220150476873577,0,0,0,Q4,FALSE
TIPRL,0.162616503759402,0.0579956269954067,0,0,0,Q1,TRUE
PPM1B,-0.183460251825302,0.00394608096700466,0,0,0,Q4,FALSE
SLC25A12,-0.0823968516113318,0.060805104900318,0,0,0,Q4,FALSE
TCEA3,-0.377448052205043,0.0961444800308939,0,0,0,Q4,FALSE
EIF3G,-0.126076864079803,0.0765994909945675,0,0,0,Q4,FALSE
EIF3J,0.139563128148843,0.0225480065010082,0,0,0,Q1,TRUE
PSMD10,-0.169535599797239,-0.0453464290817358,0,0,0,Q3,TRUE
IDH1,-0.148111031089158,-0.0980865099846504,0,0,0,Q3,TRUE
SCO1,-0.169206356455099,0.270720962798425,0,0,0,Q4,FALSE
ALDH1L1,0.12494244798582,-0.179233826801287,0,0,0,Q2,FALSE
ARL6IP5,0.0509333488838699,-0.0593150196946262,0,0,0,Q2,FALSE
DYSF,0.255823838984274,0.0708809837813078,0,0,0,Q1,TRUE
PIAS2,0.0306589474299059,0.119008673949587,0,0,0,Q1,TRUE
DCTN3,-0.194392242645183,0.287409737647636,0,0,0,Q4,FALSE
ATP5PD,0.0966521102685185,-0.0352519514929455,0,0,0,Q2,FALSE
FLOT1,0.0922861279531482,0.0232462937441902,0,0,0,Q1,TRUE
ATP5MG,0.0719216965742291,-0.0677264947777019,0,0,0,Q2,FALSE
GLRX3,0.557352485492181,0.216505388964851,0,1,0,Q1,TRUE
SNCG,0.276157838237925,0.381165651090409,0,0,0,Q1,TRUE
DDAH1,-0.0816937719084976,0.0660382889512583,0,0,0,Q4,FALSE
BAIAP3,-0.0516928431551946,-0.0328225012743353,0,0,0,Q3,TRUE
TOMM70,0.324524128115133,-0.0344277911855251,0,0,0,Q2,FALSE
UFL1,-0.105855375790853,-0.114838173680596,0,0,0,Q3,TRUE
TMEM63A,0.308095170230736,0.0892589649366577,0,0,0,Q1,TRUE
PLPBP,-0.0969379266273904,-0.124136149660369,0,0,0,Q3,TRUE
ERLIN2,-0.224946276562932,-0.0866184728585715,0,0,0,Q3,TRUE
ENDOD1,0.0555217922793538,0.043454944260592,0,0,0,Q1,TRUE
SEC31A,0.148965030088501,0.120911388660737,0,0,0,Q1,TRUE
NDUFB6,-0.551447190231354,0.016871725986519,0,-1,0,Q4,FALSE
MFN2,0.0804075116039087,-0.145750471953399,0,0,0,Q2,FALSE
NDUFA3,-0.651145860417703,-0.0926478377830122,0,-1,0,Q3,TRUE
NDUFB4,-0.412662667204501,-0.00596908230657789,0,0,0,Q3,TRUE
NDUFB8,-0.310121672405959,0.0454094263445626,0,0,0,Q4,FALSE
NDUFA7,-0.363513124484403,0.0810693162256406,0,0,0,Q4,FALSE
RTN3,0.122036554401564,0.0620241625805029,0,0,0,Q1,TRUE
LETM1,0.0653974562197348,0.0638040167566061,0,0,0,Q1,TRUE
STBD1,0.159694227891872,-0.0317188017424002,0,0,0,Q2,FALSE
ZRANB2,-0.0534574667186014,0.0261996424970512,0,0,0,Q4,FALSE
EPM2A,-0.42960669119316103,-0.0231390227313533,0,0,0,Q3,TRUE
VAPB,-0.126996528754201,-0.0970008641108038,0,0,0,Q3,TRUE
NDUFC2,-0.455092371056523,0.104527632689027,0,0,0,Q4,FALSE
NDUFA10,-0.309791967649222,0.10633553169917,0,0,0,Q4,FALSE
PGLS,-0.00940191957171166,-0.0607372481893016,0,0,0,Q3,TRUE
TACC2,0.147978300660437,-0.200734304827982,0,0,0,Q2,FALSE
LYPLA2,-0.113944632280784,-0.0234478984146449,0,0,0,Q3,TRUE
IPO7,0.168103103112379,-0.0765302624423505,0,0,0,Q2,FALSE
ARIH2,-0.44558588605609,0.0799265074014954,0,0,0,Q4,FALSE
PGM3,0.0294328670060224,-0.127425676870907,0,0,0,Q2,FALSE
SVIL,0.095632177956233,-0.230421735249493,0,0,0,Q2,FALSE
AHSA1,0.163654168292119,0.0100475124144097,0,0,0,Q1,TRUE
H6PD,-0.114835766626648,-0.197013652573006,0,0,0,Q3,TRUE
MPC2,0.0576758508687156,-0.0647418261607591,0,0,0,Q2,FALSE
ETHE1,-0.284050569001181,-0.0728877274900483,0,0,0,Q3,TRUE
ACSL3,0.233169305213867,-0.0265635393927717,0,0,0,Q2,FALSE
ASMTL,-0.0255839156372772,-0.0910001087900021,0,0,0,Q3,TRUE
CDS2,0.189987788304872,-0.0764687570772544,0,0,0,Q2,FALSE
SNAP29,0.47657651143528,-0.114186581483423,0,0,0,Q2,FALSE
OXSR1,-0.0652471811185968,-0.0859057456058707,0,0,0,Q3,TRUE
LSM8,-0.499280812323377,0.0303213477184912,0,0,0,Q4,FALSE
AP2A1,0.270873069257863,0.205130078796522,0,0,0,Q1,TRUE
CAVIN2,-0.163193410461822,-0.202321248288541,0,0,0,Q3,TRUE
BAG2,0.19060542830622,-0.0318691203426322,0,0,0,Q2,FALSE
BAG3,0.2244604229098,0.161450039243931,0,0,0,Q1,TRUE
MLYCD,-0.196971253220035,-0.027758701808434,0,0,0,Q3,TRUE
AIFM1,-0.0241205698499982,-0.0440679312473087,0,0,0,Q3,TRUE
EML2,0.129122190410619,0.0519143605883698,0,0,0,Q1,TRUE
BPNT1,0.0935452749837609,-0.013874625802206,0,0,0,Q2,FALSE
DDAH2,0.34426342008123,0.00524344189226511,0,0,0,Q1,TRUE
ABHD16A,0.119101919984347,-0.464915264025649,0,0,0,Q2,FALSE
TXNDC12,0.397060728047698,-0.589857205576592,0,0,0,Q2,FALSE
NUDT3,-0.147645288747661,-0.111718206979901,0,0,0,Q3,TRUE
NDUFB10,-0.426659930851937,-0.0196912916024701,0,0,0,Q3,TRUE
CLPTM1,0.440859904964878,-0.210293936540076,0,0,0,Q2,FALSE
MOCS2,-0.240456655302236,-0.0251354534631432,0,0,0,Q3,TRUE
TOMM40,-0.303463396813171,0.0271183269532642,0,0,0,Q4,FALSE
PEX11B,-0.343564840369158,-0.252605872570561,0,0,0,Q3,TRUE
CYB5A,0.21739398599556,-0.136466366959606,0,0,0,Q2,FALSE
ADH1B,-0.855724646332305,-0.693862945007663,0,-1,-1,Q3,TRUE
LDHA,0.108092941092053,0.111434689383035,0,0,0,Q1,TRUE
ALDH1A1,-0.300884600336396,-0.248801751029376,0,0,0,Q3,TRUE
GLUD1,0.317078243226138,0.160524199453395,0,0,0,Q1,TRUE
CYB5R3,0.209018154079285,-0.0366201157399892,0,0,0,Q2,FALSE
GSR,0.150046078326572,0.0491598346435289,0,0,0,Q1,TRUE
MT-CO1,-0.435543398008281,0.284796510806366,1,0,0,Q4,FALSE
MT-CO2,-0.349055654539313,-0.0130102653349269,0,0,0,Q3,TRUE
MT-CO3,-0.528237570743197,-0.073274600152061,0,-1,0,Q3,TRUE
SOD1,-0.0718991967170339,-0.162051858885306,0,0,0,Q3,TRUE
CP,0.123149147845165,-0.029154303198311,0,0,0,Q2,FALSE
F13A1,0.683548143008405,0.125410763366681,0,0,0,Q1,TRUE
HPRT1,0.548187624609735,0.557168818158644,0,1,1,Q1,TRUE
GOT2,-0.071495279419775,0.0450240359674474,0,0,0,Q4,FALSE
PGK1,0.0544813859818518,0.0558556278686027,0,0,0,Q1,TRUE
AK1,0.130590574049354,-0.0356757286273819,0,0,0,Q2,FALSE
HP,0.302265593640609,-0.0603502163983762,0,0,0,Q2,FALSE
CFB,0.183029991501048,0.0354645150783206,0,0,0,Q1,TRUE
MT-ATP6,0.0303501171839358,-0.177177617811793,0,0,0,Q2,FALSE
CA2,0.0156859704137133,-0.0900418386691193,0,0,0,Q2,FALSE
ASS1,-0.246290358266315,-0.646283542739724,0,0,-1,Q3,TRUE
SERPINA1,0.0939053914918873,-0.0910250659511078,0,0,0,Q2,FALSE
SERPINA3,0.112686424843627,-0.0648741601956999,0,0,0,Q2,FALSE
AGT,0.0490266703906919,-0.150340026024953,0,0,0,Q2,FALSE
A2M,0.408335778484492,0.0677026297445629,0,0,0,Q1,TRUE
C3,0.2282065559966,-0.0291093115631753,0,0,0,Q2,FALSE
CST3,0.196708768662464,0.153277328900888,0,0,0,Q1,TRUE
CSTA,0.302197250291663,0.563149076360421,0,0,0,Q1,TRUE
JCHAIN,-0.142145722570724,-0.277193388657949,0,0,0,Q3,TRUE
IGKV3-20,0.0703043102959633,0.118900386043826,0,0,0,Q1,TRUE
IGHV3-7,0.284823296832108,0.36371087784196,0,0,0,Q1,TRUE
IGKC,0.393049733573577,0.367459339385142,0,0,0,Q1,TRUE
IGHG1,0.395315684872902,0.252939512512373,0,0,0,Q1,TRUE
IGHG2,0.444027676659406,0.17774074467377,0,0,0,Q1,TRUE
IGHG3,0.401281108335599,0.0521013444656795,0,0,0,Q1,TRUE
IGHM,0.350868904857762,0.186885977816548,0,0,0,Q1,TRUE
IGHA1,0.36683321441188,0.0828544352831493,0,0,0,Q1,TRUE
HLA-B,-0.612939288696593,0.103375425514376,0,0,0,Q4,FALSE
HLA-DRB1,-0.336167440635514,-0.185031100871885,0,0,0,Q3,TRUE
MB,-0.104787963637477,-0.111907625781761,0,0,0,Q3,TRUE
COL1A1,-1.19700493035064,0.0277522387629467,1,-1,0,Q4,FALSE
COL3A1,-1.16584385169291,0.3476617654077,1,-1,0,Q4,FALSE
COL4A1,-1.43599134701739,-0.079490400622209,1,-1,0,Q3,TRUE
CRYAB,0.352199000251421,0.361388616164568,0,0,0,Q1,TRUE
KRT14,-0.102525740690805,0.0171962894401858,0,0,0,Q4,FALSE
LMNA,-0.452587627970829,0.0851826282696528,0,0,0,Q4,FALSE
TNNC2,-0.302832506602815,0.258188569732127,0,0,0,Q4,FALSE
APOE,-0.0618715452289322,-0.108007628121761,0,0,0,Q3,TRUE
APOC2,0.0141614176785225,-0.134072769717061,0,0,0,Q2,FALSE
LRG1,0.184066539453781,-0.415372431567146,0,0,0,Q2,FALSE
FN1,-0.223712094685531,-0.136744638504574,0,0,0,Q3,TRUE
RBP4,-0.166513687280197,-0.267196962094705,0,0,0,Q3,TRUE
ORM1,0.238115579446958,-0.00142293011651873,0,0,0,Q2,FALSE
TTR,-0.213328570654014,0.0147392014839696,0,0,0,Q4,FALSE
ALB,0.208811430010456,-0.0223481173015223,0,0,0,Q2,FALSE
TFRC,0.0890529028668574,-0.533904744745637,0,0,0,Q2,FALSE
TF,0.178593477757058,0.0233822008309303,0,0,0,Q1,TRUE
FTL,-0.450695251568856,0.410452585187688,0,0,0,Q4,FALSE
FTH1,-0.642132098595287,0.120948351106104,0,0,0,Q4,FALSE
MT2A,-0.20194077267292,-0.534807706711916,0,0,0,Q3,TRUE
MT-ND1,-0.436445454884051,0.0180230743719392,0,0,0,Q4,FALSE
MT-ND2,-0.444312423762241,0.143118778633745,0,0,0,Q4,FALSE
MT-ND3,-0.469385178758664,-0.144824604970573,0,0,0,Q3,TRUE
MT-ND4,-0.517377943865874,-0.217864516383397,0,-1,0,Q3,TRUE
MT-ND5,-0.234511243869267,0.236067277216254,0,0,0,Q4,FALSE
MT-ATP8,0.213497012228796,0.0820754658926397,0,0,0,Q1,TRUE
CAT,-0.0417333910200739,-0.0585236784506407,0,0,0,Q3,TRUE
ALDOA,0.00988206842379569,-0.0139316276382466,0,0,0,Q2,FALSE
CSTB,-0.0676506191249864,0.0351784619756685,0,0,0,Q4,FALSE
ANXA1,0.591589266567823,0.238353792653626,0,1,0,Q1,TRUE
SOD2,-0.0424182440013965,-0.0623829307927366,0,0,0,Q3,TRUE
KRT1,-0.270540665663134,0.0318195618176702,0,0,0,Q4,FALSE
VWF,-0.0313396928653482,0.166013330574614,0,0,0,Q4,FALSE
GAPDH,0.174809763490764,0.186472443637154,0,0,0,Q1,TRUE
HLA-A,0.0865130158265721,0.126770221631102,0,0,0,Q1,TRUE
CAPNS1,0.132827344849591,0.106603165535613,0,0,0,Q1,TRUE
HSPB1,0.530237173204867,0.389604803888894,0,1,0,Q1,TRUE
RPN1,-0.00180654866722918,0.0056545404612045,0,0,0,Q4,FALSE
RPN2,0.142239528915891,0.00252147429364058,0,0,0,Q1,TRUE
GNAI2,0.00632867337198562,-0.0362081310865427,0,0,0,Q2,FALSE
ATP1A1,0.193923319108599,0.110490778728106,0,0,0,Q1,TRUE
ATP1B1,0.133026618941205,0.0787604396973514,0,0,0,Q1,TRUE
APOD,-0.266532605931566,-0.289924680596076,0,0,0,Q3,TRUE
ALDH2,0.116513369578037,-0.105935204475283,0,0,0,Q2,FALSE
S100A8,0.242639807526562,0.291311876448503,0,0,0,Q1,TRUE
SLC25A5,-9.5691804555997e-4,0.0264917620613225,0,0,0,Q4,FALSE
SERPING1,-0.155544674722737,0.0337186063894173,0,0,0,Q4,FALSE
PCCA,0.153902650377255,-0.0249179143631757,0,0,0,Q2,FALSE
PCCB,0.244258909175393,0.0240763165459406,0,0,0,Q1,TRUE
EIF2S1,0.104751320476066,0.0552554277123853,0,0,0,Q1,TRUE
RPLP1,-0.0185048236427079,0.00741548035007611,0,0,0,Q4,FALSE
RPLP2,0.0691504404936794,0.23276089879861,0,0,0,Q1,TRUE
RPLP0,0.0652782711333018,0.152113457249012,0,0,0,Q1,TRUE
FABP3,0.0467741557886256,-0.138141877479462,0,0,0,Q2,FALSE
CLEC3B,0.385474294585357,-0.0723166263302097,0,0,0,Q2,FALSE
SSB,-0.125071530765318,0.0126370032377068,0,0,0,Q4,FALSE
ITGB1,-0.0366845579846284,-0.115137311874463,0,0,0,Q3,TRUE
KRT18,-0.30686465481152,0.274985458511853,0,0,0,Q4,FALSE
KRT8,-0.307777864684201,-0.00361581556792245,0,0,0,Q3,TRUE
MYL1,-0.37881511864164,0.406239779423018,0,0,0,Q4,FALSE
GSN,0.525632423104604,0.473493404400251,0,1,0,Q1,TRUE
PTMA,-0.0840054393822225,0.041834856052466,0,0,0,Q4,FALSE
ATP5F1B,0.0790780045021009,0.0878672734214057,0,0,0,Q1,TRUE
S100A9,0.153143819814503,0.343179755421524,0,0,0,Q1,TRUE
S100A6,1.25839204025404,0.531965706785055,0,1,0,Q1,TRUE
EIF4E,-0.0666516155030088,-0.0676842055845555,0,0,0,Q3,TRUE
CKM,-0.0170753547201627,-0.0604518979395294,0,0,0,Q3,TRUE
ENO1,0.081272592371576,0.14353638720452,0,0,0,Q1,TRUE
PYGL,0.230260144495698,-0.056142586363503,0,0,0,Q2,FALSE
GPI,0.074588683182288,0.083712851372141,0,0,0,Q1,TRUE
NPM1,-0.0219601733906849,-0.00783521200336068,0,0,0,Q3,TRUE
TPM3,-0.769440965324904,0.178715198449826,1,-1,0,Q4,FALSE
EPHX1,0.249822306565989,-0.0190810989872254,0,0,0,Q2,FALSE
DBI,-0.224691909200615,-0.235857514966135,0,0,0,Q3,TRUE
LDHB,0.108785718949115,-0.0791496457339811,0,0,0,Q2,FALSE
