gene,logFC_Aging,logFC_Training_Old,pi_score_Aging,pi_score_Training_Old,pi_score_Reversal,significance,quadrant,imputed
SYNPO2L,-1.8304,0.0887,0,0.972496,0,Reversal,Reversed (Aging Down / Training Up),TRUE
THRB,-1.6328,0.2689,1e-6,0.808867,3.5e-5,Reversal,Reversed (Aging Down / Training Up),TRUE
LRBA,-1.6593,-0.2027,1.22e-4,0.924395,0.040844,Reversal,Exacerbated Down,TRUE
MYOZ1,-1.7495,0.0791,2.3e-5,0.988822,0.0025959999999999998,Reversal,Reversed (Aging Down / Training Up),FALSE
TTN,-1.6986,0.0185,0,0.99896,5e-6,Reversal,Reversed (Aging Down / Training Up),FALSE
DES,-1.5002,0.2096,0,0.838427,5e-6,Reversal,Reversed (Aging Down / Training Up),FALSE
GSTM1,-1.0306,0.5993,0.115998,0.464662,0.032295,Reversal,Reversed (Aging Down / Training Up),TRUE
TPM1,-1.2591,0.3012,9.1e-5,0.709757,3.55e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
PLIN2,1.1196,-0.4254,8.5e-5,0.286028,8e-6,Reversal,Reversed (Aging Up / Training Down),TRUE
NEB,-1.4746,-0.0425,0,0.994097,3.08e-4,Reversal,Exacerbated Down,FALSE
TMX3,-1.3572,0.155,0.011606,0.908883,0.009979,Reversal,Reversed (Aging Down / Training Up),TRUE
MYH2,-1.0187,0.4817,0.004026,0.345553,6.63e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
LRG1,1.0802,-0.4154,5.6e-5,0.214092,2e-6,Reversal,Reversed (Aging Up / Training Down),TRUE
MICOS10,-1.3239,0.1616,0,0.868863,5e-6,Reversal,Reversed (Aging Down / Training Up),TRUE
FNDC3A,-1.4686,-0.0159,4.6e-4,0.999607,0.034956,Reversal,Exacerbated Down,TRUE
RPS7,-1.2008,0.2795,0,0.532816,0,Reversal,Reversed (Aging Down / Training Up),TRUE
COPS7B,1.0134,-0.4555,0.012069,0.218858,5.72e-4,Reversal,Reversed (Aging Up / Training Down),TRUE
TNNI2,-1.1719,0.2674,1.51e-4,0.748157,6.47e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
TNNT3,-1.1102,0.2918,9.83e-4,0.721998,0.002,Reversal,Reversed (Aging Down / Training Up),FALSE
KLHL40,-1.029,0.3362,3.59e-4,0.545279,3.17e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
MYOM3,-1.3052,-0.0327,2e-6,0.996498,0.002257,Reversal,Exacerbated Down,FALSE
TPM2,-1.048,0.2598,0.002715,0.781155,0.005775,Reversal,Reversed (Aging Down / Training Up),FALSE
COL3A1,-0.9545,0.3477,0.042803,0.707856,0.030012,Reversal,Reversed (Aging Down / Training Up),TRUE
ALDH6A1,0.7769,-0.5217,7.98e-4,0.035648,2e-6,Reversal,Reversed (Aging Up / Training Down),TRUE
DDI2,-1.1496,0.1422,1.19e-4,0.928086,0.002443,Reversal,Reversed (Aging Down / Training Up),FALSE
PREX1,-0.8451,0.4448,0.002292,0.153024,4.8e-5,Reversal,Reversed (Aging Down / Training Up),TRUE
MYL1,-0.877,0.4062,0.011786,0.441235,0.003032,Reversal,Reversed (Aging Down / Training Up),FALSE
CARM1,-0.8571,0.4087,0.001478,0.334342,3.67e-4,Reversal,Reversed (Aging Down / Training Up),TRUE
MT2A,0.7041,-0.5348,0.012118,0.063288,1e-4,Reversal,Reversed (Aging Up / Training Down),FALSE
NRAP,-0.9053,0.3331,0.002091,0.529729,0.001138,Reversal,Reversed (Aging Down / Training Up),FALSE
TMOD4,-0.99,0.2434,0.00641,0.812899,0.013035,Reversal,Reversed (Aging Down / Training Up),TRUE
ADH1B,0.5344,-0.6939,0.245614,0.034066,0.003395,Reversal,Reversed (Aging Up / Training Down),TRUE
IDI1,0.8735,-0.3417,6e-6,0.22587,1e-6,Reversal,Reversed (Aging Up / Training Down),TRUE
MRPL9,-0.897,0.3138,0.008767,0.652451,0.005969,Reversal,Reversed (Aging Down / Training Up),TRUE
CAPRIN1,-0.9019,0.2795,0.006074,0.641737,0.003064,Reversal,Reversed (Aging Down / Training Up),TRUE
MYH13,-0.9145,0.2649,0.04857,0.791728,0.038072,Reversal,Reversed (Aging Down / Training Up),TRUE
XIRP1,-0.7327,0.4336,0.038977,0.334318,0.00527,Reversal,Reversed (Aging Down / Training Up),FALSE
RPL32,-0.6434,0.5106,0.120955,0.219203,0.009564,Reversal,Reversed (Aging Down / Training Up),TRUE
PDLIM1,1.0193,-0.1299,3e-6,0.902092,1.7e-4,Reversal,Reversed (Aging Up / Training Down),FALSE
PLEC,-0.9558,-0.1588,0,0.810029,0.009879,Reversal,Exacerbated Down,FALSE
TES,-0.7267,0.3646,0.136731,0.485294,0.038591,Reversal,Reversed (Aging Down / Training Up),TRUE
ASS1,0.4345,-0.6463,0.532279,0.037085,0.022183,Reversal,Reversed (Aging Up / Training Down),TRUE
OBSCN,-1.0356,0.0452,0,0.987801,9.2e-5,Reversal,Reversed (Aging Down / Training Up),FALSE
FLNB,-0.8205,0.2589,5.32e-4,0.593353,5.54e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
ARHGAP1,-0.6004,0.4728,0.006074,0.030761,1.3e-5,Reversal,Reversed (Aging Down / Training Up),TRUE
CAMK2D,-0.5222,0.5428,0.049367,0.015189,1.06e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
UTP15,-0.9473,0.1131,0.003652,0.958372,0.024149,Reversal,Reversed (Aging Down / Training Up),TRUE
CTSZ,1.0453,-0.0079,0,0.999618,8.4e-5,Reversal,Reversed (Aging Up / Training Down),TRUE
ABHD16A,0.5817,-0.4649,0.189851,0.144411,0.009126,Reversal,Reversed (Aging Up / Training Down),TRUE
BZW1,-1.0035,0.0382,6.6e-5,0.993828,0.006161,Reversal,Reversed (Aging Down / Training Up),TRUE
PRUNE1,0.6825,-0.3554,0.12577,0.129041,0.006686,Reversal,Reversed (Aging Up / Training Down),TRUE
RPL24,-0.6611,0.3757,0.001571,0.152057,4.5e-5,Reversal,Reversed (Aging Down / Training Up),TRUE
MT-CO1,-0.7513,0.2848,0.013916,0.586191,0.005971,Reversal,Reversed (Aging Down / Training Up),TRUE
NDUFA1,-0.7741,0.2619,0.050163,0.750052,0.034508,Reversal,Reversed (Aging Down / Training Up),TRUE
RPS10,-0.7401,0.2607,4.31e-4,0.49849,2.55e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
PYURF,-0.858,0.1396,0.007305,0.910312,0.018865,Reversal,Reversed (Aging Down / Training Up),TRUE
CSRP1,-0.5697,0.425,0.102133,0.253911,0.009476,Reversal,Reversed (Aging Down / Training Up),FALSE
SLC25A46,0.9433,-0.0505,2.57e-4,0.980391,0.001169,Reversal,Reversed (Aging Up / Training Down),TRUE
PLIN5,0.6011,-0.3906,0.128062,0.361019,0.019296,Reversal,Reversed (Aging Up / Training Down),TRUE
TMPO,0.5723,-0.4115,0.105559,0.156765,0.004695,Reversal,Reversed (Aging Up / Training Down),TRUE
FLNC,-0.7706,0.2122,0.002059,0.730899,0.003408,Reversal,Reversed (Aging Down / Training Up),FALSE
RPL37A,-0.5423,0.4403,0.077566,0.14398,0.002826,Reversal,Reversed (Aging Down / Training Up),TRUE
MAOA,0.7757,-0.1941,9.8e-5,0.699162,3.07e-4,Reversal,Reversed (Aging Up / Training Down),FALSE
S100A13,-0.3067,0.6614,0.687034,0.048215,0.042243,Reversal,Reversed (Aging Down / Training Up),FALSE
HMGB2,0.7617,-0.2048,1.2e-5,0.579037,2.2e-5,Reversal,Reversed (Aging Up / Training Down),TRUE
MCEE,0.8339,-0.1316,0.024348,0.913997,0.031076,Reversal,Reversed (Aging Up / Training Down),TRUE
FBN1,0.5843,-0.3809,0.158294,0.4414,0.036528,Reversal,Reversed (Aging Up / Training Down),TRUE
VWA8,0.6641,-0.2903,0.085044,0.463515,0.016564,Reversal,Reversed (Aging Up / Training Down),TRUE
RPL22,-0.57,0.3841,0.012227,0.131427,3.05e-4,Reversal,Reversed (Aging Down / Training Up),FALSE
MYOF,-0.8863,0.0605,1.4e-5,0.977507,0.0014,Reversal,Reversed (Aging Down / Training Up),FALSE
EEFSEC,-0.5802,0.3665,0.098759,0.249675,0.008352,Reversal,Reversed (Aging Down / Training Up),TRUE
MT-ND2,-0.8033,0.1431,0.00346,0.88909,0.010863,Reversal,Reversed (Aging Down / Training Up),TRUE
MAPK13,0.6965,-0.2492,0.045059,0.620443,0.016652,Reversal,Reversed (Aging Up / Training Down),TRUE
DCTN3,-0.6529,0.2874,0.044635,0.440028,0.006688,Reversal,Reversed (Aging Down / Training Up),TRUE
VIM,-0.7439,0.1835,0.002733,0.793501,0.005999,Reversal,Reversed (Aging Down / Training Up),FALSE
COL15A1,-0.6087,0.314,0.072614,0.520359,0.022271,Reversal,Reversed (Aging Down / Training Up),TRUE
DHRS7B,-0.7864,-0.1268,7e-5,0.876715,0.048181,Reversal,Exacerbated Down,FALSE
UCHL1,-0.7786,0.1236,0.014695,0.93643,0.046893,Reversal,Reversed (Aging Down / Training Up),FALSE
CSRP3,-0.3925,0.5084,0.346471,0.078825,0.013776,Reversal,Reversed (Aging Down / Training Up),FALSE
PLIN4,0.6123,-0.2876,0.001384,0.297356,1.68e-4,Reversal,Reversed (Aging Up / Training Down),FALSE
CLIC4,-0.6376,0.2519,0.00408,0.508084,0.001594,Reversal,Reversed (Aging Down / Training Up),TRUE
SCO1,-0.6184,0.2707,0.025831,0.516845,0.006224,Reversal,Reversed (Aging Down / Training Up),TRUE
SOD2,0.8246,-0.0624,1.08e-4,0.976379,0.004311,Reversal,Reversed (Aging Up / Training Down),FALSE
ARHGDIB,0.737,-0.1492,6.97e-4,0.832776,0.002812,Reversal,Reversed (Aging Up / Training Down),TRUE
NEXN,-0.6038,0.279,0.075028,0.61119,0.032446,Reversal,Reversed (Aging Down / Training Up),TRUE
SPEG,-0.7823,-0.0995,9.6e-5,0.925035,0.035231,Reversal,Exacerbated Down,TRUE
RPL10,-0.5252,0.3537,0.057721,0.267692,0.005314,Reversal,Reversed (Aging Down / Training Up),FALSE
EMC2,-0.7295,0.145,0.001703,0.852135,0.005583,Reversal,Reversed (Aging Down / Training Up),TRUE
PNPO,0.6635,-0.2009,0.00557,0.724358,0.006372,Reversal,Reversed (Aging Up / Training Down),TRUE
FLNA,-0.5931,0.2675,0.024598,0.53263,0.008813,Reversal,Reversed (Aging Down / Training Up),FALSE
SELENBP1,0.5984,-0.2522,0.001458,0.400293,3.62e-4,Reversal,Reversed (Aging Up / Training Down),FALSE
DCXR,0.71,-0.1383,3.25e-4,0.841057,0.001907,Reversal,Reversed (Aging Up / Training Down),FALSE
GCLM,-0.7118,0.1356,0.008474,0.892222,0.020925,Reversal,Reversed (Aging Down / Training Up),TRUE
RPL23A,-0.5915,0.2541,0.008189,0.490062,0.002725,Reversal,Reversed (Aging Down / Training Up),FALSE
ACADS,0.4996,-0.3399,0.097537,0.330257,0.013335,Reversal,Reversed (Aging Up / Training Down),FALSE
NT5C1A,-0.5775,0.2613,0.06668,0.622135,0.031041,Reversal,Reversed (Aging Down / Training Up),FALSE
PSAP,0.6804,-0.1473,2.46e-4,0.796581,0.001121,Reversal,Reversed (Aging Up / Training Down),FALSE
RPL35,-0.5784,0.2434,0.043643,0.634289,0.022502,Reversal,Reversed (Aging Down / Training Up),TRUE
EPDR1,0.729,-0.0909,4.12e-4,0.938053,0.00467,Reversal,Reversed (Aging Up / Training Down),TRUE
MIEN1,-0.5023,0.3171,0.105444,0.259992,0.009507,Reversal,Reversed (Aging Down / Training Up),TRUE
SQSTM1,-0.6958,0.118,1.22e-4,0.868093,0.001139,Reversal,Reversed (Aging Down / Training Up),TRUE
NAXD,0.653,-0.154,4.17e-4,0.769616,0.001331,Reversal,Reversed (Aging Up / Training Down),FALSE
PHKA2,-0.4404,0.3587,0.060225,0.122632,0.001755,Reversal,Reversed (Aging Down / Training Up),FALSE
MICU1,0.7167,-0.0824,0.015305,0.963737,0.046547,Reversal,Reversed (Aging Up / Training Down),TRUE
SYNPO2,-0.7581,0.038,8.1e-4,0.991874,0.01855,Reversal,Reversed (Aging Down / Training Up),FALSE
PSMD7,-0.6137,0.1784,5e-5,0.577365,7.5e-5,Reversal,Reversed (Aging Down / Training Up),FALSE
GPX3,0.3691,-0.4114,0.280737,0.122704,0.014875,Reversal,Reversed (Aging Up / Training Down),FALSE
BANF1,-0.5731,0.2038,0.034371,0.72267,0.026715,Reversal,Reversed (Aging Down / Training Up),FALSE
ANXA3,0.1996,-0.5736,0.789635,0.014173,0.027838,Reversal,Reversed (Aging Up / Training Down),TRUE
SPAG9,-0.6136,0.1577,0.010319,0.797281,0.013352,Reversal,Reversed (Aging Down / Training Up),TRUE
NAMPT,-0.3762,0.3942,0.368179,0.246382,0.048569,Reversal,Reversed (Aging Down / Training Up),FALSE
SLC27A1,0.4153,-0.3523,0.207952,0.157857,0.012747,Reversal,Reversed (Aging Up / Training Down),TRUE
FXN,0.6213,-0.1459,0.00177,0.8032,0.004316,Reversal,Reversed (Aging Up / Training Down),TRUE
MCCC1,0.6282,-0.1374,0.009496,0.857342,0.018578,Reversal,Reversed (Aging Up / Training Down),TRUE
MRPS36,0.5386,-0.2186,0.084299,0.704083,0.049374,Reversal,Reversed (Aging Up / Training Down),TRUE
FSD2,-0.6182,0.131,0.003776,0.846167,0.008105,Reversal,Reversed (Aging Down / Training Up),TRUE
MAOB,0.551,-0.1828,0.003634,0.646457,0.003123,Reversal,Reversed (Aging Up / Training Down),FALSE
MDP1,0.6072,-0.1107,0.016523,0.892464,0.0222,Reversal,Reversed (Aging Up / Training Down),TRUE
RPS15,-0.3422,0.3738,0.24354,0.108179,0.010324,Reversal,Reversed (Aging Down / Training Up),FALSE
SUOX,0.5274,-0.184,0.008637,0.656664,0.006494,Reversal,Reversed (Aging Up / Training Down),FALSE
GALK1,0.5164,-0.1872,0.051072,0.69925,0.027257,Reversal,Reversed (Aging Up / Training Down),TRUE
RPS23,-0.6209,0.0822,0.009356,0.95492,0.040026,Reversal,Reversed (Aging Down / Training Up),TRUE
PCYT2,0.2227,-0.4799,0.689586,0.027039,0.029557,Reversal,Reversed (Aging Up / Training Down),TRUE
NAE1,0.377,-0.3245,0.135011,0.17192,0.007573,Reversal,Reversed (Aging Up / Training Down),TRUE
MARCHF5,-0.6029,0.0949,0.019172,0.934972,0.043678,Reversal,Reversed (Aging Down / Training Up),TRUE
NGLY1,-0.4135,0.2806,0.114272,0.29213,0.011615,Reversal,Reversed (Aging Down / Training Up),TRUE
ENO2,-0.5022,0.1909,0.024857,0.664297,0.015752,Reversal,Reversed (Aging Down / Training Up),FALSE
RPS3A,-0.4241,0.2682,0.048175,0.304099,0.005354,Reversal,Reversed (Aging Down / Training Up),FALSE
RNF114,0.4864,-0.2047,0.010178,0.524981,0.003863,Reversal,Reversed (Aging Up / Training Down),TRUE
SYNE2,0.2601,-0.43,0.546136,0.051916,0.024445,Reversal,Reversed (Aging Up / Training Down),TRUE
HPRT1,-0.1323,0.5572,0.898158,0.005349,0.037469,Reversal,Reversed (Aging Down / Training Up),TRUE
MPST,0.4218,-0.2658,0.028,0.249408,0.002153,Reversal,Reversed (Aging Up / Training Down),TRUE
CA3,0.6141,-0.073,2.63e-4,0.945574,0.004246,Reversal,Reversed (Aging Up / Training Down),FALSE
SLC25A11,-0.6338,0.0447,0.002735,0.986214,0.031106,Reversal,Reversed (Aging Down / Training Up),FALSE
COQ5,0.6059,-0.072,0.005581,0.962187,0.032809,Reversal,Reversed (Aging Up / Training Down),TRUE
PPP1R3A,-0.4951,0.1807,0.010148,0.635723,0.006627,Reversal,Reversed (Aging Down / Training Up),FALSE
HMGCL,0.6639,0.0062,2.52e-4,0.999711,0.015774,Reversal,Exacerbated Up,TRUE
TRIM54,-0.5735,0.0862,0.009789,0.943168,0.038001,Reversal,Reversed (Aging Down / Training Up),TRUE
EIF3C,-0.4911,0.1632,0.011295,0.703056,0.009994,Reversal,Reversed (Aging Down / Training Up),FALSE
CAST,-0.459,0.1904,0.03315,0.627343,0.016959,Reversal,Reversed (Aging Down / Training Up),FALSE
TST,0.4705,-0.1731,0.038614,0.715551,0.028019,Reversal,Reversed (Aging Up / Training Down),FALSE
NXN,0.5872,-0.0543,8.31e-4,0.97092,0.010418,Reversal,Reversed (Aging Up / Training Down),TRUE
OTUB1,0.5169,-0.1224,1.16e-4,0.732888,3.54e-4,Reversal,Reversed (Aging Up / Training Down),TRUE
GSTO1,0.3674,-0.2644,0.1295,0.327436,0.017867,Reversal,Reversed (Aging Up / Training Down),FALSE
CTSD,0.4699,-0.1572,0.010104,0.694313,0.008729,Reversal,Reversed (Aging Up / Training Down),FALSE
DYNLT1,-0.3729,0.2535,0.074596,0.265105,0.006476,Reversal,Reversed (Aging Down / Training Up),TRUE
PHKB,-0.3971,0.2263,0.064051,0.436206,0.013733,Reversal,Reversed (Aging Down / Training Up),FALSE
ALDH5A1,0.5399,-0.075,0.004326,0.946346,0.023531,Reversal,Reversed (Aging Up / Training Down),FALSE
RPL38,-0.4834,0.1241,0.02994,0.851114,0.044876,Reversal,Reversed (Aging Down / Training Up),TRUE
TYMP,-0.4751,0.1317,0.039884,0.825428,0.041731,Reversal,Reversed (Aging Down / Training Up),TRUE
PHPT1,0.4379,-0.1652,0.011191,0.619594,0.006559,Reversal,Reversed (Aging Up / Training Down),FALSE
RPL23,-0.3917,0.2065,0.103101,0.565747,0.037893,Reversal,Reversed (Aging Down / Training Up),TRUE
SNTA1,-0.5291,0.0655,0.010727,0.963872,0.048892,Reversal,Reversed (Aging Down / Training Up),FALSE
RPS21,-0.2976,0.2909,0.326355,0.265155,0.043541,Reversal,Reversed (Aging Down / Training Up),FALSE
TLN2,0.2236,-0.3625,0.550174,0.074952,0.032494,Reversal,Reversed (Aging Up / Training Down),TRUE
CPT2,0.4309,-0.1527,0.048858,0.753443,0.03946,Reversal,Reversed (Aging Up / Training Down),FALSE
ETFA,0.479,-0.1005,0.016199,0.896197,0.036519,Reversal,Reversed (Aging Up / Training Down),FALSE
RPS19,-0.3587,0.2204,0.117511,0.456452,0.027635,Reversal,Reversed (Aging Down / Training Up),FALSE
SNRPD3,-0.3857,0.1732,0.061042,0.620754,0.027131,Reversal,Reversed (Aging Down / Training Up),TRUE
EWSR1,0.3886,-0.1681,0.126529,0.631447,0.044487,Reversal,Reversed (Aging Up / Training Down),TRUE
HADHA,0.476,-0.0764,0.002789,0.923217,0.014041,Reversal,Reversed (Aging Up / Training Down),FALSE
ACAT1,0.4338,-0.1129,0.013663,0.830511,0.021766,Reversal,Reversed (Aging Up / Training Down),FALSE
MAVS,0.3784,-0.1627,0.035471,0.609524,0.016443,Reversal,Reversed (Aging Up / Training Down),FALSE
PRDX6,0.3626,-0.1776,0.070381,0.578088,0.026687,Reversal,Reversed (Aging Up / Training Down),FALSE
MSN,-0.2906,0.2481,0.23044,0.290218,0.030221,Reversal,Reversed (Aging Down / Training Up),FALSE
HMGB1,0.4126,-0.1195,0.023149,0.808839,0.028465,Reversal,Reversed (Aging Up / Training Down),FALSE
UBE2K,0.3462,-0.1826,0.094105,0.538946,0.028989,Reversal,Reversed (Aging Up / Training Down),TRUE
HADHB,0.411,-0.1095,0.010658,0.813962,0.016475,Reversal,Reversed (Aging Up / Training Down),FALSE
COQ7,0.37,-0.1246,0.023308,0.738581,0.020288,Reversal,Reversed (Aging Up / Training Down),FALSE
GPD1L,0.3457,-0.1446,0.015477,0.563692,0.006507,Reversal,Reversed (Aging Up / Training Down),FALSE
EEF1G,-0.3226,0.1649,0.042962,0.487478,0.011571,Reversal,Reversed (Aging Down / Training Up),FALSE
PVALB,-1.3114,-0.6534,0.020344,0.430321,0.671005,Sig Aging only,Exacerbated Down,TRUE
MYH3,-1.4367,-0.4081,0.001289,0.670264,0.216624,Sig Aging only,Exacerbated Down,TRUE
CRYBG3,-1.2091,-0.2367,0.007048,0.87547,0.220615,Sig Aging only,Exacerbated Down,TRUE
SYNM,-1.032,-0.1663,1.43e-4,0.878811,0.059607,Sig Aging only,Exacerbated Down,FALSE
RPL34,-0.9934,-0.1673,0.003667,0.900306,0.162571,Sig Aging only,Exacerbated Down,TRUE
JPT2,0.7348,0.4141,0.033521,0.220308,0.735453,Sig Aging only,Exacerbated Up,TRUE
HMOX1,-0.9468,-0.1799,0.002321,0.869632,0.143655,Sig Aging only,Exacerbated Down,TRUE
RPS27A,-0.8966,-0.208,4.26e-4,0.770674,0.137539,Sig Aging only,Exacerbated Down,FALSE
MYH1,-0.9731,-0.1147,0.023205,0.967088,0.239753,Sig Aging only,Exacerbated Down,FALSE
FLT1,-1.0221,0.0423,0.044737,0.996555,0.163971,Sig Aging only,Reversed (Aging Down / Training Up),TRUE
MYBPC2,-0.9473,0.111,0.016573,0.965583,0.064723,Sig Aging only,Reversed (Aging Down / Training Up),FALSE
MT-ND4,-0.8165,-0.2179,4e-4,0.697199,0.169395,Sig Aging only,Exacerbated Down,FALSE
TGM2,0.6188,0.3836,0.048681,0.253091,0.839241,Sig Aging only,Exacerbated Up,TRUE
HP,0.9334,-0.0604,0.009335,0.989091,0.063719,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
NDUFA11,-0.765,-0.2221,0.007828,0.750638,0.351858,Sig Aging only,Exacerbated Down,FALSE
TPSB2,0.8179,0.1098,0.002613,0.939526,0.118981,Sig Aging only,Exacerbated Up,TRUE
CAP1,0.6121,0.2854,0.008062,0.407413,0.594372,Sig Aging only,Exacerbated Up,TRUE
TPM4,0.6738,0.2016,0.002872,0.670927,0.278688,Sig Aging only,Exacerbated Up,TRUE
MYOM2,-0.6792,-0.1796,9.64e-4,0.732507,0.204913,Sig Aging only,Exacerbated Down,FALSE
TMX2,-0.7638,-0.0922,9.14e-4,0.945371,0.070746,Sig Aging only,Exacerbated Down,TRUE
IGHG2,0.6643,0.1777,0.026817,0.834243,0.426227,Sig Aging only,Exacerbated Up,FALSE
PDLIM5,-0.5509,-0.2521,0.013495,0.472949,0.620737,Sig Aging only,Exacerbated Down,FALSE
MYOM1,-0.6829,-0.0976,0.002763,0.936472,0.138183,Sig Aging only,Exacerbated Down,FALSE
SCRN3,-0.6002,-0.1685,0.040951,0.806146,0.44454,Sig Aging only,Exacerbated Down,TRUE
IBA57,0.6599,-0.1042,0.024898,0.936547,0.052826,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
CLEC3B,0.6891,-0.0723,0.023462,0.969205,0.055126,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
ABHD11,0.6796,0.0802,0.025514,0.968759,0.249695,Sig Aging only,Exacerbated Up,TRUE
MGST2,-0.6497,0.0962,0.018734,0.950351,0.066444,Sig Aging only,Reversed (Aging Down / Training Up),TRUE
ABHD6,-0.6989,-0.0361,0.003372,0.992631,0.082829,Sig Aging only,Exacerbated Down,TRUE
CD151,-0.6442,-0.0854,0.020009,0.958873,0.233183,Sig Aging only,Exacerbated Down,TRUE
CLU,0.6378,-0.0913,0.035867,0.958449,0.093792,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
CAPZA1,-0.6224,0.1067,0.018502,0.93155,0.051782,Sig Aging only,Reversed (Aging Down / Training Up),FALSE
RPL35A,-0.7084,-0.0163,0.046337,0.99909,0.22323,Sig Aging only,Exacerbated Down,TRUE
RBM3,-0.6806,0.0331,0.047268,0.995817,0.167855,Sig Aging only,Reversed (Aging Down / Training Up),TRUE
ACADM,0.6119,0.0959,0.001148,0.915256,0.113649,Sig Aging only,Exacerbated Up,FALSE
EMC3,-0.6754,-0.0309,0.006075,0.994656,0.1019,Sig Aging only,Exacerbated Down,TRUE
RPL27A,-0.6916,-0.0128,0.012214,0.999258,0.12739,Sig Aging only,Exacerbated Down,TRUE
CELF1,-0.6181,0.0687,0.014825,0.968581,0.051639,Sig Aging only,Reversed (Aging Down / Training Up),TRUE
TMEM38A,-0.549,-0.126,0.04197,0.895187,0.431884,Sig Aging only,Exacerbated Down,FALSE
CP,0.6351,-0.0292,0.009195,0.99465,0.057817,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
C3,0.6187,-0.0291,0.04194,0.99618,0.166814,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
CTSB,0.4832,0.1568,0.022027,0.746458,0.483979,Sig Aging only,Exacerbated Up,TRUE
LRPAP1,0.6243,-0.0031,0.00817,0.999937,0.061562,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
CAPN3,-0.5097,0.1161,0.03256,0.893912,0.058033,Sig Aging only,Reversed (Aging Down / Training Up),TRUE
LRMDA,-0.6017,0.0068,0.006931,0.999716,0.079317,Sig Aging only,Reversed (Aging Down / Training Up),FALSE
ETFB,0.5514,-0.0436,0.007525,0.985212,0.053141,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
GAA,0.5263,-0.0621,0.047222,0.975353,0.129113,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
PGM5,0.5045,-0.0733,0.043539,0.961825,0.110944,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
LAMTOR1,0.5564,1e-4,0.012575,1,0.072353,Sig Aging only,Exacerbated Up,TRUE
PCCB,0.4997,0.0241,0.032318,0.995795,0.204982,Sig Aging only,Exacerbated Up,TRUE
PPIA,0.4735,0.0435,0.014114,0.982338,0.191395,Sig Aging only,Exacerbated Up,FALSE
VAPB,-0.4098,-0.097,0.016197,0.867342,0.356166,Sig Aging only,Exacerbated Down,FALSE
NCL,0.482,0.0187,0.028551,0.997445,0.201922,Sig Aging only,Exacerbated Up,FALSE
CDC42,0.4154,-0.0849,0.032925,0.917537,0.066506,Sig Aging only,Reversed (Aging Up / Training Down),TRUE
CRAT,0.449,-0.0445,0.013045,0.979204,0.065304,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
DDAH2,0.4748,0.0052,0.031668,0.99979,0.167948,Sig Aging only,Exacerbated Up,TRUE
ALDH4A1,0.4228,-0.0532,0.03356,0.971438,0.103255,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
LONP1,0.4706,-0.0039,0.014566,0.999874,0.117975,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
ECHS1,0.4585,0.0094,0.009969,0.999178,0.115078,Sig Aging only,Exacerbated Up,FALSE
AKR7A2,0.4583,-0.0054,0.004608,0.999707,0.064168,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
STBD1,-0.4291,-0.0317,0.014687,0.989229,0.179315,Sig Aging only,Exacerbated Down,FALSE
NARS1,-0.4399,0.0159,0.03717,0.997873,0.161147,Sig Aging only,Reversed (Aging Down / Training Up),TRUE
YWHAZ,0.3851,-0.0364,0.023377,0.983698,0.096532,Sig Aging only,Reversed (Aging Up / Training Down),FALSE
IDH2,0.4028,0.0155,0.017522,0.997394,0.163497,Sig Aging only,Exacerbated Up,FALSE
DPYSL2,0.3767,0.0364,0.034569,0.984406,0.275571,Sig Aging only,Exacerbated Up,FALSE
PSMD14,-0.3437,0.0497,0.034968,0.963267,0.096427,Sig Aging only,Reversed (Aging Down / Training Up),FALSE
MYLK,-0.3074,-0.7394,0.644243,0.006591,0.580979,Sig Training only,Exacerbated Down,TRUE
SLC25A42,-0.2831,-0.7565,0.892678,0.031042,0.750045,Sig Training only,Exacerbated Down,TRUE
FSCN1,0.1399,0.6485,0.907251,0.0032,0.315834,Sig Training only,Exacerbated Up,TRUE
GLIPR2,-0.1646,0.6074,0.907053,0.015687,0.090201,Sig Training only,Reversed (Aging Down / Training Up),TRUE
SYNGR2,-0.273,-0.4795,0.566566,0.03641,0.842346,Sig Training only,Exacerbated Down,TRUE
TBC1D24,0.2209,-0.4739,0.808027,0.029046,0.084486,Sig Training only,Reversed (Aging Up / Training Down),TRUE
