gene,logFC_Aging,logFC_Training_Old,pi_score_Aging,pi_score_Training_Old,pi_score_Reversal,significance,quadrant,imputed
ZBTB9,-0.0585,-0.053,0.987075,0.984345,0.999925,NS,Exacerbated Down,TRUE
VTA1,-0.0588,-0.0527,0.970329,0.971659,0.999825,NS,Exacerbated Down,TRUE
ANK2,-0.0818,-0.0291,0.957506,0.99352,0.989146,NS,Exacerbated Down,TRUE
SNX3,-0.0163,-0.0942,0.997037,0.841958,0.950863,NS,Exacerbated Down,FALSE
MPC2,-0.0458,-0.0647,0.98526,0.963269,0.99854,NS,Exacerbated Down,FALSE
EEF2K,-0.0026,-0.1077,0.999971,0.919342,0.963674,NS,Exacerbated Down,TRUE
MRPL54,0.0468,0.0631,0.993319,0.979763,0.999454,NS,Exacerbated Up,TRUE
RAP1B,-0.0926,0.0165,0.908278,0.997271,0.924608,NS,Reversed (Aging Down / Training Up),FALSE
YWHAB,0.071,0.038,0.923247,0.976779,0.991458,NS,Exacerbated Up,FALSE
ILK,0.1054,0.0032,0.842894,0.999883,0.91642,NS,Exacerbated Up,FALSE
NUDC,-0.0236,-0.0849,0.993842,0.880345,0.971935,NS,Exacerbated Down,FALSE
GSR,-0.0588,0.0492,0.955576,0.96399,0.903644,NS,Reversed (Aging Down / Training Up),FALSE
PGM1,0.0552,-0.0528,0.969196,0.966651,0.92343,NS,Reversed (Aging Up / Training Down),FALSE
RAB1A,0.0745,-0.0333,0.938984,0.986841,0.91965,NS,Reversed (Aging Up / Training Down),TRUE
COPS5,0.0318,-0.0758,0.992416,0.941915,0.939778,NS,Reversed (Aging Up / Training Down),FALSE
SPCS1,0.0523,-0.0549,0.978493,0.971081,0.939668,NS,Reversed (Aging Up / Training Down),TRUE
CAB39,0.0785,0.0283,0.918635,0.989472,0.982069,NS,Exacerbated Up,FALSE
PRKAA2,0.0843,0.0224,0.912688,0.994064,0.974119,NS,Exacerbated Up,FALSE
DDX1,0.0328,0.0737,0.98987,0.930178,0.990249,NS,Exacerbated Up,FALSE
TSPO,0.0998,0.0063,0.926689,0.999722,0.962125,NS,Exacerbated Up,TRUE
TBC1D17,0.0794,-0.0267,0.955896,0.994647,0.950663,NS,Reversed (Aging Up / Training Down),TRUE
GUK1,0.1026,-0.0033,0.96991,0.999938,0.973215,NS,Reversed (Aging Up / Training Down),TRUE
PARVB,0.0357,-0.07,0.991771,0.951822,0.94771,NS,Reversed (Aging Up / Training Down),TRUE
GPI,-0.0213,0.0837,0.994586,0.871902,0.901402,NS,Reversed (Aging Down / Training Up),FALSE
OXSM,-0.0155,-0.0893,0.999139,0.943946,0.984417,NS,Exacerbated Down,TRUE
RAB1B,-0.0093,-0.0952,0.999513,0.926831,0.970923,NS,Exacerbated Down,FALSE
ATP5MG,0.0362,-0.0677,0.988439,0.946948,0.934888,NS,Reversed (Aging Up / Training Down),FALSE
RAN,0.0803,-0.0235,0.926779,0.993829,0.926299,NS,Reversed (Aging Up / Training Down),FALSE
PAK2,0.0433,0.0605,0.984677,0.962565,0.998614,NS,Exacerbated Up,FALSE
ARPC4,-0.0312,0.0715,0.993827,0.954722,0.952348,NS,Reversed (Aging Down / Training Up),TRUE
NEDD8,0.0501,0.0524,0.982206,0.976808,0.99998,NS,Exacerbated Up,FALSE
SAMM50,0.0946,-0.0073,0.889712,0.999428,0.925805,NS,Reversed (Aging Up / Training Down),FALSE
ENSA,0.0973,0.0046,0.935291,0.999858,0.964978,NS,Exacerbated Up,TRUE
HSD17B10,0.0899,-0.0119,0.92389,0.998745,0.942189,NS,Reversed (Aging Up / Training Down),FALSE
ST13,0.0263,-0.0754,0.991255,0.894563,0.904615,NS,Reversed (Aging Up / Training Down),FALSE
PTGES2,-0.0387,0.0626,0.988939,0.963257,0.949086,NS,Reversed (Aging Down / Training Up),FALSE
DENR,-0.0946,-0.0059,0.888197,0.999625,0.944255,NS,Exacerbated Down,FALSE
PDHA1,-0.0999,3e-4,0.849531,0.999999,0.914077,NS,Reversed (Aging Down / Training Up),FALSE
NUDT9,0.0353,-0.0644,0.991882,0.960466,0.953336,NS,Reversed (Aging Up / Training Down),TRUE
EPHX1,-0.0801,-0.0191,0.963564,0.997856,0.987617,NS,Exacerbated Down,FALSE
TARS3,0.0618,-0.0371,0.984762,0.991085,0.970486,NS,Reversed (Aging Up / Training Down),TRUE
PGAM2,0.0707,-0.0281,0.954342,0.992468,0.945108,NS,Reversed (Aging Up / Training Down),FALSE
MRPL46,-0.0256,0.0721,0.996806,0.96107,0.965908,NS,Reversed (Aging Down / Training Up),TRUE
COMMD6,0.093,-0.0045,0.972997,0.999899,0.977684,NS,Reversed (Aging Up / Training Down),TRUE
NDUFS3,0.0521,-0.0452,0.980756,0.983153,0.956791,NS,Reversed (Aging Up / Training Down),FALSE
ELAVL1,-0.0933,0.0039,0.963933,0.999908,0.971828,NS,Reversed (Aging Down / Training Up),TRUE
COX7A1,0.0769,0.0202,0.965936,0.99756,0.989146,NS,Exacerbated Up,FALSE
MTARC2,0.0507,0.0458,0.981643,0.981738,0.999905,NS,Exacerbated Up,TRUE
UQCRQ,0.0316,0.0647,0.991093,0.95041,0.994022,NS,Exacerbated Up,FALSE
CHMP4B,0.0235,0.0728,0.99516,0.934909,0.986114,NS,Exacerbated Up,FALSE
IST1,-0.0284,0.0668,0.991332,0.93366,0.931304,NS,Reversed (Aging Down / Training Up),FALSE
ATP1B1,0.0161,0.0788,0.997539,0.911931,0.974089,NS,Exacerbated Up,FALSE
PDPR,-0.0029,0.092,0.999967,0.9454,0.972439,NS,Reversed (Aging Down / Training Up),TRUE
PDXK,-0.028,-0.0668,0.991621,0.934318,0.990011,NS,Exacerbated Down,FALSE
NDUFB10,-0.075,-0.0197,0.96558,0.997529,0.989082,NS,Exacerbated Down,FALSE
VPS25,-0.0026,-0.0918,0.999964,0.928927,0.968637,NS,Exacerbated Down,TRUE
VPS26A,0.0242,-0.0702,0.994978,0.939299,0.944618,NS,Reversed (Aging Up / Training Down),TRUE
GPS1,0.0057,-0.0886,0.999667,0.865438,0.927472,NS,Reversed (Aging Up / Training Down),FALSE
LIMS1,0.0522,0.042,0.974906,0.979474,0.999454,NS,Exacerbated Up,TRUE
SURF4,-0.0088,-0.0853,0.999607,0.948718,0.979391,NS,Exacerbated Down,TRUE
SERPINF1,-0.0761,0.018,0.969368,0.998153,0.970685,NS,Reversed (Aging Down / Training Up),TRUE
HSP90AB1,-0.0257,0.0682,0.993217,0.933163,0.935731,NS,Reversed (Aging Down / Training Up),FALSE
DLST,0.0819,0.0115,0.925117,0.998624,0.968658,NS,Exacerbated Up,FALSE
GMPPB,0.0678,0.0251,0.966739,0.994906,0.992197,NS,Exacerbated Up,TRUE
RNH1,0.0074,-0.0847,0.999521,0.902754,0.944146,NS,Reversed (Aging Up / Training Down),FALSE
MSI2,0.0499,0.0416,0.985365,0.986946,0.999759,NS,Exacerbated Up,TRUE
DARS1,0.0366,0.0547,0.989658,0.971074,0.998514,NS,Exacerbated Up,FALSE
WBP2,-0.0571,-0.0342,0.970867,0.987466,0.997285,NS,Exacerbated Down,TRUE
AHCYL2,0.037,0.0538,0.986509,0.96268,0.998402,NS,Exacerbated Up,TRUE
PPA2,0.0646,-0.026,0.966402,0.994249,0.959133,NS,Reversed (Aging Up / Training Down),FALSE
USP14,-0.0567,0.0335,0.943771,0.978912,0.91098,NS,Reversed (Aging Down / Training Up),FALSE
PPP3CA,-0.0858,-0.0044,0.927688,0.999826,0.962407,NS,Exacerbated Down,FALSE
NUDCD2,-0.0492,-0.041,0.980377,0.983636,0.999692,NS,Exacerbated Down,TRUE
ANXA6,0.0158,0.0743,0.997237,0.907521,0.973728,NS,Exacerbated Up,FALSE
DYNC1LI2,-0.0417,-0.0482,0.989093,0.980095,0.99984,NS,Exacerbated Down,TRUE
ABCF1,0.0685,0.0214,0.967232,0.996592,0.990968,NS,Exacerbated Up,TRUE
MRI1,0.0048,0.0848,0.999942,0.973816,0.988639,NS,Exacerbated Up,TRUE
BCS1L,-0.0477,-0.0418,0.993433,0.991408,0.999928,NS,Exacerbated Down,TRUE
PDK1,0.027,-0.0624,0.996471,0.976491,0.974338,NS,Reversed (Aging Up / Training Down),TRUE
COPS3,-0.0645,0.0245,0.930911,0.990078,0.920161,NS,Reversed (Aging Down / Training Up),FALSE
MTHFD1,0.0442,-0.0445,0.972848,0.967096,0.928313,NS,Reversed (Aging Up / Training Down),FALSE
OLA1,0.0262,-0.0625,0.99171,0.933986,0.932457,NS,Reversed (Aging Up / Training Down),FALSE
UBE2R2,0.0872,0.0014,0.962737,0.999989,0.977132,NS,Exacerbated Up,TRUE
MMGT1,0.0209,-0.067,0.997997,0.968961,0.974687,NS,Reversed (Aging Up / Training Down),TRUE
CTBP1,0.0414,0.0464,0.984945,0.975818,0.999876,NS,Exacerbated Up,TRUE
GMPR,0.0695,-0.0181,0.969959,0.997872,0.970703,NS,Reversed (Aging Up / Training Down),FALSE
EIF1AX,0.0498,0.0375,0.980389,0.987263,0.999335,NS,Exacerbated Up,FALSE
MCCC2,0.0764,-0.0109,0.975794,0.99937,0.97845,NS,Reversed (Aging Up / Training Down),TRUE
KPNA4,-0.002,0.0852,0.999961,0.877106,0.939047,NS,Reversed (Aging Down / Training Up),FALSE
COA6,-0.0756,0.0112,0.96053,0.999133,0.968566,NS,Reversed (Aging Down / Training Up),FALSE
PABPC1,-0.0421,-0.0446,0.97979,0.972555,0.999959,NS,Exacerbated Down,FALSE
COX7B,0.0561,-0.0304,0.987231,0.995799,0.980861,NS,Reversed (Aging Up / Training Down),FALSE
ACACA,-0.0838,0.0025,0.957617,0.999964,0.973117,NS,Reversed (Aging Down / Training Up),FALSE
SYNJ2,0.0157,0.0704,0.999285,0.981856,0.994348,NS,Exacerbated Up,FALSE
PFN2,-0.0646,0.0215,0.963528,0.995838,0.960297,NS,Reversed (Aging Down / Training Up),FALSE
NUP133,-0.0718,-0.0141,0.986096,0.999291,0.993938,NS,Exacerbated Down,TRUE
SCRN2,-0.0769,0.0089,0.974686,0.999643,0.980552,NS,Reversed (Aging Down / Training Up),TRUE
VAT1,0.0086,0.0764,0.99951,0.944319,0.978609,NS,Exacerbated Up,FALSE
ATP1A2,0.0536,0.031,0.960688,0.985803,0.996253,NS,Exacerbated Up,FALSE
LNPK,0.0529,-0.0315,0.976859,0.990749,0.962441,NS,Reversed (Aging Up / Training Down),TRUE
UBXN1,0.0392,-0.045,0.987145,0.979181,0.960659,NS,Reversed (Aging Up / Training Down),TRUE
PPIL1,0.0334,-0.0504,0.986421,0.958853,0.94076,NS,Reversed (Aging Up / Training Down),TRUE
MT-CO2,-0.0707,-0.013,0.967383,0.998872,0.987237,NS,Exacerbated Down,FALSE
HINT1,-0.0621,-0.0216,0.972937,0.99654,0.993321,NS,Exacerbated Down,FALSE
TPD52L2,-0.0386,-0.0448,0.98083,0.967684,0.999731,NS,Exacerbated Down,TRUE
NSFL1C,0.0449,-0.0385,0.972882,0.976881,0.939484,NS,Reversed (Aging Up / Training Down),FALSE
CAND2,0.0341,-0.0491,0.992443,0.98066,0.970205,NS,Reversed (Aging Up / Training Down),FALSE
RAC1,0.0264,-0.0567,0.990961,0.942694,0.936927,NS,Reversed (Aging Up / Training Down),FALSE
PRKAR1A,0.0813,-0.0018,0.90276,0.999959,0.941772,NS,Reversed (Aging Up / Training Down),FALSE
PSMF1,0.0793,0.0037,0.944302,0.999882,0.969484,NS,Exacerbated Up,TRUE
ATP5ME,-0.0616,-0.0208,0.968698,0.996254,0.992141,NS,Exacerbated Down,FALSE
VCL,0.0204,0.0617,0.994255,0.923099,0.984645,NS,Exacerbated Up,FALSE
CDC34,0.0257,-0.0564,0.998058,0.98836,0.986877,NS,Reversed (Aging Up / Training Down),TRUE
PSMB4,-0.0376,0.0443,0.986179,0.976622,0.956694,NS,Reversed (Aging Down / Training Up),FALSE
SEC13,-0.0141,0.0672,0.998755,0.957917,0.969708,NS,Reversed (Aging Down / Training Up),TRUE
CHCHD3,0.0245,-0.0561,0.994843,0.964212,0.961608,NS,Reversed (Aging Up / Training Down),FALSE
BLVRA,-0.0247,0.0557,0.994946,0.966273,0.963358,NS,Reversed (Aging Down / Training Up),FALSE
KLHDC8B,-0.0472,0.0332,0.992046,0.995017,0.984236,NS,Reversed (Aging Down / Training Up),TRUE
WDR44,-0.0023,0.0779,0.999985,0.964723,0.984236,NS,Reversed (Aging Down / Training Up),TRUE
CNPY2,-0.0402,-0.0399,0.990744,0.986453,1,NS,Exacerbated Down,TRUE
KRT14,0.0622,0.0172,0.9936,0.999449,0.997924,NS,Exacerbated Up,TRUE
FUS,-0.07,0.0091,0.941006,0.999061,0.955415,NS,Reversed (Aging Down / Training Up),TRUE
STRAP,0.0621,0.0165,0.940872,0.995978,0.982474,NS,Exacerbated Up,FALSE
BZW2,-0.0241,-0.0542,0.993594,0.956373,0.993839,NS,Exacerbated Down,FALSE
PCBP2,-0.0048,0.0729,0.999782,0.921092,0.956563,NS,Reversed (Aging Down / Training Up),FALSE
NDUFS7,-0.0301,0.0465,0.995986,0.988405,0.983018,NS,Reversed (Aging Down / Training Up),FALSE
GLTP,-0.0143,-0.0623,0.999384,0.976972,0.994431,NS,Exacerbated Down,TRUE
LMCD1,0.0124,0.0639,0.999122,0.968681,0.989893,NS,Exacerbated Up,FALSE
TMEM230,-0.0633,0.0118,0.973344,0.998888,0.975388,NS,Reversed (Aging Down / Training Up),TRUE
TRIM72,-0.005,0.07,0.999705,0.906953,0.948898,NS,Reversed (Aging Down / Training Up),FALSE
PIP4K2A,0.074,-7e-4,0.967141,0.999995,0.975531,NS,Reversed (Aging Up / Training Down),TRUE
YKT6,0.0668,-0.0076,0.948891,0.999365,0.962013,NS,Reversed (Aging Up / Training Down),TRUE
ACSL3,-0.0476,-0.0266,0.979232,0.992873,0.99771,NS,Exacerbated Down,FALSE
ANXA11,-0.0472,0.0268,0.969583,0.989353,0.952999,NS,Reversed (Aging Down / Training Up),FALSE
GBP2,-0.0205,-0.053,0.998324,0.983412,0.997161,NS,Exacerbated Down,TRUE
ARF4,-0.0544,-0.0188,0.986984,0.998267,0.996626,NS,Exacerbated Down,TRUE
EIF5A,0.0647,0.0085,0.953279,0.999226,0.979769,NS,Exacerbated Up,FALSE
MIF,-0.0027,0.07,0.999958,0.959471,0.978035,NS,Reversed (Aging Down / Training Up),FALSE
DPP3,-0.0419,0.0308,0.986096,0.991405,0.973226,NS,Reversed (Aging Down / Training Up),FALSE
FERMT2,0.0173,-0.055,0.998236,0.97653,0.978951,NS,Reversed (Aging Up / Training Down),TRUE
RAB11B,0.0421,0.0293,0.972851,0.985321,0.998661,NS,Exacerbated Up,FALSE
SNX6,0.0057,-0.0657,0.999696,0.931743,0.962542,NS,Reversed (Aging Up / Training Down),TRUE
SUB1,-0.0214,0.0499,0.995851,0.970163,0.96855,NS,Reversed (Aging Down / Training Up),TRUE
SSB,-0.058,0.0126,0.983392,0.999146,0.984762,NS,Reversed (Aging Down / Training Up),TRUE
GORASP2,-0.0091,-0.0608,0.999363,0.957829,0.985544,NS,Exacerbated Down,TRUE
LACTB,0.0271,-0.0427,0.994396,0.982664,0.975235,NS,Reversed (Aging Up / Training Down),FALSE
PABPC4,0.037,0.032,0.995174,0.995281,0.999945,NS,Exacerbated Up,TRUE
NEK7,0.0607,0.0077,0.970642,0.999526,0.986826,NS,Exacerbated Up,FALSE
ALDH3A2,0.0391,-0.0291,0.988539,0.992742,0.977718,NS,Reversed (Aging Up / Training Down),FALSE
CACNA2D1,0.0031,-0.0646,0.999911,0.943049,0.969341,NS,Reversed (Aging Up / Training Down),FALSE
APOO,0.0595,-0.0079,0.968527,0.999445,0.975642,NS,Reversed (Aging Up / Training Down),FALSE
APEH,0.0438,0.0235,0.97483,0.992179,0.997013,NS,Exacerbated Up,FALSE
SYNJ2BP,-0.0645,-0.0028,0.966728,0.999937,0.981995,NS,Exacerbated Down,FALSE
STIP1,0.0637,-0.0034,0.93857,0.999845,0.96044,NS,Reversed (Aging Up / Training Down),FALSE
TPT1,-0.0124,-0.0531,0.999085,0.977866,0.993491,NS,Exacerbated Down,FALSE
FDPS,0.0298,-0.0354,0.987657,0.978621,0.960681,NS,Reversed (Aging Up / Training Down),FALSE
DNPH1,-0.0267,0.0384,0.995243,0.987851,0.981261,NS,Reversed (Aging Down / Training Up),TRUE
ATP5F1E,-0.0242,-0.0406,0.996026,0.986221,0.998899,NS,Exacerbated Down,FALSE
CRYZ,-0.0103,0.0544,0.999308,0.973891,0.981028,NS,Reversed (Aging Down / Training Up),FALSE
PSMB6,-0.0014,-0.0623,0.999985,0.953822,0.978312,NS,Exacerbated Down,FALSE
SF1,-0.0124,0.0511,0.999555,0.989286,0.991777,NS,Reversed (Aging Down / Training Up),TRUE
MAP2K3,0.0166,0.0467,0.997476,0.973321,0.994661,NS,Exacerbated Up,FALSE
PLEKHF1,-0.0164,0.0468,0.998592,0.981901,0.984107,NS,Reversed (Aging Down / Training Up),TRUE
CAVIN4,-0.0491,0.0129,0.982755,0.998732,0.98301,NS,Reversed (Aging Down / Training Up),FALSE
NDUFA5,0.0265,-0.0349,0.99562,0.990846,0.984636,NS,Reversed (Aging Up / Training Down),FALSE
COX5A,0.0124,0.0489,0.999087,0.981651,0.994871,NS,Exacerbated Up,FALSE
NDUFB8,-0.0158,0.0454,0.998448,0.983635,0.984349,NS,Reversed (Aging Down / Training Up),FALSE
OSBP,0.0414,0.0196,0.979334,0.994876,0.996689,NS,Exacerbated Up,TRUE
EHD2,0.0145,-0.0462,0.997983,0.97225,0.975362,NS,Reversed (Aging Up / Training Down),FALSE
GPX4,-0.0061,-0.0545,0.999684,0.964595,0.986339,NS,Exacerbated Down,FALSE
ACAD9,0.0564,0.0042,0.982977,0.999901,0.991123,NS,Exacerbated Up,TRUE
HSP90AA1,0.0227,0.0378,0.994943,0.982342,0.998655,NS,Exacerbated Up,FALSE
HDHD2,0.0134,-0.0467,0.998546,0.976393,0.979944,NS,Reversed (Aging Up / Training Down),TRUE
COPS2,0.033,-0.0262,0.987015,0.99061,0.973126,NS,Reversed (Aging Up / Training Down),FALSE
COX4I1,0.0516,-0.0074,0.981765,0.999615,0.985449,NS,Reversed (Aging Up / Training Down),FALSE
CD59,0.0097,-0.0492,0.999187,0.9714,0.979088,NS,Reversed (Aging Up / Training Down),FALSE
NEK9,-0.0464,-0.0124,0.99078,0.998951,0.996304,NS,Exacerbated Down,TRUE
LTA4H,-0.0152,-0.043,0.99791,0.977959,0.995529,NS,Exacerbated Down,FALSE
HNRNPA2B1,0.0533,0.0047,0.980922,0.999846,0.990501,NS,Exacerbated Up,FALSE
PUDP,0.0209,-0.0371,0.997629,0.990276,0.987559,NS,Reversed (Aging Up / Training Down),TRUE
GART,0.0134,0.0443,0.998269,0.973566,0.993896,NS,Exacerbated Up,TRUE
HSPA4,0.0293,0.0277,0.99043,0.989963,0.999983,NS,Exacerbated Up,FALSE
NDUFS6,0.0192,0.0375,0.997974,0.990482,0.998851,NS,Exacerbated Up,FALSE
UQCRH,-0,0.0567,1,0.961238,0.98081,NS,Reversed (Aging Down / Training Up),FALSE
PRKAR2A,0.0314,-0.0248,0.988298,0.991644,0.975925,NS,Reversed (Aging Up / Training Down),FALSE
UBL5,-0.0402,-0.0158,0.987894,0.997971,0.997364,NS,Exacerbated Down,TRUE
LYPLA2,-0.0326,-0.0234,0.995736,0.996968,0.999774,NS,Exacerbated Down,TRUE
PRKRA,-0.0512,0.0047,0.990939,0.999908,0.993005,NS,Reversed (Aging Down / Training Up),TRUE
ALDH16A1,-9e-4,0.0544,0.999998,0.983277,0.994899,NS,Reversed (Aging Down / Training Up),TRUE
TOMM40,0.027,0.0271,0.994923,0.993858,1,NS,Exacerbated Up,TRUE
NDUFA4,0.0487,0.0052,0.981014,0.999782,0.990958,NS,Exacerbated Up,FALSE
CAV1,-0.0136,-0.0399,0.998678,0.98552,0.996867,NS,Exacerbated Down,FALSE
NDUFB4,0.0468,-0.006,0.988637,0.999803,0.99109100000000006,NS,Reversed (Aging Up / Training Down),FALSE
SLC25A6,0.0443,0.0085,0.992297,0.999692,0.996913,NS,Exacerbated Up,FALSE
GMPR2,0.0504,-0.0023,0.98475,0.999966,0.989815,NS,Reversed (Aging Up / Training Down),FALSE
PSMD10,0.0072,-0.0453,0.999582,0.975687,0.98389,NS,Reversed (Aging Up / Training Down),TRUE
PDCD5,0.0245,0.0278,0.994424,0.991476,0.999944,NS,Exacerbated Up,FALSE
AMPD1,-0.0228,0.0294,0.998127,0.996233,0.993591,NS,Reversed (Aging Down / Training Up),TRUE
FAM162A,0.0436,0.008,0.984608,0.999459,0.993898,NS,Exacerbated Up,FALSE
DLAT,-0.0225,-0.0288,0.994453,0.988889,0.999742,NS,Exacerbated Down,FALSE
CNDP2,0.0142,-0.0371,0.99842,0.986195,0.986098,NS,Reversed (Aging Up / Training Down),FALSE
DBNL,0.0328,0.0184,0.996952,0.998159,0.999544,NS,Exacerbated Up,TRUE
CACNB1,-0.0155,-0.0353,0.997924,0.986244,0.99786300000000006,NS,Exacerbated Down,FALSE
SLC25A5,0.0239,0.0265,0.994933,0.992561,0.999964,NS,Exacerbated Up,FALSE
ARF1,0.0137,0.0365,0.998065,0.981987,0.996586,NS,Exacerbated Up,TRUE
COPS6,-0.014,-0.0352,0.998022,0.983859,0.997156,NS,Exacerbated Down,FALSE
NDUFV1,-0.0355,-0.0127,0.99215,0.998888,0.99806,NS,Exacerbated Down,FALSE
LDB3,-0.0196,0.0283,0.997131,0.992712,0.988734,NS,Reversed (Aging Down / Training Up),FALSE
CARS1,-0.029,0.0187,0.994455,0.997338,0.990194,NS,Reversed (Aging Down / Training Up),TRUE
RAB7A,0.031,-0.0166,0.987107,0.995943,0.980843,NS,Reversed (Aging Up / Training Down),FALSE
NONO,0.0154,0.0321,0.998182,0.990066,0.998646,NS,Exacerbated Up,TRUE
UBR4,-5e-4,-0.047,0.999999,0.976717,0.990424,NS,Exacerbated Down,TRUE
CLPP,0.0143,-0.0323,0.999303,0.995034,0.994971,NS,Reversed (Aging Up / Training Down),TRUE
AIFM1,-0.002,-0.0441,0.999962,0.972621,0.987642,NS,Exacerbated Down,FALSE
PSMA5,-0.0148,0.0313,0.997318,0.984448,0.982263,NS,Reversed (Aging Down / Training Up),FALSE
MTX2,0.039,-0.0068,0.988246,0.999626,0.990038,NS,Reversed (Aging Up / Training Down),FALSE
BIN1,-0.0342,-0.0111,0.98469,0.998311,0.995969,NS,Exacerbated Down,FALSE
EIF6,-0.02,0.0247,0.996604,0.993586,0.988717,NS,Reversed (Aging Down / Training Up),TRUE
MRPL50,0.0356,0.0091,0.996094,0.999667,0.998502,NS,Exacerbated Up,TRUE
NUMA1,-0.043,-0.0014,0.986846,0.999985,0.992507,NS,Exacerbated Down,TRUE
NAA15,0.0331,0.0112,0.996466,0.99943,0.998942,NS,Exacerbated Up,TRUE
MRRF,0.0417,-0.0018,0.99157,0.99998,0.993899,NS,Reversed (Aging Up / Training Down),TRUE
NDUFA9,0.0046,-0.0386,0.999884,0.989383,0.993049,NS,Reversed (Aging Up / Training Down),FALSE
LYPLA1,0.021,0.022,0.996298,0.995207,0.999995,NS,Exacerbated Up,FALSE
MCTS1,0.0363,-0.0055,0.986795,0.999685,0.989296,NS,Reversed (Aging Up / Training Down),FALSE
METTL26,0.0336,0.0058,0.993497,0.999774,0.997206,NS,Exacerbated Up,TRUE
ISOC1,0.0019,-0.0374,0.999984,0.989458,0.994591,NS,Reversed (Aging Up / Training Down),TRUE
AIMP2,-0.0078,-0.031,0.999344,0.986246,0.996181,NS,Exacerbated Down,FALSE
SMIM20,-0.0221,-0.0139,0.997753,0.99895,0.999806,NS,Exacerbated Down,TRUE
DDB1,-0.0103,0.0255,0.998606,0.988862,0.988494,NS,Reversed (Aging Down / Training Up),FALSE
CLTB,0.0196,-0.016,0.996737,0.997399,0.992966,NS,Reversed (Aging Up / Training Down),TRUE
SLC44A2,-0.0042,-0.0311,0.99991,0.993391,0.997472,NS,Exacerbated Down,TRUE
SKP1,-0.0351,1e-4,0.990468,1,0.99417,NS,Reversed (Aging Down / Training Up),FALSE
NID2,0.0013,-0.0312,0.999996,0.997128,0.998386,NS,Reversed (Aging Up / Training Down),TRUE
ALDOA,0.0176,-0.0139,0.996875,0.997733,0.993568,NS,Reversed (Aging Up / Training Down),FALSE
AMPD3,-0.0251,0.0061,0.99815,0.999872,0.998177,NS,Reversed (Aging Down / Training Up),TRUE
DHX9,0.0237,0.0074,0.99629,0.999561,0.998891,NS,Exacerbated Up,TRUE
ANK3,0.0266,-0.0041,0.995391,0.999868,0.996,NS,Reversed (Aging Up / Training Down),TRUE
TOMM5,0.0131,0.0174,0.999238,0.998191,0.999948,NS,Exacerbated Up,TRUE
PPP1R12B,-0.0048,-0.0252,0.999935,0.997521,0.99922,NS,Exacerbated Down,TRUE
CAND1,-0.029,0,0.994158,1,0.996404,NS,Reversed (Aging Down / Training Up),FALSE
OGDH,0.0255,-0.0027,0.993199,0.999921,0.994904,NS,Reversed (Aging Up / Training Down),FALSE
PSMB2,0.0238,-0.0037,0.99323,0.999829,0.994449,NS,Reversed (Aging Up / Training Down),FALSE
FLOT1,0.004,0.0232,0.9999,0.99556,0.998445,NS,Exacerbated Up,TRUE
IAH1,-0.0031,-0.024,0.999929,0.994675,0.997881,NS,Exacerbated Down,TRUE
PDHB,0.0014,-0.0215,0.999979,0.993564,0.996207,NS,Reversed (Aging Up / Training Down),FALSE
PFN1,0.0223,-5e-4,0.994793,0.999997,0.996652,NS,Reversed (Aging Up / Training Down),FALSE
P4HB,0.0157,0.007,0.997325,0.999412,0.999498,NS,Exacerbated Up,FALSE
FYCO1,-0.0151,-0.0064,0.998922,0.999769,0.999776,NS,Exacerbated Down,TRUE
PRKCSH,-0.0072,-0.014,0.99954,0.99792,0.999746,NS,Exacerbated Down,FALSE
NPM1,0.0128,-0.0078,0.998998,0.999567,0.998344,NS,Reversed (Aging Up / Training Down),FALSE
NAPRT,-0.007,0.0106,0.999856,0.999606,0.999408,NS,Reversed (Aging Down / Training Up),TRUE
NDUFS8,-0.012,-0.0048,0.999249,0.999864,0.99983,NS,Exacerbated Down,FALSE
NDUFS1,0.0036,0.0091,0.999922,0.999409,0.999885,NS,Exacerbated Up,FALSE
PRKAA1,-0.0013,0.0108,0.999983,0.998621,0.999074,NS,Reversed (Aging Down / Training Up),FALSE
PSMB3,-0.0079,0.0021,0.999488,0.999961,0.999488,NS,Reversed (Aging Down / Training Up),FALSE
FHOD1,-0.0065,0.0017,0.999628,0.999971,0.999626,NS,Reversed (Aging Down / Training Up),FALSE
EPRS1,-0.0033,6e-4,0.999859,0.999994,0.999874,NS,Reversed (Aging Down / Training Up),FALSE
MYBPH,-2.2342,1.7207,0,5e-6,0,Reversal,Reversed (Aging Down / Training Up),TRUE
HAT1,-1.6475,0.7992,1.87e-4,0.144243,6e-6,Reversal,Reversed (Aging Down / Training Up),TRUE
ACTN2,-1.9351,0.4933,1e-6,0.554066,5e-6,Reversal,Reversed (Aging Down / Training Up),FALSE
ACTN1,-2.0379,0.3834,0,0.731653,1.4e-5,Reversal,Reversed (Aging Down / Training Up),FALSE
LMOD2,-2.2637,0.1565,0,0.946809,0,Reversal,Reversed (Aging Down / Training Up),TRUE
GPT2,1.683,-0.592,6.67e-4,0.060907,2e-6,Reversal,Reversed (Aging Up / Training Down),TRUE
ACTN3,-2.1254,-0.0166,2e-6,0.999621,0.001765,Reversal,Exacerbated Down,TRUE
MUSTN1,-1.3625,0.7722,2.4e-5,0.042317,0,Reversal,Reversed (Aging Down / Training Up),FALSE
ACTN4,-1.753,0.3669,1e-6,0.693083,1.8e-5,Reversal,Reversed (Aging Down / Training Up),FALSE
