gene,logFC_Training_Young,logFC_Training_Old,pi_score_Young,pi_score_Old,pi_score_Interaction,significance,quadrant,imputed
HSP90AA1,0.0767,0.038,0.915283,0.982384,0.987471,NS,Concordant Up,FALSE
FLOT1,0.0918,0.0228,0.922801,0.995738,0.971317,NS,Concordant Up,TRUE
MMUT,0.0628,0.0518,0.977371,0.983905,0.999553,NS,Concordant Up,TRUE
VPS28,9e-4,-0.1137,0.999992,0.816929,0.885277,NS,Discordant (Young Up / Old Down),TRUE
ABHD6,0.0782,-0.0363,0.961665,0.992724,0.943379,NS,Discordant (Young Up / Old Down),TRUE
LYPLA1,-0.0922,0.0222,0.892637,0.995125,0.889616,NS,Discordant (Young Down / Old Up),FALSE
AMPD1,-0.0851,0.0292,0.966856,0.996412,0.958072,NS,Discordant (Young Down / Old Up),TRUE
GBP2,0.0597,-0.0541,0.98144,0.982754,0.947703,NS,Discordant (Young Up / Old Down),TRUE
LNPK,0.0818,-0.032,0.927003,0.990453,0.90229,NS,Discordant (Young Up / Old Down),TRUE
UBE2L3,-0.0041,-0.1096,0.999788,0.783241,0.869433,NS,Concordant Down,FALSE
SMIM4,0.0884,0.0253,0.949117,0.996026,0.982536,NS,Concordant Up,TRUE
UBXN1,-0.0678,-0.0458,0.94878,0.978357,0.996842,NS,Concordant Down,TRUE
YWHAE,0.0635,-0.05,0.930848,0.960609,0.841616,NS,Discordant (Young Up / Old Down),FALSE
BCAP29,0.0559,0.0576,0.975406,0.96874,0.999984,NS,Concordant Up,TRUE
SOD2,-0.0509,-0.0624,0.984333,0.976485,0.999492,NS,Concordant Down,FALSE
PSMB4,0.069,0.0442,0.935119,0.976238,0.995229,NS,Concordant Up,FALSE
SNX2,-0.0541,-0.0588,0.969919,0.961927,0.999863,NS,Concordant Down,TRUE
UBXN6,0.0055,0.1074,0.999821,0.883828,0.942211,NS,Concordant Up,TRUE
PCBP2,-0.0394,0.0732,0.978598,0.91853,0.862045,NS,Discordant (Young Down / Old Up),FALSE
IARS2,0.0206,0.092,0.995674,0.894031,0.95949,NS,Concordant Up,FALSE
SBDS,0.0396,0.073,0.981005,0.929454,0.991168,NS,Concordant Up,FALSE
APEX1,-0.0365,0.0759,0.986627,0.932552,0.897757,NS,Discordant (Young Down / Old Up),TRUE
EIF4G1,0.0081,-0.1043,0.99902,0.765317,0.819626,NS,Discordant (Young Up / Old Down),FALSE
GORASP2,-0.0508,-0.0616,0.972978,0.956625,0.999252,NS,Concordant Down,TRUE
RCSD1,-0.0115,-0.1008,0.998934,0.89647,0.946852,NS,Concordant Down,FALSE
SMYD1,-0.0709,0.0413,0.972049,0.991265,0.950827,NS,Discordant (Young Down / Old Up),FALSE
NT5C3A,-0.0078,-0.1044,0.99933,0.83367,0.907717,NS,Concordant Down,FALSE
PGK1,0.0551,0.0569,0.962245,0.960666,0.999978,NS,Concordant Up,FALSE
SPR,-0.0072,-0.1046,0.999682,0.915039,0.951874,NS,Concordant Down,TRUE
P4HB,0.1047,0.0068,0.804847,0.999449,0.892895,NS,Concordant Up,FALSE
ATP2A1,0.0727,0.0387,0.95937,0.989661,0.994525,NS,Concordant Up,FALSE
SPTB,-0.026,-0.0854,0.995606,0.947195,0.983406,NS,Concordant Down,FALSE
GSS,-0.0259,-0.0855,0.993695,0.919648,0.975309,NS,Concordant Down,FALSE
TBC1D17,-0.0838,-0.0272,0.938913,0.994384,0.982256,NS,Concordant Down,TRUE
GALM,-0.0912,0.0197,0.912961,0.996781,0.913967,NS,Discordant (Young Down / Old Up),FALSE
METTL26,-0.1053,0.0055,0.913129,0.9998,0.933571,NS,Discordant (Young Down / Old Up),TRUE
PFDN4,0.0544,-0.0562,0.973129,0.970949,0.917164,NS,Discordant (Young Up / Old Down),TRUE
TIMM50,0.1049,0.0056,0.890876,0.999767,0.936601,NS,Concordant Up,TRUE
NIT1,-0.0274,-0.0831,0.99491,0.948126,0.984926,NS,Concordant Down,TRUE
CUL4A,-0.0333,-0.0771,0.985188,0.908854,0.982309,NS,Concordant Down,FALSE
PHB2,-0.0594,0.0508,0.954226,0.968357,0.885733,NS,Discordant (Young Down / Old Up),FALSE
YWHAQ,0.0796,0.0299,0.89223,0.987559,0.975147,NS,Concordant Up,TRUE
ACO1,-0.0092,-0.1,0.999166,0.871223,0.931098,NS,Concordant Down,FALSE
PPP3CA,-0.1046,-0.0046,0.86208,0.999808,0.919778,NS,Concordant Down,FALSE
LTBP3,0.0309,-0.0783,0.995707,0.967679,0.957626,NS,Discordant (Young Up / Old Down),TRUE
ARHGDIA,0.0061,-0.103,0.999557,0.826062,0.870622,NS,Discordant (Young Up / Old Down),FALSE
YWHAB,0.0704,0.0383,0.911153,0.977662,0.989579,NS,Concordant Up,FALSE
LUC7L2,-0.0613,-0.0469,0.959567,0.974535,0.998629,NS,Concordant Down,TRUE
SAMM50,-0.1007,-0.0075,0.839082,0.999386,0.913371,NS,Concordant Down,FALSE
NAPA,-0.059,-0.0491,0.925926,0.952337,0.99893,NS,Concordant Down,FALSE
LRRC47,-0.0639,-0.0442,0.945129,0.976167,0.997041,NS,Concordant Down,FALSE
RPS26,0.0224,0.0856,0.996891,0.949135,0.981834,NS,Concordant Up,FALSE
OPA3,0.0215,-0.0865,0.997624,0.953878,0.951836,NS,Discordant (Young Up / Old Down),TRUE
NUMA1,-0.1066,-0.0012,0.88268,0.999988,0.926306,NS,Concordant Down,TRUE
PCBP1,-0.0671,0.0405,0.927887,0.976931,0.869577,NS,Discordant (Young Down / Old Up),FALSE
RAD23B,0.0731,-0.0344,0.912905,0.983833,0.870109,NS,Discordant (Young Up / Old Down),FALSE
EIF2S2,0.0376,0.0697,0.985523,0.942603,0.9928,NS,Concordant Up,TRUE
STIM1,0.0881,0.0191,0.908912,0.996583,0.96492,NS,Concordant Up,TRUE
PCMT1,-0.0606,-0.0463,0.953662,0.975015,0.998522,NS,Concordant Down,FALSE
CD151,0.0207,-0.0861,0.997966,0.958188,0.956754,NS,Discordant (Young Up / Old Down),TRUE
KDM5B,-0.0714,0.0353,0.959669,0.990553,0.934745,NS,Discordant (Young Down / Old Up),TRUE
COPS5,-0.0311,-0.0755,0.990692,0.938889,0.986826,NS,Concordant Down,FALSE
COMT,0.0368,0.0696,0.986602,0.948422,0.992965,NS,Concordant Up,FALSE
ETFDH,0.0854,-0.0207,0.930311,0.996668,0.927545,NS,Discordant (Young Up / Old Down),FALSE
MTHFD1,0.0614,-0.0445,0.930837,0.967128,0.853015,NS,Discordant (Young Up / Old Down),FALSE
NUBP1,0.0039,0.1018,0.999934,0.918233,0.960879,NS,Concordant Up,TRUE
LCMT1,0.0132,0.0925,0.998865,0.927778,0.966685,NS,Concordant Up,TRUE
MAP2K3,0.0582,0.0473,0.954889,0.97219,0.999105,NS,Concordant Up,FALSE
EIF3F,0.0924,-0.013,0.883097,0.998283,0.900172,NS,Discordant (Young Up / Old Down),FALSE
TOLLIP,-0.0389,-0.0662,0.985142,0.954427,0.99525,NS,Concordant Down,FALSE
GSK3B,-0.0011,0.1039,0.999988,0.839112,0.898762,NS,Discordant (Young Down / Old Up),TRUE
STIP1,0.101,-0.0037,0.78588,0.999815,0.853296,NS,Discordant (Young Up / Old Down),FALSE
CHMP6,0.0757,0.0289,0.957448,0.993537,0.988858,NS,Concordant Up,TRUE
PALMD,0.1011,-0.0033,0.923315,0.999928,0.94263,NS,Discordant (Young Up / Old Down),TRUE
ALDH7A1,-0.0438,-0.0603,0.989012,0.97825,0.998968,NS,Concordant Down,TRUE
ATP5PO,0.092,0.012,0.890712,0.998612,0.948172,NS,Concordant Up,FALSE
PRDX1,0.0294,-0.0746,0.991965,0.942431,0.920823,NS,Discordant (Young Up / Old Down),FALSE
DPYSL2,0.0671,0.0368,0.938434,0.983897,0.99267,NS,Concordant Up,FALSE
SRI,0.0122,0.0913,0.998982,0.931122,0.966155,NS,Concordant Up,TRUE
PGAM1,-0.0566,0.0468,0.959896,0.974286,0.903255,NS,Discordant (Young Down / Old Up),FALSE
MICOS13,0.0121,0.0912,0.999196,0.94689,0.973291,NS,Concordant Up,TRUE
PRKAR2A,0.0781,-0.0251,0.895048,0.991512,0.876716,NS,Discordant (Young Up / Old Down),FALSE
SDHB,0.0357,-0.0673,0.986506,0.948107,0.912653,NS,Discordant (Young Up / Old Down),FALSE
GOT2,-0.0573,0.0457,0.959788,0.976144,0.906385,NS,Discordant (Young Down / Old Up),FALSE
CBX3,0.0466,0.0562,0.990916,0.97707,0.999692,NS,Concordant Up,TRUE
IVD,-0.0683,-0.0342,0.959965,0.991084,0.993851,NS,Concordant Down,FALSE
VPS26A,-0.0311,-0.0707,0.990727,0.943852,0.989337,NS,Concordant Down,TRUE
MYPN,0.0277,0.0737,0.997054,0.977453,0.994208,NS,Concordant Up,TRUE
VPS35,0.0709,0.0304,0.950302,0.991642,0.98979,NS,Concordant Up,TRUE
PARK7,0.0051,-0.0961,0.999681,0.842287,0.884332,NS,Discordant (Young Up / Old Down),FALSE
PPA1,0.0584,-0.0426,0.963138,0.981854,0.921121,NS,Discordant (Young Up / Old Down),FALSE
ELOB,-0.0425,0.0583,0.978405,0.958216,0.907959,NS,Discordant (Young Down / Old Up),FALSE
PFDN6,-0.0519,-0.0488,0.969657,0.974195,0.999937,NS,Concordant Down,FALSE
ZRANB2,-0.0748,0.0258,0.984477,0.998025,0.979059,NS,Discordant (Young Down / Old Up),TRUE
PTGES2,0.0377,0.0629,0.987285,0.962923,0.996308,NS,Concordant Up,FALSE
PDXK,-0.0329,-0.0672,0.986078,0.934133,0.98978,NS,Concordant Down,TRUE
GSTM3,-0.0449,0.0549,0.987512,0.981343,0.954755,NS,Discordant (Young Down / Old Up),FALSE
PSMD8,0.0971,0.0027,0.891606,0.999939,0.933612,NS,Concordant Up,TRUE
CRYZ,0.0456,0.0542,0.981819,0.974277,0.999595,NS,Concordant Up,FALSE
COQ5,0.0283,-0.0715,0.9946,0.962569,0.948277,NS,Discordant (Young Up / Old Down),FALSE
APOO,-0.0918,-0.0078,0.906723,0.999491,0.950241,NS,Concordant Down,FALSE
CKB,-0.034,-0.0654,0.985821,0.942835,0.992061,NS,Concordant Down,FALSE
SNTB2,-0.0294,-0.0695,0.990071,0.937757,0.98726,NS,Concordant Down,FALSE
ENSA,-0.0936,0.0051,0.926442,0.999824,0.945504,NS,Discordant (Young Down / Old Up),TRUE
TMX1,0.0923,-0.0064,0.920785,0.999694,0.939165,NS,Discordant (Young Up / Old Down),TRUE
FKBP1A,-0.0114,-0.087,0.99912,0.938929,0.969441,NS,Concordant Down,FALSE
FAH,0.0856,-0.0127,0.917988,0.998613,0.928442,NS,Discordant (Young Up / Old Down),FALSE
CAPN1,0.0452,-0.053,0.959982,0.944488,0.85701,NS,Discordant (Young Up / Old Down),FALSE
ST13,-0.0222,-0.0756,0.992606,0.894275,0.967689,NS,Concordant Down,FALSE
KPNA3,0.0971,5e-4,0.911027,0.999998,0.943382,NS,Concordant Up,TRUE
RMDN1,-0.0113,0.0863,0.999011,0.930356,0.939173,NS,Discordant (Young Down / Old Up),FALSE
ATP2B4,0.0431,-0.0545,0.982064,0.967275,0.927134,NS,Discordant (Young Up / Old Down),TRUE
FDPS,-0.0623,-0.0351,0.924481,0.979406,0.991966,NS,Concordant Down,FALSE
PSMD13,0.0867,-0.0103,0.859918,0.998625,0.886367,NS,Discordant (Young Up / Old Down),FALSE
NAXE,-0.0262,-0.0698,0.989908,0.915534,0.980009,NS,Concordant Down,FALSE
BCS1L,-0.0533,-0.0425,0.990507,0.991132,0.999698,NS,Concordant Down,TRUE
STT3A,0.002,-0.0937,0.999969,0.901589,0.935888,NS,Discordant (Young Up / Old Down),TRUE
NIPSNAP3B,-0.0015,-0.0941,0.999987,0.937746,0.959246,NS,Concordant Down,TRUE
EPHA2,0.0588,-0.0363,0.987598,0.995383,0.976789,NS,Discordant (Young Up / Old Down),TRUE
WDR1,0.0107,0.0841,0.998648,0.89228,0.94742,NS,Concordant Up,FALSE
SEC24C,0.085,-0.0094,0.913705,0.999167,0.927936,NS,Discordant (Young Up / Old Down),TRUE
BABAM2,-0.0344,-0.0593,0.988828,0.954585,0.995714,NS,Concordant Down,TRUE
DEPTOR,-0.0487,0.0447,0.984901,0.987713,0.959997,NS,Discordant (Young Down / Old Up),TRUE
CA2,-0.0036,-0.0895,0.999923,0.941935,0.963991,NS,Concordant Down,FALSE
EIF6,-0.0673,0.0252,0.945331,0.99333,0.927719,NS,Discordant (Young Down / Old Up),TRUE
CARS1,0.074,0.0182,0.952662,0.997469,0.982355,NS,Concordant Up,TRUE
ACOT13,0.0143,0.0778,0.998325,0.941608,0.974602,NS,Concordant Up,FALSE
ECHS1,0.0827,0.0093,0.913638,0.999175,0.957016,NS,Concordant Up,FALSE
XPNPEP1,0.049,-0.043,0.97297,0.980197,0.930809,NS,Discordant (Young Up / Old Down),FALSE
TPP2,0.0803,0.0115,0.915099,0.998669,0.960925,NS,Concordant Up,FALSE
EEF2,-0.0091,0.0826,0.998711,0.851733,0.878534,NS,Discordant (Young Down / Old Up),FALSE
SPRED2,-0.0708,0.0209,0.984866,0.998784,0.982427,NS,Discordant (Young Down / Old Up),FALSE
GPD1,-0.0501,-0.0412,0.974998,0.984039,0.999526,NS,Concordant Down,FALSE
EGLN1,0.0569,0.0343,0.989696,0.993147,0.998648,NS,Concordant Up,TRUE
CDV3,0.0341,0.0571,0.98957,0.966684,0.996744,NS,Concordant Up,TRUE
RRAS,-0.0625,-0.0286,0.962414,0.993079,0.993179,NS,Concordant Down,FALSE
GSPT1,0.0806,0.0105,0.918896,0.998862,0.959184,NS,Concordant Up,TRUE
EIF5A,0.0824,0.0085,0.907034,0.999275,0.952784,NS,Concordant Up,FALSE
THOP1,0.0346,-0.0561,0.985036,0.952678,0.91564,NS,Discordant (Young Up / Old Down),TRUE
VPS4A,0.016,-0.0744,0.997862,0.941159,0.942417,NS,Discordant (Young Up / Old Down),TRUE
ATP5ME,0.0694,-0.0208,0.951164,0.99633,0.943817,NS,Discordant (Young Up / Old Down),FALSE
SF3B2,0.0509,0.039,0.981195,0.988271,0.999331,NS,Concordant Up,TRUE
ANXA11,-0.0634,0.0265,0.928577,0.989777,0.901473,NS,Discordant (Young Down / Old Up),FALSE
CACNB1,-0.0544,-0.0354,0.964392,0.986313,0.997426,NS,Concordant Down,FALSE
PRKAR1A,0.0875,-0.0021,0.875315,0.999951,0.916285,NS,Discordant (Young Up / Old Down),FALSE
CLINT1,-0.0799,-0.0095,0.961365,0.999487,0.979038,NS,Concordant Down,TRUE
PGM1,-0.036,-0.0521,0.985155,0.967872,0.998135,NS,Concordant Down,FALSE
SUB1,0.0385,0.0494,0.981859,0.969668,0.99911,NS,Concordant Up,TRUE
HMGCL,0.0812,0.0067,0.940523,0.999662,0.966663,NS,Concordant Up,TRUE
GCDH,0.0206,-0.0668,0.99732,0.964172,0.960095,NS,Discordant (Young Up / Old Down),TRUE
AFG3L2,0.036,0.0513,0.98584,0.970384,0.998384,NS,Concordant Up,FALSE
MECR,-0.0267,-0.0605,0.994099,0.96732,0.993458,NS,Concordant Down,FALSE
DNPH1,-0.0481,0.0386,0.979695,0.987397,0.952145,NS,Discordant (Young Down / Old Up),TRUE
PABPC1,-0.0422,-0.0444,0.973029,0.970607,0.999957,NS,Concordant Down,FALSE
JSRP1,0.0649,0.0213,0.952932,0.995758,0.986797,NS,Concordant Up,FALSE
ADSS1,-0.0652,0.0208,0.940539,0.995075,0.929734,NS,Discordant (Young Down / Old Up),FALSE
PSMA2,0.0737,0.0116,0.937111,0.998779,0.971716,NS,Concordant Up,FALSE
OLA1,-0.0226,-0.0627,0.992551,0.932944,0.983202,NS,Concordant Down,FALSE
PACSIN2,-0.0208,0.0642,0.997806,0.964006,0.966463,NS,Discordant (Young Down / Old Up),TRUE
GNG12,0.0286,0.0561,0.994383,0.977392,0.99647,NS,Concordant Up,FALSE
NXN,0.0294,-0.055,0.992669,0.970698,0.952204,NS,Discordant (Young Up / Old Down),TRUE
SYNJ2,-0.0138,0.0705,0.99935,0.981948,0.981843,NS,Discordant (Young Down / Old Up),FALSE
UBE3A,0.0512,-0.0326,0.980404,0.991636,0.960396,NS,Discordant (Young Up / Old Down),TRUE
MTX1,-0.0503,0.0335,0.9751,0.989627,0.950363,NS,Discordant (Young Down / Old Up),TRUE
ENDOD1,0.0397,0.0439,0.980137,0.975972,0.999869,NS,Concordant Up,FALSE
HDGF,-0.0049,-0.0787,0.999777,0.926516,0.957393,NS,Concordant Down,FALSE
CDC34,0.0266,-0.0567,0.997569,0.988375,0.982326,NS,Discordant (Young Up / Old Down),TRUE
LAT,0.0182,0.0649,0.998203,0.975321,0.991445,NS,Concordant Up,FALSE
NUP133,-0.0683,-0.0144,0.98599,0.999261,0.993383,NS,Concordant Down,TRUE
DTD1,0.0815,-0.001,0.960735,0.999994,0.971247,NS,Discordant (Young Up / Old Down),TRUE
SLC25A4,-0.0352,0.0471,0.991029,0.983871,0.963893,NS,Discordant (Young Down / Old Up),FALSE
ALDH3A2,0.0528,-0.0287,0.972757,0.992776,0.954447,NS,Discordant (Young Up / Old Down),FALSE
USP14,0.0478,0.0335,0.953254,0.979346,0.997681,NS,Concordant Up,FALSE
SRP14,2e-4,-0.0808,1,0.941356,0.961161,NS,Discordant (Young Up / Old Down),TRUE
VCP,0.0767,0.0043,0.897305,0.999772,0.94236,NS,Concordant Up,FALSE
NPLOC4,0.0758,-0.0043,0.920816,0.999798,0.939401,NS,Discordant (Young Up / Old Down),TRUE
DDX17,-0.0155,-0.0646,0.997772,0.946388,0.981712,NS,Concordant Down,TRUE
DDX3X,0.0187,0.0612,0.997695,0.973228,0.991466,NS,Concordant Up,FALSE
IPO5,0.0719,-0.0076,0.894799,0.999172,0.916661,NS,Discordant (Young Up / Old Down),FALSE
TRMT10C,0.0605,0.019,0.967542,0.99674,0.989497,NS,Concordant Up,TRUE
COPS2,0.0524,-0.0264,0.958089,0.990843,0.933869,NS,Discordant (Young Up / Old Down),FALSE
ACSS1,-0.0256,-0.053,0.997454,0.978847,0.997482,NS,Concordant Down,TRUE
PGD,0.0739,0.0041,0.940915,0.999857,0.965992,NS,Concordant Up,FALSE
DUSP3,-0.0453,0.0326,0.975014,0.987998,0.947,NS,Discordant (Young Down / Old Up),FALSE
HADHA,0.0015,-0.0761,0.999978,0.925119,0.948134,NS,Discordant (Young Up / Old Down),FALSE
NIT2,-0.0046,-0.073,0.999735,0.911565,0.949558,NS,Concordant Down,FALSE
STRN3,0.0389,-0.0386,0.984653,0.983934,0.953435,NS,Discordant (Young Up / Old Down),TRUE
CAT,-0.0182,-0.0584,0.998323,0.98171,0.994165,NS,Concordant Down,FALSE
SH3GLB2,0.0553,0.0211,0.983319,0.996579,0.995005,NS,Concordant Up,TRUE
GAA,0.0137,-0.0626,0.998953,0.975876,0.975062,NS,Discordant (Young Up / Old Down),TRUE
ASPA,-0.0023,0.0737,0.999974,0.957861,0.97382,NS,Discordant (Young Down / Old Up),TRUE
PAICS,0.0693,0.0064,0.92356799999999994,0.999516,0.960328,NS,Concordant Up,FALSE
SNRPD2,-0.0424,0.0332,0.988166,0.991244,0.96998,NS,Discordant (Young Down / Old Up),TRUE
AGL,0.0346,0.0399,0.984888,0.97999,0.999785,NS,Concordant Up,FALSE
LACTB2,0.0686,-0.0058,0.963245,0.999727,0.967348,NS,Discordant (Young Up / Old Down),TRUE
SAR1B,0.0218,-0.0523,0.995337,0.970799,0.958226,NS,Discordant (Young Up / Old Down),FALSE
COPS6,0.0388,-0.0348,0.979812,0.984509,0.947017,NS,Discordant (Young Up / Old Down),FALSE
STRAP,0.056,0.017,0.941441,0.995725,0.982826,NS,Concordant Up,FALSE
RPL7A,0.0343,0.0387,0.993802,0.992517,0.999935,NS,Concordant Up,TRUE
PGP,0.0649,-0.0079,0.940958,0.999333,0.951006,NS,Discordant (Young Up / Old Down),FALSE
FECH,0.0399,0.0328,0.983722,0.989535,0.999689,NS,Concordant Up,FALSE
GMPR,0.0545,-0.0179,0.97855,0.997963,0.973939,NS,Discordant (Young Up / Old Down),FALSE
SERPINF2,0.0017,0.0705,0.999988,0.969266,0.982506,NS,Concordant Up,TRUE
UBA2,-0.0029,0.069,0.999951,0.95991,0.974105,NS,Discordant (Young Down / Old Up),TRUE
RAB10,-8e-4,-0.071,0.999994,0.942968,0.96278300000000006,NS,Concordant Down,FALSE
CAB39,-0.0434,0.0282,0.972799,0.989527,0.947125,NS,Discordant (Young Down / Old Up),FALSE
RYR1,0.0119,-0.0594,0.998496,0.956228,0.956373,NS,Discordant (Young Up / Old Down),FALSE
TRAP1,0.024,-0.0462,0.995595,0.982995,0.971725,NS,Discordant (Young Up / Old Down),FALSE
CD59,0.0207,-0.0494,0.995379,0.971319,0.958803,NS,Discordant (Young Up / Old Down),FALSE
ATP5F1E,0.029,-0.0408,0.9932,0.986389,0.970876,NS,Discordant (Young Up / Old Down),FALSE
PBXIP1,0.0437,-0.0261,0.978693,0.993093,0.961577,NS,Discordant (Young Up / Old Down),FALSE
NDRG2,0.0096,-0.0598,0.999264,0.967125,0.96938,NS,Discordant (Young Up / Old Down),FALSE
CKM,-0.0109,-0.0584,0.998555,0.949368,0.978368,NS,Concordant Down,FALSE
LGALS1,-0.0678,0.0015,0.972748,0.999989,0.980936,NS,Discordant (Young Down / Old Up),FALSE
RAB1A,-0.0352,-0.0338,0.985636,0.986429,0.999986,NS,Concordant Down,TRUE
UGGT1,-0.0319,-0.0367,0.992772,0.989738,0.99989,NS,Concordant Down,TRUE
AARSD1,-0.0268,-0.0417,0.996334,0.990742,0.999218,NS,Concordant Down,TRUE
DPT,-0.0332,0.035,0.998044,0.995448,0.99244,NS,Discordant (Young Down / Old Up),TRUE
MOB1A,-0.042,-0.0262,0.990464,0.99551,0.999017,NS,Concordant Down,TRUE
OGDH,0.0652,-0.0027,0.940232,0.999925,0.957808,NS,Discordant (Young Up / Old Down),FALSE
VTA1,0.0142,-0.0531,0.998182,0.970969,0.96762,NS,Discordant (Young Up / Old Down),TRUE
TMED1,0.001,0.0659,0.999994,0.965575,0.97975,NS,Concordant Up,TRUE
ARF4,0.0469,-0.0195,0.988898,0.998196,0.984358,NS,Discordant (Young Up / Old Down),TRUE
SCRN2,-0.0573,0.0091,0.982924,0.999614,0.984215,NS,Discordant (Young Down / Old Up),TRUE
PGLS,-0.005,-0.0613,0.999855,0.971217,0.984696,NS,Concordant Down,TRUE
PSMA1,0.0618,0.0045,0.920925,0.99971,0.957304,NS,Concordant Up,FALSE
CUL2,0.0599,0.0061,0.969752,0.999712,0.983243,NS,Concordant Up,TRUE
TRIM28,0.0228,0.0429,0.996025,0.981868,0.997677,NS,Concordant Up,TRUE
BZW2,0.0116,-0.0541,0.99831,0.956576,0.955708,NS,Discordant (Young Up / Old Down),FALSE
PDCD6IP,0.0601,0.0055,0.93975,0.999621,0.968561,NS,Concordant Up,FALSE
HSD17B10,0.054,-0.0114,0.970442,0.99889,0.970601,NS,Discordant (Young Up / Old Down),FALSE
CTNNA1,-0.0471,0.0179,0.992972,0.998543,0.988839,NS,Discordant (Young Down / Old Up),TRUE
ECI2,0.0501,-0.0146,0.978679,0.998407,0.975548,NS,Discordant (Young Up / Old Down),FALSE
PALLD,0.0414,0.0231,0.992554,0.997721,0.999028,NS,Concordant Up,TRUE
CHMP2A,0.0547,-0.0097,0.957371,0.998886,0.959664,NS,Discordant (Young Up / Old Down),TRUE
MRPL40,0.0216,0.0424,0.997679,0.988698,0.998382,NS,Concordant Up,TRUE
HCCS,0.0557,0.008,0.967307,0.999389,0.983535,NS,Concordant Up,TRUE
PPP2CA,0.0505,0.0129,0.951221,0.997476,0.983462,NS,Concordant Up,FALSE
RAC1,0.0066,-0.0567,0.999396,0.943166,0.952159,NS,Discordant (Young Up / Old Down),FALSE
FAHD2A,0.0106,-0.0524,0.999551,0.986094,0.987202,NS,Discordant (Young Up / Old Down),TRUE
DLD,0.0173,-0.0454,0.996409,0.972678,0.962998,NS,Discordant (Young Up / Old Down),FALSE
SRL,-0.0182,-0.0443,0.99612,0.97498,0.99446,NS,Concordant Down,FALSE
MTARC2,-0.017,0.0453,0.997757,0.982124,0.976601,NS,Discordant (Young Down / Old Up),TRUE
FERMT2,0.0069,-0.0554,0.999682,0.976265,0.979418,NS,Discordant (Young Up / Old Down),TRUE
COPS3,-0.0369,0.0251,0.975688,0.989771,0.950788,NS,Discordant (Young Down / Old Up),FALSE
DNM1L,0.0134,-0.0485,0.998058,0.971048,0.967006,NS,Discordant (Young Up / Old Down),FALSE
FHOD1,0.0596,0.0021,0.953643,0.999956,0.972055,NS,Concordant Up,FALSE
ELOC,-0.0123,0.0488,0.998205,0.967183,0.964194,NS,Discordant (Young Down / Old Up),FALSE
ACSL1,-0.0061,-0.0547,0.999635,0.965765,0.982075,NS,Concordant Down,FALSE
CSTB,-0.0252,0.0351,0.995219,0.990666,0.979914,NS,Discordant (Young Down / Old Up),FALSE
GRHPR,0.0415,0.0187,0.973705,0.995391,0.995113,NS,Concordant Up,FALSE
PTRHD1,0.0046,0.0556,0.999838,0.973837,0.985012,NS,Concordant Up,TRUE
AK2,-0.0517,-0.0083,0.97247,0.999412,0.987412,NS,Concordant Down,FALSE
NEDD8,-0.0075,0.0525,0.999583,0.977243,0.97934,NS,Discordant (Young Down / Old Up),FALSE
CAVIN4,0.0468,0.0128,0.981635,0.99877,0.993641,NS,Concordant Up,TRUE
LTA4H,-0.016,-0.0433,0.997136,0.976954,0.994074,NS,Concordant Down,FALSE
PSMB2,0.0555,-0.0037,0.95001,0.999829,0.962756,NS,Discordant (Young Up / Old Down),FALSE
TIMM44,0.0283,0.0308,0.992722,0.991488,0.999962,NS,Concordant Up,FALSE
RPL27A,0.0469,-0.0122,0.988479,0.999315,0.987615,NS,Discordant (Young Up / Old Down),TRUE
EHD1,-0.0107,-0.0484,0.998766,0.971134,0.988531,NS,Concordant Down,FALSE
COQ6,0.0189,-0.039,0.99695,0.986369,0.978445,NS,Discordant (Young Up / Old Down),FALSE
NSFL1C,0.0189,-0.0388,0.994908,0.97697,0.963258,NS,Discordant (Young Up / Old Down),FALSE
MYH8,0.0451,0.0125,0.994836,0.999612,0.998132,NS,Concordant Up,TRUE
CAND1,0.057,4e-4,0.970524,0.999999,0.980759,NS,Concordant Up,FALSE
CFL2,0.0122,0.0452,0.998181,0.971355,0.990092,NS,Concordant Up,FALSE
SUCLA2,0.0491,0.008,0.971141,0.999372,0.986967,NS,Concordant Up,FALSE
NAP1L4,-0.0331,-0.0239,0.985155,0.992759,0.999308,NS,Concordant Down,FALSE
PRPS1,-0.0104,-0.0465,0.999283,0.984476,0.993668,NS,Concordant Down,FALSE
DNPEP,-0.0304,0.0264,0.987937,0.99133,0.969495,NS,Discordant (Young Down / Old Up),FALSE
ALYREF,-0.0451,-0.0111,0.988841,0.999344,0.995618,NS,Concordant Down,TRUE
ACO2,0.0347,-0.0214,0.98459700000000006,0.99461,0.971397,NS,Discordant (Young Up / Old Down),FALSE
COPS8,-0.027,-0.029,0.99248,0.990952,0.999973,NS,Concordant Down,TRUE
CNPY2,-0.0153,-0.0405,0.998727,0.986242,0.997137,NS,Concordant Down,TRUE
TPI1,-0.043,0.0125,0.975056,0.998232,0.971656,NS,Discordant (Young Down / Old Up),FALSE
BABAM1,-0.0016,0.0538,0.99998,0.967989,0.979836,NS,Discordant (Young Down / Old Up),TRUE
RBL1,-0.0233,0.0316,0.99705,0.992918,0.986633,NS,Discordant (Young Down / Old Up),TRUE
GPX4,-8e-4,-0.0541,0.999993,0.966248,0.977955,NS,Concordant Down,FALSE
PIN1,0.0088,0.0456,0.999463,0.981622,0.992534,NS,Concordant Up,TRUE
