gene,logFC_Training_Young,logFC_Training_Old,pi_score_Young,pi_score_Old,pi_score_Interaction,significance,quadrant,imputed
TMEM198,0.143,-0.1427,0.879773,0.884708,0.674109,NS,Discordant (Young Up / Old Down),FALSE
PLN,0.143,-0.1425,0.878297,0.883661,0.670888,NS,Discordant (Young Up / Old Down),FALSE
RPL8,0.0519,0.2334,0.988925,0.739328,0.896077,NS,Concordant Up,TRUE
RTN4IP1,0.2585,-0.0267,0.68737,0.996161,0.702185,NS,Discordant (Young Up / Old Down),TRUE
PARVB,-0.215,-0.07,0.547332,0.951822,0.8561,NS,Concordant Down,TRUE
TRIM54,-0.1984,0.0862,0.660488,0.943168,0.548898,NS,Discordant (Young Down / Old Up),TRUE
TBCB,0.2631,0.0214,0.269657,0.995916,0.541196,NS,Concordant Up,FALSE
RPL30,0.1635,0.1203,0.851717,0.925796,0.993985,NS,Concordant Up,FALSE
DCTN4,0.2003,0.0833,0.672608,0.944144,0.926693,NS,Concordant Up,TRUE
CAMK2B,0.0657,0.2176,0.960243,0.52682,0.843394,NS,Concordant Up,FALSE
CA3,0.2101,-0.073,0.487167,0.945574,0.414843,NS,Discordant (Young Up / Old Down),FALSE
PDXP,0.1654,-0.1176,0.880724,0.891938,0.699224,NS,Discordant (Young Up / Old Down),TRUE
RTCA,-0.063,-0.2199,0.950225,0.375871,0.769203,NS,Concordant Down,FALSE
DGLUCY,-0.2498,-0.0328,0.499765,0.992884,0.738676,NS,Concordant Down,TRUE
RPS4X,0.097,0.1852,0.889141,0.587892,0.942188,NS,Concordant Up,FALSE
RPS5,-0.1422,0.1398,0.778161,0.794216,0.454112,NS,Discordant (Young Down / Old Up),FALSE
HADH,-0.1683,-0.1133,0.560211,0.810947,0.974083,NS,Concordant Down,FALSE
CACYBP,0.2212,0.0604,0.619731,0.974588,0.865076,NS,Concordant Up,TRUE
ATIC,0.2013,0.0799,0.375939,0.90674,0.846357,NS,Concordant Up,FALSE
RPS3A,0.0125,0.2682,0.998688,0.304099,0.525196,NS,Concordant Up,FALSE
BCAP31,0.2138,0.0668,0.256862,0.927883,0.734252,NS,Concordant Up,FALSE
MYO18A,0.2116,0.0676,0.722924,0.977202,0.920956,NS,Concordant Up,TRUE
HEBP1,-0.092,0.1871,0.908635,0.595116,0.432029,NS,Discordant (Young Down / Old Up),TRUE
ADIPOQ,0.1487,-0.1302,0.7748,0.818885,0.476145,NS,Discordant (Young Up / Old Down),TRUE
LAMP2,-0.1436,-0.1352,0.868275,0.871196,0.99974,NS,Concordant Down,TRUE
CTSZ,0.2704,-0.0079,0.518163,0.999618,0.620057,NS,Discordant (Young Up / Old Down),TRUE
FXN,-0.1322,-0.1459,0.839974,0.8032,0.999082,NS,Concordant Down,TRUE
UBE2K,-0.0954,-0.1826,0.88199,0.538946,0.93636,NS,Concordant Down,TRUE
HSDL2,-0.186,-0.0917,0.575492,0.907398,0.934184,NS,Concordant Down,FALSE
ARCN1,0.2709,-0.0059,0.450058,0.999775,0.580122,NS,Discordant (Young Up / Old Down),TRUE
FDXR,-0.2679,0.0087,0.828517,0.999558,0.829038,NS,Discordant (Young Down / Old Up),TRUE
HNRNPA2B1,-0.2718,0.0047,0.3433,0.999846,0.521387,NS,Discordant (Young Down / Old Up),FALSE
NPEPL1,0.1217,0.1547,0.903353,0.844715,0.995876,NS,Concordant Up,FALSE
PPP2R5A,-0.2715,0.0045,0.574129,0.999898,0.68147,NS,Discordant (Young Down / Old Up),TRUE
PRPSAP2,-0.2353,-0.0402,0.599956,0.989922,0.811467,NS,Concordant Down,TRUE
PIP4K2B,-0.1945,-0.0802,0.528054,0.919748,0.890941,NS,Concordant Down,TRUE
QKI,0.0307,0.2439,0.996617,0.710167,0.861745,NS,Concordant Up,TRUE
HSPA14,-0.079,0.1954,0.967559,0.670156,0.656039,NS,Discordant (Young Down / Old Up),TRUE
COA6,-0.2621,0.0112,0.386804,0.999133,0.539679,NS,Discordant (Young Down / Old Up),FALSE
CAND2,0.2239,-0.0491,0.51077,0.98066,0.525258,NS,Discordant (Young Up / Old Down),FALSE
MCCC1,-0.1355,-0.1374,0.869872,0.857342,0.999985,NS,Concordant Down,TRUE
TFG,0.1952,0.0775,0.569378,0.93885,0.900258,NS,Concordant Up,TRUE
GPHN,-0.0807,-0.1914,0.959167,0.684756,0.941063,NS,Concordant Down,TRUE
TALDO1,-0.1171,-0.1539,0.766063,0.607174,0.987903,NS,Concordant Down,FALSE
MRPS18B,0.099,0.1716,0.909505,0.701945,0.968954,NS,Concordant Up,TRUE
SEC31A,0.149,0.1209,0.816187,0.834857,0.995898,NS,Concordant Up,TRUE
BABAM2,-0.2095,-0.0604,0.730469,0.976766,0.903501,NS,Concordant Down,TRUE
MAPK1,0.0666,0.2026,0.928557,0.343041,0.783284,NS,Concordant Up,FALSE
EPHX1,0.2498,-0.0191,0.52227,0.997856,0.629576,NS,Discordant (Young Up / Old Down),FALSE
ATP6V1G1,0.0461,-0.2227,0.976093,0.297442,0.35653,NS,Discordant (Young Up / Old Down),TRUE
PDLIM1,-0.1385,-0.1299,0.883267,0.902092,0.99975,NS,Concordant Down,FALSE
PCCB,0.2443,0.0241,0.49957,0.995795,0.708175,NS,Concordant Up,TRUE
DTNA,-0.0558,-0.212,0.959607,0.383461,0.757992,NS,Concordant Down,FALSE
PARVA,-0.0952,-0.1725,0.938824,0.73034,0.97118,NS,Concordant Down,TRUE
RPA3,-0.2527,0.0148,0.529756,0.998665,0.632505,NS,Discordant (Young Down / Old Up),TRUE
GART,0.2227,0.0443,0.291946,0.973566,0.653657,NS,Concordant Up,TRUE
THNSL1,0.2523,-0.0145,0.850948,0.998802,0.844263,NS,Discordant (Young Up / Old Down),TRUE
CDS2,0.19,-0.0765,0.664899,0.944873,0.543592,NS,Discordant (Young Up / Old Down),TRUE
MDH1,-0.1393,-0.127,0.665094,0.733906,0.99875,NS,Concordant Down,FALSE
UBL5,-0.2502,-0.0158,0.357756,0.997971,0.596328,NS,Concordant Down,TRUE
MOCS2,-0.2405,-0.0251,0.598762,0.995696,0.759669,NS,Concordant Down,TRUE
SDHC,0.1119,-0.1535,0.946101,0.894834,0.78051,NS,Discordant (Young Up / Old Down),TRUE
ECPAS,0.1817,-0.0833,0.375536,0.873052,0.232032,NS,Discordant (Young Up / Old Down),FALSE
MTX2,-0.2582,-0.0068,0.3027,0.999626,0.522756,NS,Concordant Down,FALSE
MEMO1,0.2023,0.0626,0.56733,0.965293,0.867834,NS,Concordant Up,FALSE
RPL23A,-0.0107,0.2541,0.999264,0.490062,0.612501,NS,Discordant (Young Down / Old Up),FALSE
SUCLG2,-0.1682,-0.0965,0.814198,0.945527,0.980019,NS,Concordant Down,FALSE
PRKAA2,0.2422,0.0224,0.206849,0.994064,0.492881,NS,Concordant Up,FALSE
HNRNPK,-0.1822,-0.0814,0.474299,0.904411,0.898964,NS,Concordant Down,FALSE
PGRMC2,0.1252,-0.1381,0.870476,0.846478,0.613485,NS,Discordant (Young Up / Old Down),FALSE
SUOX,-0.0793,-0.184,0.940668,0.656664,0.929915,NS,Concordant Down,FALSE
RAB5B,-0.1091,-0.154,0.855593,0.699698,0.985958,NS,Concordant Down,TRUE
SRSF1,-0.2373,0.0254,0.750568,0.99614,0.747016,NS,Discordant (Young Down / Old Up),TRUE
PREB,0.2524,-0.0098,0.427121,0.99912,0.51544,NS,Discordant (Young Up / Old Down),TRUE
ADSL,-0.1556,-0.1063,0.688882,0.866827,0.983027,NS,Concordant Down,FALSE
VDAC2,-0.2171,0.044,0.396166,0.979282,0.427182,NS,Discordant (Young Down / Old Up),FALSE
OPLAH,-0.1687,-0.0921,0.662769,0.900527,0.9577,NS,Concordant Down,TRUE
LAP3,0.1909,0.0696,0.373675,0.922979,0.828078,NS,Concordant Up,FALSE
ACSL3,0.2332,-0.0266,0.325656,0.992873,0.428038,NS,Discordant (Young Up / Old Down),FALSE
PPP1CB,0.0674,0.1921,0.965865,0.692646,0.916469,NS,Concordant Up,FALSE
SGCB,-0.1096,-0.1498,0.804425,0.639931,0.985902,NS,Concordant Down,FALSE
NUDT3,-0.1476,-0.1117,0.732532,0.861078,0.9917,NS,Concordant Down,TRUE
KPNB1,0.2484,0.0104,0.131609,0.99864,0.35419,NS,Concordant Up,FALSE
EHD2,-0.2126,-0.0462,0.325087,0.97225,0.701242,NS,Concordant Down,FALSE
S100A10,0.1554,0.1032,0.744659,0.897967,0.98401,NS,Concordant Up,FALSE
SH3GLB1,0.1228,-0.1358,0.848525,0.812031,0.547425,NS,Discordant (Young Up / Old Down),TRUE
STX4,-0.1761,-0.0821,0.878756,0.946507,0.971542,NS,Concordant Down,TRUE
SZRD1,-0.2101,-0.0479,0.647403,0.983421,0.856216,NS,Concordant Down,TRUE
EIF3I,0.1365,0.1214,0.776577,0.81812,0.998586,NS,Concordant Up,TRUE
HSP90AB1,0.1893,0.0682,0.423795,0.933163,0.843797,NS,Concordant Up,FALSE
RPS20,0.0638,0.1937,0.961839,0.609328,0.885032,NS,Concordant Up,FALSE
C3,0.2282,-0.0291,0.702079,0.99618,0.749878,NS,Discordant (Young Up / Old Down),FALSE
EIF1,0.1012,-0.1561,0.913715,0.780945,0.603878,NS,Discordant (Young Up / Old Down),TRUE
CYB5B,0.0518,-0.2051,0.986275,0.737759,0.728568,NS,Discordant (Young Up / Old Down),TRUE
SNX5,0.0726,-0.1843,0.989106,0.845388,0.870277,NS,Discordant (Young Up / Old Down),TRUE
OCIAD1,-0.2219,-0.0346,0.343807,0.986536,0.662204,NS,Concordant Down,TRUE
FXR1,0.1014,0.1549,0.939243,0.847147,0.989288,NS,Concordant Up,TRUE
GANAB,0.2146,-0.041,0.298571,0.977693,0.34014,NS,Discordant (Young Up / Old Down),FALSE
EIF3L,0.1367,0.1188,0.82291,0.871671,0.998394,NS,Concordant Up,TRUE
PCYOX1,-0.1324,-0.1229,0.820381,0.852868,0.999529,NS,Concordant Down,FALSE
RAB1B,0.1599,-0.0952,0.768134,0.926831,0.614693,NS,Discordant (Young Up / Old Down),FALSE
RPS25,0.0438,0.2112,0.983361,0.549182,0.806404,NS,Concordant Up,FALSE
KLC1,0.1147,0.1399,0.925402,0.814543,0.99745,NS,Concordant Up,TRUE
CACNA1S,-0.0823,-0.1721,0.931674,0.681169,0.94653,NS,Concordant Down,FALSE
RPS27,0.2196,0.0348,0.411276,0.988087,0.711161,NS,Concordant Up,FALSE
CES2,0.1754,0.0785,0.857053,0.970779,0.970876,NS,Concordant Up,TRUE
TMEM38A,-0.1279,-0.126,0.887449,0.895187,0.999986,NS,Concordant Down,FALSE
CAMK2A,-0.0268,0.2265,0.996441,0.679799,0.732896,NS,Discordant (Young Down / Old Up),TRUE
PRKCQ,0.0875,-0.1654,0.951016,0.737783,0.656116,NS,Discordant (Young Up / Old Down),TRUE
HBS1L,0.0861,0.1664,0.918286,0.653414,0.952918,NS,Concordant Up,TRUE
CTSD,-0.0948,-0.1572,0.891959,0.694313,0.971987,NS,Concordant Down,FALSE
SH3BGRL3,-0.0167,0.2348,0.99828,0.504739,0.63865,NS,Discordant (Young Down / Old Up),TRUE
LUM,-0.1262,0.1252,0.873197,0.879966,0.657516,NS,Discordant (Young Down / Old Up),FALSE
TUBA4A,0.0854,0.1649,0.923581,0.698672,0.957649,NS,Concordant Up,FALSE
HNRNPU,0.0249,-0.2247,0.994999,0.503146,0.577689,NS,Discordant (Young Up / Old Down),FALSE
PFDN1,-0.2038,-0.0455,0.486939,0.977668,0.785778,NS,Concordant Down,TRUE
GNPDA1,-0.1385,-0.1108,0.747349,0.846709,0.994722,NS,Concordant Down,TRUE
GCLM,-0.1135,0.1356,0.930794,0.892222,0.753176,NS,Discordant (Young Down / Old Up),TRUE
NUCKS1,-0.1305,-0.1178,0.754145,0.810108,0.998863,NS,Concordant Down,FALSE
PAK2,0.1872,0.0605,0.569393,0.962565,0.875209,NS,Concordant Up,FALSE
EWSR1,0.0794,-0.1681,0.947601,0.631447,0.569236,NS,Discordant (Young Up / Old Down),TRUE
RPL3L,0.0886,0.1588,0.969198,0.894064,0.987033,NS,Concordant Up,TRUE
RPA1,-0.1357,-0.1117,0.835963,0.870027,0.99696,NS,Concordant Down,TRUE
CHCHD7,-0.2295,-0.0177,0.61387100000000006,0.998174,0.776339,NS,Concordant Down,TRUE
STAC3,-0.0846,0.1624,0.950431,0.772893,0.668868,NS,Discordant (Young Down / Old Up),TRUE
DCXR,-0.1085,-0.1383,0.902176,0.841057,0.995776,NS,Concordant Down,FALSE
RALA,-0.2399,-0.0069,0.349724,0.999591,0.566691,NS,Concordant Down,FALSE
ALDH5A1,-0.1713,-0.075,0.671999,0.946346,0.937901,NS,Concordant Down,FALSE
IDH1,-0.1481,-0.0981,0.622986,0.847737,0.976807,NS,Concordant Down,FALSE
PPP1R3A,0.0655,0.1807,0.956849,0.635723,0.904992,NS,Concordant Up,FALSE
ME1,-0.0691,-0.1769,0.943233,0.595114,0.903908,NS,Concordant Down,FALSE
CYB5R3,0.209,-0.0366,0.433533,0.986109,0.483932,NS,Discordant (Young Up / Old Down),FALSE
TUBA8,-0.1586,0.0868,0.633729,0.902461,0.455032,NS,Discordant (Young Down / Old Up),FALSE
QARS1,0.1684,0.0767,0.452192,0.89596,0.898376,NS,Concordant Up,FALSE
HBA1,0.1412,0.1037,0.907517,0.953802,0.996105,NS,Concordant Up,FALSE
KPNA4,0.1596,0.0852,0.52716,0.877106,0.939736,NS,Concordant Up,FALSE
IPO7,0.1681,-0.0765,0.722665,0.950837,0.61822,NS,Discordant (Young Up / Old Down),FALSE
SYNJ2BP,-0.2417,-0.0028,0.379962,0.999937,0.577778,NS,Concordant Down,FALSE
RAP1B,0.2279,0.0165,0.329873,0.997271,0.586952,NS,Concordant Up,FALSE
MPC1,-0.0194,-0.2246,0.997292,0.549138,0.739173,NS,Concordant Down,TRUE
TRIM25,-0.1698,-0.0738,0.831448,0.962297,0.962081,NS,Concordant Down,TRUE
GSK3A,-0.0525,-0.1911,0.981725,0.663799,0.895487,NS,Concordant Down,TRUE
KHSRP,-0.1349,-0.1084,0.825522,0.883564,0.99619,NS,Concordant Down,TRUE
PLS3,-0.0633,0.1798,0.977195,0.720701,0.706689,NS,Discordant (Young Down / Old Up),TRUE
THAP4,0.148,0.095,0.809085,0.921753,0.985463,NS,Concordant Up,TRUE
SLC35A4,-0.117,0.1258,0.886071,0.863524,0.653334,NS,Discordant (Young Down / Old Up),TRUE
PDP1,-0.1041,0.1383,0.923934,0.862492,0.705667,NS,Discordant (Young Down / Old Up),TRUE
ASPH,0.1467,0.0955,0.889705,0.954711,0.99177,NS,Concordant Up,TRUE
NDUFAF2,-0.2389,-0.0031,0.666129,0.999944,0.752518,NS,Concordant Down,TRUE
CHMP5,-0.188,-0.0537,0.844909,0.981727,0.937229,NS,Concordant Down,TRUE
GALK1,0.0544,-0.1872,0.981298,0.69925,0.68932,NS,Discordant (Young Up / Old Down),TRUE
TMCO1,0.062,-0.1791,0.963668,0.660464,0.587161,NS,Discordant (Young Up / Old Down),FALSE
DPYSL3,-0.0776,-0.1627,0.959504,0.809265,0.967587,NS,Concordant Down,FALSE
NDUFA13,-0.2204,0.0199,0.542915,0.997217,0.639412,NS,Discordant (Young Down / Old Up),FALSE
CRYBG3,0.0035,-0.2367,0.999976,0.87547,0.911348,NS,Discordant (Young Up / Old Down),TRUE
BBS4,-0.0835,-0.1566,0.956808,0.840131,0.978496,NS,Concordant Down,FALSE
ORM1,0.2381,-0.0014,0.745215,0.999993,0.829732,NS,Discordant (Young Up / Old Down),FALSE
CAPNS1,0.1328,0.1066,0.544618,0.716746,0.991334,NS,Concordant Up,FALSE
COPS7A,0.2258,-0.0136,0.347402,0.998128,0.483916,NS,Discordant (Young Up / Old Down),TRUE
MRPL46,-0.1672,0.0721,0.805313,0.96107,0.705687,NS,Discordant (Young Down / Old Up),TRUE
PRDX5,0.1575,0.0816,0.618708,0.909934,0.948753,NS,Concordant Up,FALSE
DAG1,-0.1182,-0.1202,0.797832,0.798969,0.999974,NS,Concordant Down,FALSE
SGCA,-0.1129,-0.1254,0.811011,0.772808,0.998859,NS,Concordant Down,FALSE
PSMD9,0.1693,0.0688,0.601363,0.944224,0.914537,NS,Concordant Up,FALSE
PAFAH1B1,0.1847,-0.0534,0.660963,0.977102,0.633183,NS,Discordant (Young Up / Old Down),FALSE
FUNDC2,-0.0359,-0.2019,0.986053,0.477101,0.753294,NS,Concordant Down,FALSE
RPL10A,0.1389,0.0987,0.891599,0.949721,0.994674,NS,Concordant Up,FALSE
ESYT2,0.1344,0.1025,0.869505,0.894454,0.995149,NS,Concordant Up,TRUE
NOL3,-0.117,-0.1198,0.865108,0.863487,0.999959,NS,Concordant Down,FALSE
SFPQ,-0.1086,0.1279,0.924328,0.888336,0.737455,NS,Discordant (Young Down / Old Up),TRUE
EEF1A2,0.17,0.0665,0.737604,0.966445,0.940975,NS,Concordant Up,FALSE
FYCO1,0.23,-0.0064,0.623613,0.999769,0.727155,NS,Discordant (Young Up / Old Down),TRUE
BCKDHA,-0.1088,-0.1274,0.931317,0.886723,0.99873,NS,Concordant Down,TRUE
PDLIM3,0.1913,0.0449,0.693557,0.986555,0.886243,NS,Concordant Up,FALSE
PPP1R7,-0.0328,-0.2033,0.990405,0.555064,0.786153,NS,Concordant Down,FALSE
HSPA4,0.2082,0.0277,0.303779,0.989963,0.618461,NS,Concordant Up,FALSE
CSNK2A1,0.1524,0.0826,0.801548,0.948983,0.975747,NS,Concordant Up,FALSE
PXN,0.2346,3e-4,0.679228,0.999999,0.733586,NS,Concordant Up,TRUE
GUK1,-0.2314,-0.0033,0.83138,0.999938,0.852653,NS,Concordant Down,TRUE
TFAM,0.0967,-0.1379,0.929243,0.847769,0.697431,NS,Discordant (Young Up / Old Down),TRUE
SOD1,-0.0719,-0.1621,0.939685,0.666746,0.936401,NS,Concordant Down,FALSE
HSPBP1,0.0394,-0.1945,0.991194,0.68059,0.722844,NS,Discordant (Young Up / Old Down),TRUE
ACTR3,0.1345,0.0992,0.666973,0.832229,0.988249,NS,Concordant Up,FALSE
MAPRE1,0.0917,0.142,0.938833,0.823708,0.987946,NS,Concordant Up,TRUE
HSPA5,0.1583,0.0751,0.55695,0.912401,0.927226,NS,Concordant Up,FALSE
AHCYL2,0.1795,0.0538,0.52342,0.96268,0.845181,NS,Concordant Up,TRUE
COQ7,-0.1082,-0.1246,0.798558,0.738581,0.997719,NS,Concordant Down,FALSE
TST,-0.0593,-0.1731,0.970502,0.715551,0.921512,NS,Concordant Down,FALSE
UBE2M,-0.1225,-0.1096,0.733672,0.798506,0.998578,NS,Concordant Down,FALSE
FUBP1,-0.1266,-0.1054,0.79946,0.865024,0.997065,NS,Concordant Down,TRUE
PLAA,0.1173,-0.1143,0.783034,0.803115,0.464123,NS,Discordant (Young Up / Old Down),FALSE
APPL1,0.1964,0.035,0.45141,0.985487,0.741704,NS,Concordant Up,TRUE
ALB,0.2088,-0.0223,0.613172,0.996676,0.687736,NS,Discordant (Young Up / Old Down),FALSE
TMEM126A,-0.1178,-0.1132,0.855949,0.870642,0.999886,NS,Concordant Down,TRUE
CD38,-0.1696,-0.0613,0.812881,0.978675,0.952024,NS,Concordant Down,TRUE
CHCHD3,-0.1744,-0.0561,0.578341,0.964212,0.878465,NS,Concordant Down,FALSE
SERPINB1,0.1707,0.0597,0.753456,0.975147,0.936019,NS,Concordant Up,FALSE
DYNLL2,-0.2017,-0.0287,0.765288,0.996374,0.890339,NS,Concordant Down,TRUE
FLOT2,-0.0383,0.192,0.989364,0.57746,0.645801,NS,Discordant (Young Down / Old Up),TRUE
RABGGTA,-0.0705,0.1594,0.953421,0.714627,0.617316,NS,Discordant (Young Down / Old Up),TRUE
UBQLN2,0.0756,-0.1539,0.951575,0.742759,0.64429,NS,Discordant (Young Up / Old Down),TRUE
GLTP,0.1672,-0.0623,0.896086,0.976972,0.831731,NS,Discordant (Young Up / Old Down),TRUE
GOT1,-0.1314,-0.0979,0.716327,0.855307,0.990497,NS,Concordant Down,FALSE
PRDX4,0.0745,0.1548,0.962106,0.804513,0.969159,NS,Concordant Up,TRUE
COQ3,-0.159,-0.07,0.691917,0.949572,0.942856,NS,Concordant Down,FALSE
CYCS,-0.2276,0.0013,0.646657,0.999991,0.763941,NS,Discordant (Young Down / Old Up),FALSE
TTR,-0.2133,0.0147,0.68544,0.998873,0.763411,NS,Discordant (Young Down / Old Up),FALSE
PSMC1,0.1734,0.0543,0.478965,0.957359,0.840727,NS,Concordant Up,FALSE
PEBP1,-0.0468,-0.1807,0.968999,0.473098,0.801481,NS,Concordant Down,FALSE
ATP6V1A,0.0927,0.1344,0.888885,0.757056,0.987124,NS,Concordant Up,TRUE
SUPV3L1,-0.219,0.0077,0.855258,0.999732,0.867213,NS,Discordant (Young Down / Old Up),TRUE
MRI1,-0.1418,0.0848,0.937712,0.973816,0.876714,NS,Discordant (Young Down / Old Up),TRUE
SERBP1,-0.1992,0.0274,0.61714,0.994533,0.674631,NS,Discordant (Young Down / Old Up),FALSE
RPL18A,-0.1442,0.0821,0.888693,0.965404,0.806478,NS,Discordant (Young Down / Old Up),TRUE
OXSM,-0.137,-0.0893,0.91872,0.943946,0.992626,NS,Concordant Down,TRUE
MFN2,0.0804,-0.1458,0.938089,0.74333,0.616794,NS,Discordant (Young Up / Old Down),TRUE
DCTPP1,-0.1614,-0.0648,0.87949600000000006,0.973986,0.967622,NS,Concordant Down,TRUE
ILVBL,0.1003,-0.1258,0.937429,0.907577,0.779811,NS,Discordant (Young Up / Old Down),TRUE
ALPK3,0.0536,0.1723,0.983007,0.757899,0.933428,NS,Concordant Up,TRUE
ATP2A2,-0.0058,-0.2201,0.999701,0.43671,0.621276,NS,Concordant Down,FALSE
GAMT,-0.1244,-0.1014,0.81683,0.88701,0.996744,NS,Concordant Down,FALSE
TIMM9,-0.0545,0.1713,0.977579,0.702325,0.677032,NS,Discordant (Young Down / Old Up),TRUE
RAB18,0.15,-0.0757,0.697869,0.932439,0.556971,NS,Discordant (Young Up / Old Down),TRUE
MIF,0.1555,0.07,0.763667,0.959471,0.957644,NS,Concordant Up,FALSE
PSMD11,0.1615,0.0638,0.412774,0.917464,0.860773,NS,Concordant Up,FALSE
ATXN10,0.0049,0.22,0.999832,0.491335,0.688088,NS,Concordant Up,TRUE
COX7A2L,-0.2058,0.019,0.843295,0.998234,0.846084,NS,Discordant (Young Down / Old Up),TRUE
MLYCD,-0.197,-0.0278,0.865056,0.996346,0.919403,NS,Concordant Down,TRUE
ENO1,0.0813,0.1435,0.943826,0.815071,0.979176,NS,Concordant Up,FALSE
HSD17B12,0.1291,0.0955,0.869788,0.928981,0.994847,NS,Concordant Up,TRUE
SEC22B,0.1778,-0.0466,0.473242,0.970608,0.460547,NS,Discordant (Young Up / Old Down),FALSE
UTRN,-0.1885,-0.0359,0.660073,0.990326,0.856172,NS,Concordant Down,TRUE
VAPB,-0.127,-0.097,0.752584,0.867342,0.99291,NS,Concordant Down,FALSE
STAT5B,-0.056,-0.1674,0.960705,0.58859,0.884416,NS,Concordant Down,TRUE
CYC1,-0.1586,0.0647,0.672973,0.95472,0.582328,NS,Discordant (Young Down / Old Up),FALSE
ATP5PF,0.1326,0.0902,0.792443,0.91361,0.98845,NS,Concordant Up,FALSE
PRPSAP1,0.0482,-0.1744,0.990496,0.850356,0.837541,NS,Discordant (Young Up / Old Down),TRUE
PSMB5,0.1186,-0.1039,0.837897,0.88324,0.61791,NS,Discordant (Young Up / Old Down),FALSE
BAG2,0.1906,-0.0319,0.764957,0.993819,0.768795,NS,Discordant (Young Up / Old Down),TRUE
ALDH2,0.1165,-0.1059,0.917041,0.934908,0.788753,NS,Discordant (Young Up / Old Down),FALSE
CLIP1,0.1026,-0.1196,0.874457,0.831543,0.597954,NS,Discordant (Young Up / Old Down),FALSE
CANX,0.1779,0.044,0.484789,0.974769,0.808363,NS,Concordant Up,FALSE
PPIA,0.1784,0.0435,0.620732,0.982338,0.862556,NS,Concordant Up,FALSE
SLC25A13,-0.1337,0.088,0.794722,0.920499,0.627606,NS,Discordant (Young Down / Old Up),FALSE
TMEM205,-0.1222,-0.0993,0.833593,0.898184,0.996915,NS,Concordant Down,FALSE
TBCE,0.1496,-0.0717,0.871594,0.958148,0.767832,NS,Discordant (Young Up / Old Down),TRUE
NSF,0.0565,0.1647,0.976422,0.769756,0.937368,NS,Concordant Up,TRUE
PLPBP,-0.0969,-0.1241,0.853491,0.759852,0.993918,NS,Concordant Down,FALSE
UFL1,-0.1059,-0.1148,0.882449,0.857214,0.999545,NS,Concordant Down,TRUE
TIPRL,0.1626,0.058,0.569967,0.950824,0.885298,NS,Concordant Up,TRUE
MYL6B,0.0282,0.1922,0.998173,0.907744,0.954056,NS,Concordant Up,FALSE
FBLN1,0.081,-0.1392,0.969118,0.868823,0.806538,NS,Discordant (Young Up / Old Down),TRUE
FNTA,0.0718,0.1484,0.945721,0.712496,0.956978,NS,Concordant Up,TRUE
ASAH1,-0.137,-0.0831,0.834498,0.941904,0.984806,NS,Concordant Down,TRUE
ROMO1,-0.0373,-0.1828,0.992155,0.778926,0.907566,NS,Concordant Down,FALSE
PRMT1,0.1231,-0.0969,0.812736,0.893171,0.604071,NS,Discordant (Young Up / Old Down),FALSE
SPRYD4,0.2069,-0.013,0.686955,0.999056,0.763471,NS,Discordant (Young Up / Old Down),TRUE
LDHA,0.1081,0.1114,0.916106,0.913817,0.999956,NS,Concordant Up,FALSE
ZBTB9,-0.1664,-0.053,0.875043,0.984345,0.95661,NS,Concordant Down,TRUE
VIM,0.0358,0.1835,0.993284,0.793501,0.911437,NS,Concordant Up,FALSE
PSMC4,0.1545,0.0648,0.576194,0.936654,0.914282,NS,Concordant Up,FALSE
RPL19,0.003,0.2163,0.999951,0.68125,0.788763,NS,Concordant Up,FALSE
EIF2B4,0.1405,-0.0788,0.883237,0.958882,0.784576,NS,Discordant (Young Up / Old Down),TRUE
BUB3,0.1281,-0.0911,0.935153,0.925063,0.822314,NS,Discordant (Young Up / Old Down),TRUE
NLRX1,-0.0551,-0.164,0.977452,0.749101,0.933042,NS,Concordant Down,TRUE
JPT1,0.0662,0.1527,0.97524,0.842952,0.969707,NS,Concordant Up,TRUE
CNBP,-0.1366,-0.082,0.808962,0.939354,0.98273,NS,Concordant Down,FALSE
CFB,0.183,0.0355,0.790371,0.99315,0.908963,NS,Concordant Up,TRUE
RPS18,0.0037,0.2146,0.999887,0.499187,0.66273,NS,Concordant Up,FALSE
BIN1,0.2072,-0.0111,0.239021,0.998311,0.393292,NS,Discordant (Young Up / Old Down),FALSE
ATP2B1,0.103,-0.1152,0.974392,0.906442,0.887346,NS,Discordant (Young Up / Old Down),TRUE
EIF3H,0.0958,-0.1223,0.953322,0.902237,0.804834,NS,Discordant (Young Up / Old Down),TRUE
SMYD1,-0.1767,0.0413,0.783803,0.990553,0.782662,NS,Discordant (Young Down / Old Up),FALSE
DMD,-0.0739,-0.1439,0.92624,0.699535,0.957883,NS,Concordant Down,FALSE
UQCRQ,-0.153,0.0647,0.66756,0.95041,0.567652,NS,Discordant (Young Down / Old Up),FALSE
RPLP0,0.0653,0.1521,0.970025,0.821826,0.963702,NS,Concordant Up,FALSE
GPD1L,-0.0726,-0.1446,0.89467699999999994,0.563692,0.934896,NS,Concordant Down,FALSE
SNRPD3,-0.0438,0.1732,0.979886,0.620754,0.602297,NS,Discordant (Young Down / Old Up),TRUE
WDR77,0.0409,-0.176,0.987056,0.698316,0.697608,NS,Discordant (Young Up / Old Down),TRUE
MB,-0.1048,-0.1119,0.833407,0.81552,0.999624,NS,Concordant Down,FALSE
CACNB3,-0.1809,-0.0354,0.543558,0.986625,0.807824,NS,Concordant Down,FALSE
