gene,pathway,database,cluster
SLIRP,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GO:BP,C2
EGLN1,Unmapped,NA,C2
TMEM126A,Unmapped,NA,C2
PAIP1,Unmapped,NA,C2
CLPB,Unmapped,NA,C2
PCBD2,Unmapped,NA,C2
EHD4,Unmapped,NA,C2
TNMD,Unmapped,NA,C2
PPA2,GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,GO:BP,C2
MRPL46,Unmapped,NA,C2
GHITM,HALLMARK_ADIPOGENESIS,Hallmark,C2
FN3K,Unmapped,NA,C2
OPA3,Unmapped,NA,C2
DCTPP1,Unmapped,NA,C2
PTGES2,Unmapped,NA,C2
ACAD9,Unmapped,NA,C2
COQ10B,Unmapped,NA,C2
SFXN1,Unmapped,NA,C2
L2HGDH,GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,GO:BP,C2
FN3KRP,Unmapped,NA,C2
RDH14,Unmapped,NA,C2
PARVB,Unmapped,NA,C2
MCCC2,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
TXNRD2,Unmapped,NA,C2
SSU72,Unmapped,NA,C2
SARS2,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GO:BP,C2
ACOT13,Unmapped,NA,C2
MRPL40,Unmapped,NA,C2
HINT3,Unmapped,NA,C2
ACSS2,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
DIABLO,Unmapped,NA,C2
SDR39U1,Unmapped,NA,C2
AASDHPPT,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
CMC2,Unmapped,NA,C2
HEBP1,Unmapped,NA,C2
TOMM22,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
IARS2,Unmapped,NA,C2
SIRT3,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
ACSS1,HALLMARK_FATTY_ACID_METABOLISM,Hallmark,C2
ABHD10,Unmapped,NA,C2
PANK4,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
DNAJC11,Unmapped,NA,C2
TMLHE,GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS,GO:BP,C2
ATAD3A,Unmapped,NA,C2
MRPS18A,Unmapped,NA,C2
OXSM,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
MRPL22,Unmapped,NA,C2
NDUFB11,Unmapped,NA,C2
OCIAD1,Unmapped,NA,C2
MARCHF5,GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,GO:BP,C2
CHCHD3,Unmapped,NA,C2
SIRT5,GOBP_KETONE_BIOSYNTHETIC_PROCESS,GO:BP,C2
TUBA8,Unmapped,NA,C2
CISD1,Unmapped,NA,C2
GLTP,Unmapped,NA,C2
COQ3,HALLMARK_ADIPOGENESIS,Hallmark,C2
HSPBP1,Unmapped,NA,C2
EHD2,Unmapped,NA,C2
NDUFAF4,Unmapped,NA,C2
NDUFA13,Unmapped,NA,C2
PDP1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SUCLA2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
ATXN10,Unmapped,NA,C2
SAE1,Unmapped,NA,C2
VPS29,Unmapped,NA,C2
UQCR10,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
KDM5B,Unmapped,NA,C2
WARS2,GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS,GO:BP,C2
SMPX,Unmapped,NA,C2
NDUFA12,Unmapped,NA,C2
ATP5IF1,GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,GO:BP,C2
AK3,Unmapped,NA,C2
SLC25A13,Unmapped,NA,C2
STOML2,Unmapped,NA,C2
ACAD8,Unmapped,NA,C2
MYH13,Unmapped,NA,C2
EPDR1,Unmapped,NA,C2
MYO6,Unmapped,NA,C2
NFU1,Unmapped,NA,C2
PPP6R1,Unmapped,NA,C2
USP24,Unmapped,NA,C2
BCS1L,Unmapped,NA,C2
VDAC3,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
GSTK1,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
COA3,Unmapped,NA,C2
TMA7,Unmapped,NA,C2
COQ6,GOBP_KETONE_BIOSYNTHETIC_PROCESS,GO:BP,C2
ACOT9,GOBP_AMIDE_METABOLIC_PROCESS,GO:BP,C2
MRPL11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MSRB2,Unmapped,NA,C2
FIS1,GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,GO:BP,C2
AFG3L2,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
RNF114,Unmapped,NA,C2
SAMM50,HALLMARK_ADIPOGENESIS,Hallmark,C2
TIMM9,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
TIMM8B,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
TIMM13,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
MPC1,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
HCFC2,Unmapped,NA,C2
MRPS18B,Unmapped,NA,C2
NFS1,Unmapped,NA,C2
MTCH2,HALLMARK_ADIPOGENESIS,Hallmark,C2
BZW2,Unmapped,NA,C2
CHCHD2,Unmapped,NA,C2
NDUFB9,Unmapped,NA,C2
COX11,HALLMARK_OXIDATIVE_PHOSPHORYLATION,Hallmark,C2
SQOR,HALLMARK_ADIPOGENESIS,Hallmark,C2
ESYT2,Unmapped,NA,C3
CARNS1,Unmapped,NA,C3
NACA,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C3
MYO1C,Unmapped,NA,C3
FXYD1,Unmapped,NA,C3
PSMD11,Unmapped,NA,C3
PSMD12,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
PSMD9,Unmapped,NA,C3
PGRMC1,Unmapped,NA,C3
CLIC1,Unmapped,NA,C3
EIF3F,Unmapped,NA,C3
DCTN6,Unmapped,NA,C3
IPO5,GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,GO:BP,C3
PSMD14,HALLMARK_MTORC1_SIGNALING,Hallmark,C3
BIN1,HALLMARK_MITOTIC_SPINDLE,Hallmark,C3
KPNA3,Unmapped,NA,C3
HSPB6,GOBP_REGULATION_OF_PROGRAMMED_CELL_DEATH,GO:BP,C3
PRMT5,Unmapped,NA,C3
PSMA7,Unmapped,NA,C3
CASQ2,Unmapped,NA,C3
HGS,Unmapped,NA,C3
ARPC1B,Unmapped,NA,C3
PGRMC2,Unmapped,NA,C3
SURF4,GOBP_VESICLE_BUDDING_FROM_MEMBRANE,GO:BP,C3
EIF3H,Unmapped,NA,C3
STX7,Unmapped,NA,C3
DYNC1LI2,GOBP_MICROTUBULE_BASED_MOVEMENT,GO:BP,C3
PSMD3,Unmapped,NA,C3
TXNL1,Unmapped,NA,C3
ERI3,Unmapped,NA,C3
TRAPPC3,GOBP_VESICLE_BUDDING_FROM_MEMBRANE,GO:BP,C3
GSTZ1,Unmapped,NA,C3
AP1G1,GOBP_VESICLE_BUDDING_FROM_MEMBRANE,GO:BP,C3
SYNGR2,Unmapped,NA,C3
NARS1,GOBP_CEREBRAL_CORTEX_DEVELOPMENT,GO:BP,C3
CALU,Unmapped,NA,C3
AHCYL1,Unmapped,NA,C3
PPP1R12B,Unmapped,NA,C3
SPAG9,Unmapped,NA,C3
SYNCRIP,Unmapped,NA,C3
KLHL41,Unmapped,NA,C3
PLIN3,Unmapped,NA,C3
KPNA6,Unmapped,NA,C3
