gene,n_miss,pct_miss,mean_intensity,classification,group_miss_pval
LCP1,7,11.29032258064516,18.550244804320133,MAR,NA
PLS3,15,24.193548387096776,19.48769206810689,MAR,NA
APEH,0,0,24.288015706798255,Complete,NA
ETFA,0,0,24.80002785119189,Complete,NA
TNNT1,0,0,26.072071641137303,Complete,NA
GYS1,0,0,24.49443774770891,Complete,NA
PRKAR2A,0,0,23.581409680594533,Complete,NA
ENO3,0,0,30.13217710374068,Complete,NA
CD59,0,0,24.44624857835371,Complete,NA
MIF,0,0,25.299226398443345,Complete,NA
CD99,0,0,18.415441462507292,Complete,NA
PRKCSH,0,0,20.29112525727503,Complete,NA
FDPS,0,0,20.31223995636853,Complete,NA
COX7A2,0,0,22.582702003254308,Complete,NA
NID1,5,8.064516129032258,18.356310206054847,MAR,NA
AKR1A1,0,0,26.726158178288056,Complete,NA
PKM,0,0,29.179659070361176,Complete,NA
ACYP2,0,0,25.23970856209514,Complete,NA
HSP90B1,0,0,24.470276099362803,Complete,NA
MYL6B,0,0,23.309207387104227,Complete,NA
SLC2A4,39,62.903225806451616,17.57146768374731,MNAR,4.997501249375312e-4
IDE,8,12.903225806451612,18.37898575649739,MAR,NA
COX6B1,0,0,25.33418051058513,Complete,NA
HNRNPL,1,1.6129032258064515,17.40380334344965,MAR,NA
DARS1,0,0,20.94813460660993,Complete,NA
JUP,25,40.32258064516129,19.60057785134049,MNAR,0.0029985007496251873
UQCRB,0,0,25.90417835827719,Complete,NA
CPA3,15,24.193548387096776,19.871288601386887,MAR,NA
FABP4,0,0,27.08819566353498,Complete,NA
GLUL,26,41.935483870967744,15.51910551919702,MNAR,9.995002498750624e-4
AKR1B1,0,0,27.063125325313173,Complete,NA
GSPT1,6,9.67741935483871,18.371157575165537,MAR,NA
PGAM2,0,0,29.070950881718808,Complete,NA
EZR,2,3.225806451612903,20.70349200448106,MAR,NA
UCHL3,0,0,21.844293775983083,Complete,NA
NME1,3,4.838709677419355,21.70061040141637,MAR,NA
RPS2,0,0,21.626886621163752,Complete,NA
RPA2,32,51.61290322580645,18.021726329353665,MNAR,0.0029985007496251873
COX7C,0,0,25.982284652119144,Complete,NA
NQO2,1,1.6129032258064515,22.397324491071974,MAR,NA
PFKFB1,23,37.096774193548384,22.552008891920686,MAR,NA
CBR1,0,0,22.877537582503184,Complete,NA
ANK1,20,32.25806451612903,19.31953661921153,MNAR,0.02448775612193903
ACADS,0,0,24.513089516825683,Complete,NA
PPP3CB,0,0,21.780323989608586,Complete,NA
ATP2A2,0,0,28.49074715611607,Complete,NA
CD36,0,0,23.585451702115996,Complete,NA
FAH,0,0,21.339345211953674,Complete,NA
YBX3,0,0,22.597932130017576,Complete,NA
TMEM11,0,0,23.015574220193262,Complete,NA
GOT1,0,0,26.984400060453794,Complete,NA
CKMT2,0,0,27.73604864413548,Complete,NA
NDUFB7,0,0,22.520143039490545,Complete,NA
PRKACA,0,0,23.629291926858276,Complete,NA
CAPN2,0,0,22.85962706334434,Complete,NA
DES,0,0,24.422401733923014,Complete,NA
PFKL,0,0,26.027307513239393,Complete,NA
LGALS3,7,11.29032258064516,20.27098235116175,MAR,NA
FLT1,5,8.064516129032258,20.983084137472794,MAR,NA
PSMC3,0,0,22.141018922625417,Complete,NA
TCP1,0,0,21.46073982649394,Complete,NA
RPL35A,19,30.64516129032258,20.07582353922691,MAR,NA
ARF4,1,1.6129032258064515,17.16974462037478,MAR,NA
RPL7,0,0,22.226356630440836,Complete,NA
VCL,0,0,24.104069978345525,Complete,NA
RPL17,0,0,20.860384634662626,Complete,NA
PGAM1,0,0,28.991808821212025,Complete,NA
ATP5PF,0,0,25.088230434930047,Complete,NA
TSPAN8,9,14.516129032258066,18.04444013587922,MAR,NA
TNNI1,0,0,26.01037087004672,Complete,NA
NCL,0,0,21.857692495395398,Complete,NA
HK1,0,0,24.2029020980505,Complete,NA
NDUFV2,0,0,25.411362020591955,Complete,NA
SRM,29,46.774193548387096,20.36751440412498,MNAR,0.0024987506246876563
TYMP,15,24.193548387096776,16.12919322887325,MNAR,0.07296351824087956
ATP2B1,34,54.83870967741935,15.801548594638522,MNAR,4.997501249375312e-4
EIF2S2,4,6.451612903225806,18.761570003900587,MAR,NA
ANXA7,0,0,27.193858740930963,Complete,NA
TPSB2,4,6.451612903225806,21.24130059325324,MAR,NA
BTF3,10,16.129032258064516,20.132408113248346,MAR,NA
RAB6A,4,6.451612903225806,19.167030851322455,MAR,NA
PVALB,34,54.83870967741935,22.50929210732782,MNAR,0.03248375812093953
PSMB1,0,0,22.99684928697009,Complete,NA
COX5A,0,0,26.613708260319044,Complete,NA
CAPN3,1,1.6129032258064515,21.829313728619674,MAR,NA
CAST,0,0,21.608345321413026,Complete,NA
NEB,0,0,24.6252830359997,Complete,NA
PTMS,14,22.58064516129032,20.627480690456853,MAR,NA
GSTM3,0,0,25.40594137758828,Complete,NA
ATP6V1B2,0,0,19.677210166680013,Complete,NA
CSRP1,0,0,23.599690280570268,Complete,NA
FLNA,0,0,26.182827747821428,Complete,NA
MAOA,0,0,22.377918316017247,Complete,NA
ACO1,0,0,21.656006044473678,Complete,NA
GPD1,0,0,26.686180856253227,Complete,NA
VDAC1,0,0,27.468322505319314,Complete,NA
BGN,5,8.064516129032258,19.521662974176355,MAR,NA
RYR1,0,0,24.38194950797229,Complete,NA
SDHB,0,0,25.19092088957519,Complete,NA
COMT,0,0,20.638284413585833,Complete,NA
TGM2,13,20.967741935483872,18.098744996270803,MAR,NA
MMUT,5,8.064516129032258,17.921497885475546,MAR,NA
OSBP,3,4.838709677419355,18.664722961904754,MAR,NA
PCMT1,0,0,23.933609583520372,Complete,NA
GART,3,4.838709677419355,19.513941759181346,MAR,NA
PAICS,0,0,19.41719697070577,Complete,NA
SCP2,8,12.903225806451612,17.91712500562356,MAR,NA
UBA1,0,0,23.798404750325794,Complete,NA
GPX3,0,0,19.428708615105602,Complete,NA
NME2,0,0,24.692024049439688,Complete,NA
FDXR,39,62.903225806451616,18.016132863057727,MNAR,4.997501249375312e-4
HNRNPA2B1,0,0,20.72469032826168,Complete,NA
UQCRC2,0,0,27.259963603238106,Complete,NA
FECH,0,0,21.813738728421193,Complete,NA
AMPD1,2,3.225806451612903,24.62135833249273,MAR,NA
FBLN1,14,22.58064516129032,17.873044529938106,MNAR,9.995002498750624e-4
SFPQ,6,9.67741935483871,17.07609564289758,MAR,NA
PPIB,1,1.6129032258064515,19.673283513510526,MAR,NA
S100A1,0,0,25.986869490161542,Complete,NA
HRC,0,0,23.533039084482287,Complete,NA
ME2,1,1.6129032258064515,20.350323188999322,MAR,NA
WARS1,0,0,22.457283153597402,Complete,NA
RPS3,0,0,24.631895611295842,Complete,NA
GCSH,14,22.58064516129032,20.609601869854178,MAR,NA
AHCY,0,0,23.55145297072419,Complete,NA
CFL1,0,0,26.281468572281018,Complete,NA
EIF4B,1,1.6129032258064515,19.878185573797367,MAR,NA
ATP2B4,6,9.67741935483871,18.34841760394919,MAR,NA
CPT2,0,0,22.085718770092395,Complete,NA
LAMA2,7,11.29032258064516,18.947061552359923,MAR,NA
GPT,0,0,23.02200868379862,Complete,NA
COX7A1,0,0,26.154644467699832,Complete,NA
COX7B,0,0,20.248206743462234,Complete,NA
EEF1B2,0,0,22.95585954417435,Complete,NA
ATP5PB,0,0,25.620663565425478,Complete,NA
ACP1,0,0,22.55397740027451,Complete,NA
ACAT1,0,0,26.21381460183249,Complete,NA
MYL9,41,66.12903225806451,18.400354815966928,MNAR,0.004997501249375313
AZGP1,0,0,20.352076457686003,Complete,NA
MPST,1,1.6129032258064515,22.11098041293526,MAR,NA
RPS12,0,0,22.123981693123763,Complete,NA
DNAJB2,8,12.903225806451612,17.700959698958783,MAR,NA
ATP5F1A,0,0,28.05448787059075,Complete,NA
PSMA1,0,0,23.14329082131042,Complete,NA
PSMA2,0,0,22.052204749825698,Complete,NA
PSMA3,0,0,23.56892458929629,Complete,NA
PSMA4,0,0,22.99502861305837,Complete,NA
MSN,0,0,24.14097291286292,Complete,NA
DDX6,11,17.741935483870968,17.44699439811336,MAR,NA
U2AF2,5,8.064516129032258,17.56527291816586,MAR,NA
RPL13,0,0,20.68367638415546,Complete,NA
IVD,0,0,20.2307065357114,Complete,NA
S100A4,0,0,23.6338634349084,Complete,NA
HMGB2,3,4.838709677419355,20.73752864405284,MAR,NA
TARS1,11,17.741935483870968,16.625780315034504,MNAR,0.0399800099950025
VARS1,0,0,21.90491334544869,Complete,NA
EEF1G,0,0,24.11557068602562,Complete,NA
PLN,0,0,24.95530959310435,Complete,NA
FKBP2,3,4.838709677419355,19.592012253723045,MAR,NA
STOM,3,4.838709677419355,19.42849171061978,MAR,NA
MAOB,0,0,22.993741847062,Complete,NA
YWHAQ,0,0,21.712558827649517,Complete,NA
MAPK3,11,17.741935483870968,17.41474536091348,MAR,NA
RPL10,0,0,21.330459113607155,Complete,NA
RPA1,10,16.129032258064516,17.43103935482623,MAR,NA
APEX1,3,4.838709677419355,20.439601785401283,MAR,NA
CALR,0,0,21.728113856708735,Complete,NA
MAP4,0,0,23.077486756160553,Complete,NA
CANX,0,0,22.59865127892742,Complete,NA
PSMA5,0,0,23.922865504427826,Complete,NA
PSMB4,0,0,22.313588355194966,Complete,NA
PSMB6,0,0,22.841543491905064,Complete,NA
PSMB5,0,0,22.73816840009379,Complete,NA
GSTM2,0,0,25.762986050789088,Complete,NA
TMOD1,9,14.516129032258066,21.117872602041317,MAR,NA
NDUFS1,0,0,24.85360466371058,Complete,NA
MAPK1,0,0,20.115229516118106,Complete,NA
RBL1,26,41.935483870967744,21.38858928908368,MAR,NA
LAP3,0,0,21.579594692547857,Complete,NA
CD38,2,3.225806451612903,19.851369027846598,MAR,NA
TPP2,0,0,20.740732069623046,Complete,NA
IMPA1,0,0,22.58608719642894,Complete,NA
EPHA2,2,3.225806451612903,24.67215203263714,MAR,NA
TKT,11,17.741935483870968,16.905776419587948,MNAR,0.0014992503748125937
EEF1D,0,0,23.556428079277556,Complete,NA
MARCKS,4,6.451612903225806,19.638675194765195,MAR,NA
GNA11,23,37.096774193548384,18.006522580695698,MNAR,0.054972513743128434
ALDH4A1,0,0,23.699310580511593,Complete,NA
ERP29,0,0,19.491430922169528,Complete,NA
PRDX6,0,0,27.464801481712506,Complete,NA
BLVRB,0,0,25.719986875381398,Complete,NA
PRDX5,0,0,25.00309511642112,Complete,NA
DDT,2,3.225806451612903,22.592934740935373,MAR,NA
PRDX3,0,0,26.174557231090343,Complete,NA
ATP5F1D,0,0,25.57776875046239,Complete,NA
RPL12,0,0,20.896883078788534,Complete,NA
ECHS1,0,0,24.54752944578812,Complete,NA
CMPK1,1,1.6129032258064515,18.99024946287743,MAR,NA
PEBP1,0,0,27.26623561067932,Complete,NA
PDIA3,0,0,21.120936999747098,Complete,NA
PPP2R1A,0,0,23.75184416202954,Complete,NA
PPIF,0,0,22.191611782940306,Complete,NA
NMT1,29,46.774193548387096,18.95037356123087,MNAR,4.997501249375312e-4
ADSS2,4,6.451612903225806,22.055207893648866,MAR,NA
LRPAP1,17,27.419354838709676,18.00355990144583,MNAR,9.995002498750624e-4
TSPO,2,3.225806451612903,20.31424083285156,MAR,NA
ADSL,0,0,23.15238178122236,Complete,NA
CLIP1,0,0,20.741326344914246,Complete,NA
SRI,3,4.838709677419355,18.628121338766388,MAR,NA
SERPINB1,0,0,21.84946975808581,Complete,NA
ALDH1B1,2,3.225806451612903,22.308333319790158,MAR,NA
SDHA,0,0,24.88010744251139,Complete,NA
GDI1,0,0,21.41859015392511,Complete,NA
MAT2A,0,0,19.918313029130953,Complete,NA
CASQ1,0,0,29.02885894415088,Complete,NA
DNAJA1,37,59.67741935483871,16.19286331360485,MNAR,0.04847576211894053
AKT2,23,37.096774193548384,17.45259809157206,MNAR,0.013993003498250875
UQCRC1,0,0,26.679606856716326,Complete,NA
HIBADH,0,0,24.461958673481398,Complete,NA
ATIC,0,0,22.12517389121927,Complete,NA
HNRNPH3,5,8.064516129032258,16.524005405490307,MAR,NA
HNRNPH1,0,0,19.837629383498363,Complete,NA
YWHAB,0,0,25.916137818581483,Complete,NA
STIP1,0,0,23.453465275308275,Complete,NA
S100A11,1,1.6129032258064515,18.42268801506974,MAR,NA
PRDX2,0,0,26.87094316095475,Complete,NA
GBP2,27,43.54838709677419,17.74654517186429,MNAR,0.23488255872063968
ACSL1,0,0,24.962049903769273,Complete,NA
KIF5B,0,0,22.88115220660509,Complete,NA
MCM5,8,12.903225806451612,24.424757264824095,MAR,NA
SHMT1,2,3.225806451612903,19.40151616982576,MAR,NA
SHMT2,14,22.58064516129032,22.287328207272235,MAR,NA
HSPA4,0,0,20.85376590425481,Complete,NA
MPI,0,0,22.571687300564516,Complete,NA
GPC1,5,8.064516129032258,17.850948212222182,MAR,NA
PFN2,0,0,23.88261891359165,Complete,NA
CTNNA1,21,33.87096774193548,15.421599689282917,MNAR,4.997501249375312e-4
SERPINB6,0,0,21.922175710945783,Complete,NA
RDX,0,0,22.064623073642366,Complete,NA
RPA3,12,19.35483870967742,18.0417546941962,MAR,NA
RPL22,0,0,22.24052374656813,Complete,NA
SPR,3,4.838709677419355,20.98934186569334,MAR,NA
THBS4,21,33.87096774193548,17.97027772060152,MNAR,0.07096451774112944
FBN1,3,4.838709677419355,20.950733898188304,MAR,NA
AGL,0,0,25.89929313425342,Complete,NA
MYH9,0,0,24.174302878040614,Complete,NA
COPB2,26,41.935483870967744,16.005427306581428,MNAR,0.050474762618690654
ACTN2,0,0,25.130992571500684,Complete,NA
ADD1,20,32.25806451612903,17.11334055704695,MNAR,4.997501249375312e-4
BSG,0,0,23.136103831320188,Complete,NA
FUS,1,1.6129032258064515,19.676647249990342,MAR,NA
DEK,26,41.935483870967744,19.718698071420086,MNAR,9.995002498750624e-4
MYH11,15,24.193548387096776,19.517237042932212,MAR,NA
GLRX,1,1.6129032258064515,22.212678966833796,MAR,NA
PPM1A,1,1.6129032258064515,19.643887552909494,MAR,NA
KRT2,0,0,23.40005235598263,Complete,NA
HMGCL,3,4.838709677419355,21.41627080255819,MAR,NA
PSMC2,0,0,22.576765626924647,Complete,NA
ARL3,25,40.32258064516129,17.330325246944902,MNAR,4.997501249375312e-4
MAP2K2,4,6.451612903225806,18.221210882659783,MAR,NA
ATP5F1C,0,0,26.238193203719145,Complete,NA
ATP6V1E1,9,14.516129032258066,19.408695708310972,MAR,NA
RPL4,2,3.225806451612903,20.296581374887054,MAR,NA
LONP1,0,0,21.24084438427743,Complete,NA
PGM1,0,0,27.574311260504377,Complete,NA
PPP1CC,32,51.61290322580645,15.685023859978331,MNAR,4.997501249375312e-4
SERPINF1,2,3.225806451612903,19.376808027722557,MAR,NA
DLST,0,0,24.87642235592515,Complete,NA
GMPR,0,0,20.38823037897442,Complete,NA
GPX4,0,0,21.709965005268607,Complete,NA
SRP14,4,6.451612903225806,19.03595766419534,MAR,NA
TAGLN2,0,0,19.965467385771696,Complete,NA
TALDO1,0,0,22.131221717876908,Complete,NA
SNCA,34,54.83870967741935,18.87692482553195,MNAR,0.031484257871064465
ETFB,0,0,24.153986758322212,Complete,NA
ATP6V1A,1,1.6129032258064515,20.344880743032142,MAR,NA
HSPA9,0,0,24.324669863683166,Complete,NA
RPS19,0,0,21.504402336043626,Complete,NA
RPL3,15,24.193548387096776,18.10447344679466,MNAR,0.5932033983008496
COL15A1,13,20.967741935483872,17.017909723727314,MNAR,0.36531734132933535
COL18A1,23,37.096774193548384,15.924684310387029,MNAR,4.997501249375312e-4
DDOST,3,4.838709677419355,21.464719110072764,MAR,NA
ANP32A,1,1.6129032258064515,21.611038155651972,MAR,NA
CAPG,35,56.451612903225815,15.449494561384007,MNAR,0.012993503248375811
CAP2,0,0,23.635814995897096,Complete,NA
CCT6A,0,0,24.85171782162576,Complete,NA
RPL13A,1,1.6129032258064515,23.616994338186007,MAR,NA
STAT3,4,6.451612903225806,17.92470255756197,MAR,NA
MDH1,0,0,28.358734162198314,Complete,NA
MDH2,0,0,27.698564922737337,Complete,NA
HADHA,0,0,26.08670317196947,Complete,NA
EIF2S3,0,0,19.525639579624734,Complete,NA
NAA10,18,29.03225806451613,16.716711695584717,MNAR,4.997501249375312e-4
PPP1R2,0,0,21.11812898666726,Complete,NA
GARS1,2,3.225806451612903,19.56480661361213,MAR,NA
IARS1,8,12.903225806451612,17.223143717056157,MAR,NA
EIF1,2,3.225806451612903,20.8011623969352,MAR,NA
ECI1,0,0,24.55534535052972,Complete,NA
TMPO,32,51.61290322580645,15.596086045772275,MNAR,4.997501249375312e-4
AKR1C3,0,0,21.348361789224576,Complete,NA
RPS27,0,0,21.410818962157528,Complete,NA
LRPPRC,0,0,22.695520546492148,Complete,NA
ACAA2,0,0,24.40494794635071,Complete,NA
RPL35,1,1.6129032258064515,20.803924444237555,MAR,NA
SLC1A4,24,38.70967741935484,18.333855338039633,MNAR,0.27586206896551724
PAFAH1B1,0,0,21.361928588130166,Complete,NA
CRAT,0,0,25.44242224177667,Complete,NA
GPD2,0,0,22.134381623540968,Complete,NA
NAMPT,0,0,21.128788603460166,Complete,NA
PSMC4,0,0,21.05615238467809,Complete,NA
TSFM,2,3.225806451612903,17.70264275881623,MAR,NA
TNNT3,0,0,27.219410335869824,Complete,NA
ASPA,16,25.806451612903224,18.81299029723129,MAR,NA
PPIC,23,37.096774193548384,16.58987413657177,MNAR,0.24437781109445278
VDAC2,0,0,25.65161789590679,Complete,NA
ACADSB,2,3.225806451612903,22.17626573738606,MAR,NA
USP5,0,0,21.25718990476849,Complete,NA
MAP2K4,8,12.903225806451612,17.989526855251444,MAR,NA
PHKA2,0,0,22.09832394836085,Complete,NA
PHKA1,0,0,23.034656444026012,Complete,NA
CRKL,0,0,20.82885975465975,Complete,NA
MTIF2,34,54.83870967741935,20.615316096652656,MNAR,0.001999000499750125
BAG6,27,43.54838709677419,16.08271222073509,MNAR,4.997501249375312e-4
NSF,1,1.6129032258064515,20.368110226972085,MAR,NA
MAP2K3,0,0,21.062681840840742,Complete,NA
RPL27A,2,3.225806451612903,21.327391945242294,MAR,NA
RPL5,0,0,20.65442267878053,Complete,NA
RPL28,0,0,19.87383197218537,Complete,NA
RPS9,0,0,22.039196789402833,Complete,NA
RPS5,0,0,21.48065215254488,Complete,NA
RPS10,0,0,21.758342315845894,Complete,NA
GNPDA1,1,1.6129032258064515,22.1125820331683,MAR,NA
UTRN,1,1.6129032258064515,20.534200823542257,MAR,NA
IQGAP1,17,27.419354838709676,17.37481487458418,MNAR,4.997501249375312e-4
GYG1,0,0,25.92349615627852,Complete,NA
STT3A,6,9.67741935483871,16.26223783841109,MAR,NA
CAPZA2,0,0,21.81468868956374,Complete,NA
CAPZB,0,0,22.2990936213808,Complete,NA
EIF1AX,0,0,18.67860039109993,Complete,NA
QARS1,0,0,20.258721846796305,Complete,NA
RPL29,0,0,19.927532308509765,Complete,NA
UQCRFS1,0,0,25.64018846468572,Complete,NA
ATP5PO,0,0,26.321144246530448,Complete,NA
LIMS1,10,16.129032258064516,19.21640809189974,MAR,NA
PREP,0,0,23.6478254784669,Complete,NA
ME1,0,0,21.570592955322763,Complete,NA
PIP4K2A,19,30.64516129032258,17.52950860615113,MNAR,4.997501249375312e-4
ARCN1,7,11.29032258064516,16.67772687930068,MAR,NA
LSS,6,9.67741935483871,19.61371631105666,MAR,NA
GCLM,5,8.064516129032258,17.2170605185952,MAR,NA
CD151,8,12.903225806451612,17.02091466064858,MAR,NA
PSMD8,1,1.6129032258064515,22.214887217539676,MAR,NA
GSS,0,0,20.555234948848284,Complete,NA
CCT5,0,0,22.128333160330428,Complete,NA
NES,36,58.06451612903226,20.098938322211083,MNAR,0.0029985007496251873
IDH2,0,0,27.90675527362889,Complete,NA
TNNI2,0,0,26.64163711287841,Complete,NA
PXN,22,35.483870967741936,14.495263095644546,MNAR,4.997501249375312e-4
ALDH9A1,0,0,23.81424702066718,Complete,NA
RPL34,10,16.129032258064516,17.29082755570615,MAR,NA
LMAN1,2,3.225806451612903,18.706206346772294,MAR,NA
FNTA,6,9.67741935483871,17.251284706634642,MAR,NA
CCT3,0,0,22.34958585888323,Complete,NA
MRPL19,23,37.096774193548384,18.07120984100344,MNAR,0.03498250874562719
TUFM,0,0,24.222241126049195,Complete,NA
ALDH7A1,2,3.225806451612903,17.952828245106783,MAR,NA
CDC34,1,1.6129032258064515,24.048576337011685,MAR,NA
PCYT1A,8,12.903225806451612,17.147203539396003,MAR,NA
AARS1,0,0,19.468479358300133,Complete,NA
CARS1,18,29.03225806451613,18.00987042068906,MNAR,0.7491254372813593
SARS1,6,9.67741935483871,17.734149082192626,MAR,NA
PSMB3,0,0,21.682506312928677,Complete,NA
PSMB2,0,0,22.99899327201674,Complete,NA
ACADVL,0,0,25.696254562367354,Complete,NA
ACOT2,0,0,24.1736493713993,Complete,NA
TMED10,13,20.967741935483872,20.465449481581715,MAR,NA
HINT1,0,0,25.445059931767876,Complete,NA
NDUFV1,0,0,24.4839932632281,Complete,NA
GSK3A,10,16.129032258064516,16.134862294995,MNAR,0.004997501249375313
GSK3B,6,9.67741935483871,17.32866917944927,MAR,NA
IDH3A,0,0,24.347278294989515,Complete,NA
SULT1A1,7,11.29032258064516,16.93338119369891,MAR,NA
GDI2,0,0,23.615574378981954,Complete,NA
EMD,5,8.064516129032258,17.949069816793052,MAR,NA
CPT1A,10,16.129032258064516,18.805597915443748,MAR,NA
SERPINH1,39,62.903225806451616,20.260625180925764,MNAR,0.015992003998001
CSRP3,0,0,27.414109656819225,Complete,NA
ST13,0,0,24.258124014443506,Complete,NA
DNM2,0,0,20.11421129890157,Complete,NA
METAP2,6,9.67741935483871,18.84916248616611,MAR,NA
NUDT2,30,48.38709677419355,19.718562167414916,MNAR,0.5557221389305347
LRBA,12,19.35483870967742,20.920055733565135,MAR,NA
BCAM,3,4.838709677419355,16.171807183661873,MAR,NA
RPL14,10,16.129032258064516,20.604540235794918,MAR,NA
CCT8,0,0,22.64116270768258,Complete,NA
CCT4,0,0,22.12586347145511,Complete,NA
ATP1A2,0,0,23.41856881546422,Complete,NA
ANXA11,0,0,23.510306334448956,Complete,NA
FXR1,3,4.838709677419355,20.265907366294023,MAR,NA
RAB5C,0,0,21.938271798054977,Complete,NA
RAB7A,0,0,23.217760588317116,Complete,NA
DUSP3,0,0,24.506131726470258,Complete,NA
IDH3G,0,0,22.310784560184292,Complete,NA
GALK1,8,12.903225806451612,20.169573355093824,MAR,NA
SSR4,30,48.38709677419355,13.063858135561562,MNAR,4.997501249375312e-4
BCAP31,0,0,21.896531226132232,Complete,NA
MECP2,19,30.64516129032258,16.233102096290335,MNAR,0.001999000499750125
CAV2,39,62.903225806451616,15.975893884469768,MNAR,4.997501249375312e-4
ALDH3A2,0,0,20.453434476872154,Complete,NA
ALDH5A1,0,0,22.874096506598327,Complete,NA
HSD17B4,0,0,17.991561101402528,Complete,NA
PSMD7,0,0,20.21700699012216,Complete,NA
UBE2D1,0,0,21.918008323753803,Complete,NA
SUOX,0,0,20.56441992234788,Complete,NA
STAT5B,2,3.225806451612903,19.013379766924018,MAR,NA
RPS6KA3,0,0,20.686799163606217,Complete,NA
HDGF,0,0,21.169016416435696,Complete,NA
LUM,0,0,23.37118673524364,Complete,NA
PRELP,4,6.451612903225806,19.494389659912706,MAR,NA
NDUFA8,0,0,24.245557552006364,Complete,NA
HNRNPA3,13,20.967741935483872,17.438947238993904,MNAR,4.997501249375312e-4
MYOM1,0,0,24.760084324111457,Complete,NA
PGD,0,0,21.268908408842428,Complete,NA
HNRNPM,17,27.419354838709676,18.30385224952442,MNAR,4.997501249375312e-4
KPNA1,2,3.225806451612903,21.272337070738004,MAR,NA
MAP2K6,0,0,21.724620437063304,Complete,NA
ARHGDIA,0,0,23.612287745788418,Complete,NA
ARHGDIB,5,8.064516129032258,17.962266523254364,MAR,NA
RIDA,0,0,22.950522502464104,Complete,NA
MRPL12,17,27.419354838709676,17.65774102074359,MNAR,0.026486756621689155
THOP1,6,9.67741935483871,17.55660664125276,MAR,NA
AKR1C2,20,32.25806451612903,20.932261257858222,MAR,NA
CAPZA1,0,0,22.045340633062366,Complete,NA
CRIP2,8,12.903225806451612,17.671446867720334,MAR,NA
BLVRA,0,0,20.443969056633016,Complete,NA
PPP5C,4,6.451612903225806,20.564248711212564,MAR,NA
NUBP1,24,38.70967741935484,15.865541349152693,MNAR,0.0034982508745627187
SUCLG1,0,0,24.958154189308054,Complete,NA
COPA,5,8.064516129032258,17.810541368244373,MAR,NA
HCCS,6,9.67741935483871,18.684647006383624,MAR,NA
MAPK12,2,3.225806451612903,21.27366241600207,MAR,NA
SMTN,4,6.451612903225806,19.424930070057968,MAR,NA
SLC16A1,0,0,23.348875533781122,Complete,NA
IST1,0,0,19.393319912715704,Complete,NA
SEC24C,3,4.838709677419355,21.876171224970776,MAR,NA
SUB1,2,3.225806451612903,18.986768765669623,MAR,NA
RARS1,0,0,19.676488546505603,Complete,NA
CACNB3,0,0,22.406677546745488,Complete,NA
CACNA2D1,0,0,23.212791707665833,Complete,NA
MYOM2,0,0,25.719643725973583,Complete,NA
YARS1,5,8.064516129032258,19.274958100136583,MAR,NA
USP14,0,0,22.40573398408458,Complete,NA
PRKAG1,0,0,21.47437325388066,Complete,NA
PRKAA2,0,0,20.724781395774635,Complete,NA
HSPA2,0,0,24.30301805198544,Complete,NA
RAD23A,0,0,21.896873049471015,Complete,NA
RAD23B,0,0,22.19519217352542,Complete,NA
AK2,0,0,23.285125305471322,Complete,NA
NAPA,0,0,23.46348964704057,Complete,NA
EIF5,0,0,21.609342103081158,Complete,NA
PSMD4,0,0,22.535093577192285,Complete,NA
DRG2,36,58.06451612903226,16.939601076354606,MNAR,0.054972513743128434
RRAD,29,46.774193548387096,18.90235289241527,MNAR,0.19540229885057472
CSE1L,0,0,22.142443155267326,Complete,NA
VCP,0,0,23.26476606344883,Complete,NA
HADHB,0,0,26.00193214278044,Complete,NA
NAP1L1,2,3.225806451612903,21.436665857416838,MAR,NA
ADK,4,6.451612903225806,19.86673584833579,MAR,NA
LAMB2,8,12.903225806451612,19.762946909076533,MAR,NA
CDH13,0,0,21.860755453203453,Complete,NA
SEC13,8,12.903225806451612,17.830707524542046,MAR,NA
SNU13,5,8.064516129032258,17.593449516917858,MAR,NA
NPEPPS,0,0,24.82313358321041,Complete,NA
HNRNPH2,37,59.67741935483871,19.072771345625807,MNAR,0.004997501249375313
OXCT1,24,38.70967741935484,18.083075629947874,MNAR,4.997501249375312e-4
SH3BGR,0,0,24.11213284914236,Complete,NA
EIF3B,0,0,18.867965541501896,Complete,NA
ATP5MF,0,0,25.5369059689458,Complete,NA
NDUFV3,0,0,21.867225978092176,Complete,NA
MARS1,32,51.61290322580645,17.57456664564167,MNAR,0.0034982508745627187
ARPP19,6,9.67741935483871,20.173969273369444,MAR,NA
ATP5F1E,0,0,24.179053453829045,Complete,NA
ATP5ME,0,0,25.18762727199297,Complete,NA
EIF6,2,3.225806451612903,20.6841967264041,MAR,NA
NDUFA6,0,0,23.703505793630796,Complete,NA
SYNJ2BP,0,0,20.746436177143956,Complete,NA
EEFSEC,27,43.54838709677419,16.11510656445548,MNAR,0.011494252873563218
MTPN,0,0,21.088384867732564,Complete,NA
DEFA3,0,0,22.08161238229232,Complete,NA
ARPC4,6,9.67741935483871,19.025929774436577,MAR,NA
CD81,20,32.25806451612903,17.494838969417327,MNAR,0.03798100949525238
TPI1,0,0,29.328675645797517,Complete,NA
EIF3E,1,1.6129032258064515,19.32909569153551,MAR,NA
SEC61B,32,51.61290322580645,16.18900733153025,MNAR,0.013993003498250875
GABARAPL2,16,25.806451612903224,18.806662399420816,MAR,NA
ROMO1,0,0,18.88957549528386,Complete,NA
