gene,logFC_A,logFC_TO,pi_A,pi_TO,pi_int,sig_cat,reversed,quadrant
LTA4H,-0.0151968121641275,-0.0429783733277205,0.9979102312002788,0.9779586418951168,0.9774466898033812,NS,FALSE,Q3
ALDOC,-0.320965730919347,0.215958928031942,0.8181625977106854,0.902509529409954,0.9603263487272508,NS,TRUE,Q4
LIMS3,-0.482865245999342,0.17241453981546,0.14360614409651842,0.7271616182348558,0.5887620706892133,NS,TRUE,Q4
HSPA1A,-0.115319488610545,-0.109490070749853,0.8588399166641685,0.8479738509525414,0.9251070252282316,NS,FALSE,Q3
IGLC2,0.574824260036014,0.326010878960449,0.20270733470829705,0.6066197116690786,0.9831599619723737,NS,FALSE,Q1
IGLC3,0.176217606957113,0.270418658674732,0.8676207566694515,0.626397498412438,0.9655702143635356,NS,FALSE,Q1
CALM1,-0.20294598433706,0.158531382573258,0.5678730418875613,0.6815967558958455,0.9964649216113146,NS,TRUE,Q4
FDX1,0.163761064678308,-0.224564957749884,0.9157968374268036,0.7587693431641043,0.95357946239195,NS,TRUE,Q2
COX8A,0.29719264802795903,0.107320805498546,0.6423527758840457,0.9435792247991638,0.9017249715408342,NS,FALSE,Q1
GAA,0.526253850370711,-0.0621012762562252,0.0472218927117084,0.9753534297999052,0.989089443902192,Sig Young only,TRUE,Q2
RRAS,0.0941746380214639,-0.0288209590902433,0.910200225180454,0.9916835142304437,0.9971783472636776,NS,TRUE,Q2
ARAF,0.194356462469877,-0.0961382020601427,0.8873626550913633,0.9562261248257756,0.9293184745795758,NS,TRUE,Q2
DLAT,-0.0224536928229462,-0.0287941439545207,0.9944531499565,0.9888891809258636,0.9798459486620328,NS,FALSE,Q3
TXN,-0.0635089490801803,-0.0766314954698295,0.963373804195214,0.9338967286944784,0.994601857713997,NS,FALSE,Q3
COX5B,-0.241057656840884,0.129821857724618,0.5713113753713157,0.8544060196959598,0.14291434881409115,NS,TRUE,Q4
MAPT,-0.328210362568822,0.070637181800258,0.1799392644052639,0.9485785353782252,0.4535132181590893,NS,TRUE,Q4
PRKAR1A,0.0812620831771227,-0.0018254226552088,0.9027603920603288,0.9999586457078375,0.8394231395845434,NS,TRUE,Q2
ESD,-0.225602514848546,-0.0508102858773931,0.6454380167156297,0.982026039547408,0.9803686102995968,NS,FALSE,Q3
HSPD1,0.172686534956295,0.035797437262616,0.5932640859945091,0.9835944625439308,0.9882722475224296,NS,FALSE,Q1
THRB,-1.63283183500868,0.268865354694857,7.129796751562645e-7,0.8088670377183084,0.09761140785387123,Sig Young only,TRUE,Q4
CLU,0.637756043639353,-0.0913173821342461,0.03586700223474635,0.9584485928937454,0.6149349675054311,Sig Young only,TRUE,Q2
MYL2,-0.0452409525291522,0.217752391450713,0.994805642089806,0.8387159486247936,0.00176591867691124,Interaction,TRUE,Q4
HSPA5,-0.0582855152311197,0.075064079596487,0.9584189334159408,0.9124009597877656,0.92722601529907,NS,TRUE,Q4
LAMC1,-0.375351668837109,0.0146007670413937,0.5485474019624653,0.9992861379811782,0.02720742700968863,Interaction,TRUE,Q4
MYH3,-1.43672243823565,-0.408137025160585,0.00128878421868316,0.6702639262290228,0.3583742776864972,Sig Young only,FALSE,Q3
HSPA8,-0.129986469681874,0.0162164733244623,0.7057121953433634,0.9961667314250676,0.730058288029623,NS,TRUE,Q4
EPB41,0.0960526418765966,0.265067357127183,0.9704160323862764,0.6522351391243838,0.9638338741763894,NS,FALSE,Q1
PDHB,0.00140513767277994,-0.0214995270684994,0.999978944166869,0.9935643548885268,0.9730386694816586,NS,TRUE,Q2
DBT,0.427957729162685,-0.0440558218000469,0.16538407863233037,0.9878900808415708,0.9967635800884368,NS,TRUE,Q2
PYGB,0.0600624231767704,-0.126675884454901,0.9682191275463884,0.8062328201532261,0.9187729436106636,NS,TRUE,Q2
PYGM,-0.0855053781237451,-0.118571809112719,0.929653686809215,0.8271544032714289,0.6299033679134595,NS,FALSE,Q3
RALA,0.11562758983067,-0.00694038752275716,0.8718093746635632,0.999591266543478,0.5666906652512873,NS,TRUE,Q2
SPTB,-0.216824731006241,-0.0857301756277309,0.6844027938001401,0.947034409478453,0.9716612761522008,NS,FALSE,Q3
LAMP1,0.128699847712021,0.0604320931192852,0.8504647257874519,0.9620986043789806,0.9959926884614084,NS,FALSE,Q1
ACADM,0.61192767732561,0.0958893733227129,0.00114835133772051,0.9152559233502654,0.9996601741112564,Sig Young only,FALSE,Q1
UBL4A,-0.206742249466949,-0.125251853848159,0.7683151549562373,0.8732813594380019,0.4289049557137302,NS,FALSE,Q3
DMD,-0.088824664285049,-0.14385798015525,0.9116796709703304,0.6995349800822528,0.9578829408782852,NS,FALSE,Q3
MTHFD1,0.0442453786182426,-0.0444681930653559,0.9728481284582082,0.9670963925670802,0.8614110194935214,NS,TRUE,Q2
ADH5,0.025338672304148,-0.0980707793746021,0.994990592322094,0.8912022044921334,0.9969302461156004,NS,TRUE,Q2
PABPC1,-0.0420609374813026,-0.0446388311671022,0.9797901787389972,0.9725545561096446,0.9944917337217272,NS,FALSE,Q3
HARS1,0.19910513232194,-6.5710546956054e-4,0.5111512677513476,0.9999956564040638,0.7978540372657071,NS,TRUE,Q2
COL6A1,-0.180863962395605,0.119372003510637,0.909915430482718,0.9553770625504944,0.05154830463859342,NS,TRUE,Q4
COL6A2,-0.26011991460615,0.255478256069079,0.8264759380487624,0.802157658880909,0.16958924321859023,NS,TRUE,Q4
COL6A3,-0.178423524749295,0.256056853345868,0.9095813636479112,0.7739229736041825,0.1371956290546069,NS,TRUE,Q4
SLC25A4,0.0678133201922293,0.0466639129729742,0.9664613425174032,0.982097459116298,0.9940576075443068,NS,FALSE,Q1
SLC25A6,0.0442807099078024,0.00845857988122489,0.9922968852745964,0.999691862375764,0.9695014325166847,NS,FALSE,Q1
IMPDH2,-0.157508783148963,0.116384044133135,0.6990577659389019,0.8083006188837354,0.7495884716316975,NS,TRUE,Q4
CKB,0.326849498307375,-0.0670487299297768,0.08728612457435057,0.9389050461564776,0.9985298697262212,NS,TRUE,Q2
ANXA3,0.199627222940848,-0.573610715397638,0.7896350637959709,0.0141726966225513,0.9725505375982068,Sig Old only,TRUE,Q2
BCKDHA,-0.0202697233727598,-0.127423328126838,0.9981851351555692,0.8867226547056077,0.9987304608480316,NS,FALSE,Q3
ACTN1,-2.03791540212113,0.383382494768878,4.5442661688673177e-7,0.7316531196746897,0.02440845849369297,Interaction,TRUE,Q4
MYH1,-0.973138116560232,-0.114652891278805,0.02320525950952703,0.9670884671084944,0.5220714168924038,Sig Young only,FALSE,Q3
MYH7,-0.523271452751178,0.25466300110435097,0.34768348302753005,0.788156441556868,0.02969832025928682,Interaction,TRUE,Q4
PEPD,-0.0413053392459197,-0.142690127305666,0.985385364782296,0.7439042012469775,0.8589004596243641,NS,FALSE,Q3
XRCC6,0.276993623512297,0.024948126110381,0.2526382038981707,0.9934297525756648,0.7978751282788638,NS,FALSE,Q1
XRCC5,-0.0573501806867718,-0.0720697894502251,0.9648483371357768,0.930324157603824,0.9990962089374296,NS,FALSE,Q3
COX4I1,0.0516097259854966,-0.00736315293697132,0.9817652651173702,0.9996152829077158,0.5202295030279772,NS,TRUE,Q2
IFITM1,0.236061141088879,-0.11532312140535,0.6623701110200633,0.8908925932561538,0.7549631919917706,NS,TRUE,Q2
LAMP2,0.445980227135792,-0.135193644014702,0.1668153259092914,0.8711961912560319,0.999740286996422,NS,TRUE,Q2
RNH1,0.00740825943422152,-0.0846890775720937,0.9995207297207196,0.902754166813879,0.9694272288392868,NS,TRUE,Q2
MYH8,-0.539996521621145,0.0124014520625941,0.3649636989417421,0.9996071510908804,0.974997659703342,NS,TRUE,Q4
VCAN,-0.0998163805087664,-0.313168295188415,0.9108761748789608,0.1585393658666533,0.333395017544955,NS,FALSE,Q3
EEF2,-0.182878137217752,0.0827128346204127,0.3845942857273156,0.8472722430330876,0.9216082619297764,NS,TRUE,Q4
KRT10,-0.222856100641096,0.136749657919186,0.8563684999207345,0.9386584422921856,0.636576067171448,NS,TRUE,Q4
KRT5,-0.139842555037433,0.0619281687247053,0.952473109507698,0.9897039511414558,0.9190560909367268,NS,TRUE,Q4
PDIA4,0.412909971846791,0.300810852468921,0.2816164964459722,0.4140965961226075,0.999946607233112,NS,FALSE,Q1
TPT1,-0.0123883284194015,-0.0531362331714433,0.9990845407545246,0.97786649940204,0.9312718868129368,NS,FALSE,Q3
ALAD,0.296354755691723,0.0862554017126591,0.4454545439887168,0.9464480206791396,0.9918103866631168,NS,FALSE,Q1
LCP1,-0.140343296042484,0.324724060840843,0.8398642797316354,0.15372080482101388,0.39826787825250987,NS,TRUE,Q4
PLS3,0.175359453121924,0.179756433486052,0.8214557433658608,0.7207012282040033,0.7066887441689707,NS,FALSE,Q1
APEH,0.0437654276869495,0.0234573225120478,0.9748297380844152,0.9921789160554632,0.748463849338206,NS,FALSE,Q1
ETFA,0.479025946135955,-0.10048887132065,0.01619927723547221,0.8961974955627143,0.9365145457982036,Sig Young only,TRUE,Q2
TNNT1,-0.561140054435839,0.0870354122696355,0.3012495047265987,0.9781830380182156,0.08251622688885728,NS,TRUE,Q4
GYS1,-0.245196917443998,0.103558134082324,0.451192849023324,0.8842528562583241,0.8618265726739972,NS,TRUE,Q4
PRKAR2A,0.0314493698030951,-0.024796219757512,0.9882979417931856,0.9916435309543752,0.8638138676779542,NS,TRUE,Q2
ENO3,-0.269607405470044,0.144600036264322,0.2440284512034348,0.6902614015058993,0.8232780189743872,NS,TRUE,Q4
CD59,0.0097299888328557,-0.0492315909106722,0.9991868825514983,0.9714004319325232,0.9016253722010464,NS,TRUE,Q2
MIF,-0.00267025670286714,0.0699682250774565,0.9999581387179972,0.9594711193903166,0.9576440618193236,NS,TRUE,Q4
CD99,-0.181739830112111,0.300893770189244,0.8169925677761898,0.43553494075941185,0.9996928771389232,NS,TRUE,Q4
PRKCSH,-0.00722765500649203,-0.0140064572014431,0.9995401859612184,0.9979196063952172,0.7738237113460221,NS,FALSE,Q3
FDPS,0.0297628674835408,-0.035361424613555,0.9876574780245122,0.9786206113833776,0.9988247169976066,NS,TRUE,Q2
COX7A2,-0.141905653735918,0.139685310103182,0.8687593823564699,0.847946955348131,0.24736331196892297,NS,TRUE,Q4
NID1,-0.414907015300496,0.115665568839113,0.4813362408503925,0.9496347787232688,0.02685211985968301,Interaction,TRUE,Q4
AKR1A1,0.156365145895311,-0.00599662367011433,0.7444072130662239,0.9996838529620936,0.905597566123534,NS,TRUE,Q2
PKM,-0.0536500043796977,0.142514377357784,0.9699683497715912,0.6981231328929887,0.9418696101080358,NS,TRUE,Q4
ACYP2,-0.0954102517863653,0.0613228027865773,0.9016692182246644,0.9552244006016612,0.9672715623142354,NS,TRUE,Q4
HSP90B1,-0.0832567877407797,0.117694969329541,0.9164592182132204,0.7849397282924162,0.8992643347265407,NS,TRUE,Q4
MYL6B,0.37768984032347,0.192241314329859,0.6950609216361343,0.9077435079487824,0.9540562175568088,NS,FALSE,Q1
SLC2A4,0.141833285861484,0.404406921465949,0.9269613415641196,0.2217695043852963,0.8909458762232023,NS,FALSE,Q1
IDE,-0.136240939646875,0.0892651822885995,0.8204897144320802,0.90504919518876,0.796687607081078,NS,TRUE,Q4
COX6B1,0.151294098303133,0.100441922275312,0.8366892547771919,0.9189157532317276,0.1511545285488032,NS,FALSE,Q1
HNRNPL,-0.00904709982004448,0.143849725202852,0.9994756524264208,0.7867492823424805,0.19731600298429225,NS,TRUE,Q4
DARS1,0.0365627869030867,0.0546548136505081,0.9896583881294672,0.9710741807247436,0.4056420402322856,NS,FALSE,Q1
JUP,-0.382611547618659,0.251084515220459,0.5443800284641999,0.6663933090713063,0.9941537631099324,NS,TRUE,Q4
UQCRB,-0.0600874719992355,0.0700112556476107,0.9642792186077044,0.940192777316418,0.7720055331411324,NS,TRUE,Q4
CPA3,0.254939483071123,-0.308658245229012,0.7591615840953908,0.5011862892572213,0.8429806814232822,NS,TRUE,Q2
FABP4,0.334330825708207,-0.133298562723134,0.18259010820163313,0.8037563386589992,0.8974025553804243,NS,TRUE,Q2
GLUL,0.561635364568879,-0.258700812688563,0.2196205013678086,0.6073217968577419,0.9501395464549758,NS,TRUE,Q2
AKR1B1,0.107503282331699,-0.0984607813071783,0.8653252797529908,0.8658817966857603,0.7824951971777605,NS,TRUE,Q2
GSPT1,-0.105977746828078,0.0107538781261667,0.8709964149438333,0.998784889140231,0.9717438881570716,NS,TRUE,Q4
PGAM2,0.0707419203440658,-0.0281237221197266,0.9543421020363704,0.9924681723955,0.8701291943526799,NS,TRUE,Q2
EZR,-0.566574048399481,0.19700264423513,0.08130167445952194,0.7883522897321132,0.1955042329760354,NS,TRUE,Q4
UCHL3,-0.363566062432099,0.104993555995627,0.05539922474099371,0.8485213664315779,0.9364841306274398,NS,TRUE,Q4
NME1,0.146310022024519,0.136621888416524,0.7425303302324587,0.726666368450542,0.9853713541260094,NS,FALSE,Q1
RPS2,-0.308546420221891,0.270116116228127,0.31367496077506263,0.3532520784217102,0.9997130195464776,NS,TRUE,Q4
RPA2,0.50048330837679,0.0235179733657418,0.25096993200319306,0.9971679094455592,0.00437986176782464,Interaction,FALSE,Q1
COX7C,-0.119160502111768,0.0322409378152209,0.9212963610851322,0.9941228152150744,0.4105106622355565,NS,TRUE,Q4
NQO2,-0.133246338078731,-0.258764567134204,0.9596756877525824,0.8077437690545508,0.8165484386585621,NS,FALSE,Q3
PFKFB1,-0.104135932815883,0.357693912816263,0.9575328672438176,0.2815467554911778,0.31734106929193556,NS,TRUE,Q4
CBR1,-0.279097105920723,0.235342839357365,0.35130279375997575,0.4254991680593557,0.7282491972541714,NS,TRUE,Q4
ANK1,0.239025410899259,0.247293360718597,0.8083230718157676,0.696855636028682,0.991464895931108,NS,FALSE,Q1
ACADS,0.49962268987974,-0.339932721352849,0.09753724396714578,0.33025728955265626,0.8553234235562233,NS,TRUE,Q2
PPP3CB,0.0346756640705514,-0.177654789952005,0.9909210385022572,0.6438062079517435,0.998335608971384,NS,TRUE,Q2
ATP2A2,0.218893926210406,-0.2200672476745,0.5202234002351743,0.4367099712348616,0.6212761469909563,NS,TRUE,Q2
CD36,0.218228049164598,0.093590531569614,0.7484468851273935,0.949903626822927,0.999774771032494,NS,FALSE,Q1
FAH,0.370096693083219,-0.0131663737830863,0.09110085761145516,0.9984902974559332,0.940909693141149,NS,TRUE,Q2
YBX3,-0.398444742152378,-0.074016544931844,0.0673825695616012,0.9448699236790868,0.9835497494657256,NS,FALSE,Q3
TMEM11,0.22602094129422,0.0753618951406168,0.4689329540839512,0.9345516384175266,0.1995088957408064,NS,FALSE,Q1
GOT1,0.122630961680809,-0.0978622280949466,0.8043867084362799,0.8553067810922187,0.9904973180154534,NS,TRUE,Q2
CKMT2,0.317881423607876,0.0757231004791734,0.3811287283176249,0.9594682679965862,0.9707797596044406,NS,FALSE,Q1
NDUFB7,0.126446456384777,-0.055873325065761,0.9111028349227152,0.981504017501598,0.1785611103133049,NS,TRUE,Q2
PRKACA,0.0760824057956242,0.042129091171919,0.913507482767612,0.9718743342251416,0.9825565535044796,NS,FALSE,Q1
CAPN2,0.0463538643407269,0.202750328100834,0.9805459371226564,0.4764648166222837,0.819388731825353,NS,FALSE,Q1
DES,-1.50023370495587,0.209560048050989,2.1102666833884286e-8,0.8384266162926821,0.4898528627842303,Sig Young only,TRUE,Q4
PFKL,-0.280638086784954,0.0224401924869078,0.5203545708986749,0.9970430755128284,0.9269918982199824,NS,TRUE,Q4
LGALS3,0.150702739557822,0.334018949915343,0.857406606427347,0.2462838256356601,0.9185647558793428,NS,FALSE,Q1
FLT1,-1.02208812184713,0.042338227563917,0.04473652904746778,0.9965545204456407,2.813008716972345e-4,Interaction,TRUE,Q4
PSMC3,-0.163882459517286,0.0689800316583771,0.4867688535048096,0.8986924594469798,0.9996766349126692,NS,TRUE,Q4
TCP1,-0.0480256370676031,0.097871087764652,0.973243407660816,0.8454104263954668,0.828867927181207,NS,TRUE,Q4
RPL35A,-0.708434346665346,-0.0163204006963795,0.04633685503572239,0.999090051302857,0.9871939517671668,Sig Young only,FALSE,Q3
ARF4,-0.054386934597833,-0.01880227438944,0.9869836446529736,0.9982669691705816,0.9779378318026,NS,FALSE,Q3
RPL7,-0.157703179343983,0.214295452978551,0.8829270116979163,0.7358866326494103,0.9989981651023911,NS,TRUE,Q4
VCL,0.0204024530768301,0.0616869628652026,0.994254533393488,0.9230985921546108,0.8917636818086845,NS,FALSE,Q1
RPL17,-0.46691664969557,0.141188316478011,0.05372928011139342,0.8264627846062155,0.9655597372409774,NS,TRUE,Q4
PGAM1,0.068869251201253,0.0457276588154016,0.9504201216615336,0.9757004445205154,0.8809694762494704,NS,FALSE,Q1
ATP5PF,-0.0493097858223379,0.0902428798645936,0.9804964991885784,0.9136104436884692,0.9884500071446368,NS,TRUE,Q4
TSPAN8,0.0123687580045448,-0.44638449233193,0.9993298299226392,0.1059426127002428,0.9567386752643168,NS,TRUE,Q2
TNNI1,-0.325674686566174,0.0606248073274749,0.6965127218362043,0.9889413030813164,0.1091692144342553,NS,TRUE,Q4
NCL,0.481966441850076,0.0186555545296869,0.0285512530324349,0.9974446340157632,0.801202200761001,Sig Young only,FALSE,Q1
HK1,0.0359238350362396,0.146618975896452,0.986362726169392,0.6550557137404346,0.9997025652340176,NS,FALSE,Q1
NDUFV2,-0.0981328690602297,0.0308460266405852,0.933865591754214,0.9933053878394732,0.08526700882448619,NS,TRUE,Q4
SRM,0.767801480917093,0.140354674461825,0.16434008746380507,0.9392750393768908,0.7137313253673211,NS,FALSE,Q1
TYMP,-0.475135418648804,0.131738280287419,0.0398839694120053,0.8254280747445804,0.9457888932805866,Sig Young only,TRUE,Q4
ATP2B1,0.254873974741367,-0.11521591577373,0.8472467290795764,0.906442406277034,0.8873458393850618,NS,TRUE,Q2
EIF2S2,-0.104963904018131,0.0702147159189721,0.8892199643267419,0.9413051149781286,0.9984041866923478,NS,TRUE,Q4
ANXA7,0.131194867870182,-0.104355068445276,0.7068232436821531,0.7820207122450558,0.9464902572761504,NS,TRUE,Q2
TPSB2,0.817878952324651,0.109753226157626,0.00261252843622644,0.9395259312593476,0.6554277316791993,Sig Young only,FALSE,Q1
BTF3,-0.275453879360168,-0.00100453134644951,0.48861188523046817,0.9999938492296848,0.987958739264725,NS,FALSE,Q3
RAB6A,0.408798969965112,0.0818708881636887,0.11929567358934608,0.943619386523945,0.3124832160176724,NS,FALSE,Q1
PVALB,-1.3113526146963,-0.653367461720496,0.02034377630421476,0.4303206858252654,0.927463207915392,Sig Young only,FALSE,Q3
PSMB1,-0.119551780495044,0.00385021408882835,0.7335413620820014,0.9997871048541312,0.9964923990395432,NS,TRUE,Q4
COX5A,0.0124281701289988,0.0488993994964879,0.9990870277873524,0.9816505220480304,0.27298569620514024,NS,FALSE,Q1
CAPN3,-0.509727716890076,0.116063599725365,0.03255971399557807,0.8939121515576183,0.9415705420389,Sig Young only,TRUE,Q4
CAST,-0.459036137462316,0.190397279845723,0.03314950934870976,0.6273431426965588,0.9993260578727527,Sig Young only,TRUE,Q4
NEB,-1.47460700838755,-0.0424574050404409,2.3310907491796745e-8,0.9940974814625476,0.9996850744755972,Sig Young only,FALSE,Q3
PTMS,0.170249591419044,-0.0324915155507313,0.8444370173526402,0.9938904754427624,0.9245395635712942,NS,TRUE,Q2
GSTM3,-0.277625946088005,0.0548713963771839,0.5373366335540982,0.9812659105581027,0.9707225450673168,NS,TRUE,Q4
ATP6V1B2,0.0777225911117227,-0.0782747844761182,0.9378041595286626,0.924048956490463,0.9558614139285164,NS,TRUE,Q2
CSRP1,-0.569743088031807,0.425019318603837,0.10213331103799798,0.25391071846675645,0.6599519387618115,NS,TRUE,Q4
FLNA,-0.593057760129934,0.267509480169746,0.02459791266757384,0.5326297195605365,0.7964751674832237,Sig Young only,TRUE,Q4
MAOA,0.775727037516685,-0.19409511276482,9.7976276370327e-5,0.6991624830340322,0.48893061729010934,Sig Young only,TRUE,Q2
ACO1,0.118373125225798,-0.100489738553783,0.8484663517418928,0.8721217900293513,0.984684013945304,NS,TRUE,Q2
GPD1,-0.155674267148274,-0.0416130000407335,0.760754319022864,0.9834703288988595,0.998709397903398,NS,FALSE,Q3
VDAC1,0.265548133342833,-0.134084989912065,0.3000262653296256,0.7591545780016364,0.7291158361865224,NS,TRUE,Q2
BGN,0.290946847070526,-0.0247055207440248,0.5774815067104165,0.9969825362715876,0.4784685239881558,NS,TRUE,Q2
RYR1,-0.142812639922688,-0.0591987419092064,0.7520629482050272,0.9562777038474536,0.9572077105831804,NS,FALSE,Q3
SDHB,0.210580260980752,-0.0673678495306937,0.5011312988581983,0.9451613014301042,0.9511563207480412,NS,TRUE,Q2
COMT,-0.122198129171526,0.0691465799503881,0.8539420697463184,0.9493698309412336,0.9876378911124788,NS,TRUE,Q4
TGM2,0.618836034717919,0.383619298789654,0.04868114011792715,0.25309052924147646,0.12515409544538694,Sig Young only,FALSE,Q1
MMUT,0.275449883994689,0.052379368981839,0.5776050192381148,0.9834423560507198,0.9993020505777358,NS,FALSE,Q1
OSBP,0.0414244929267262,0.0195532535953298,0.979334013172425,0.9948761892035792,0.7704660728884962,NS,FALSE,Q1
PCMT1,0.0830131305205697,-0.0459454504332939,0.9192437531262964,0.9735293020556284,0.9991846322583936,NS,TRUE,Q2
GART,0.0134139679254268,0.0443248718843066,0.9982688911116372,0.9735662321144388,0.6536567905672246,NS,FALSE,Q1
PAICS,-0.115022752659197,0.00688458292739469,0.8225079856853467,0.9994687452912008,0.8874358770835399,NS,TRUE,Q4
SCP2,-0.0765346940002232,0.227488814662227,0.9633336412768272,0.5799197031502397,0.9464562958935784,NS,TRUE,Q4
UBA1,0.0992890293170241,-0.0421670065022788,0.832628086823971,0.9698357713467688,0.7045617513027429,NS,TRUE,Q2
GPX3,0.36907118496848,-0.411396401870583,0.28073665741401976,0.12270447346917582,0.97569628589465,NS,TRUE,Q2
NME2,0.0181034972241498,0.19728584284184,0.9971586891278889,0.47556330368216776,0.9240517835757224,NS,FALSE,Q1
FDXR,0.311514103708774,0.00872361103186492,0.7690143168761995,0.9995582351250912,0.8290376090619775,NS,FALSE,Q1
HNRNPA2B1,0.0532788467444121,0.00472617100226813,0.9809216489176892,0.9998460236237005,0.5213869958951274,NS,FALSE,Q1
UQCRC2,0.0494435874453316,0.0639530362469287,0.9750610970387598,0.947679088426014,0.5757898715744584,NS,FALSE,Q1
FECH,0.257014423051782,0.032498909730716,0.3645703360022221,0.9896670821838484,0.9994348620855872,NS,FALSE,Q1
AMPD1,-0.0227561279278135,0.0294238561630422,0.9981269696748064,0.9962333443534884,0.9899953964505668,NS,TRUE,Q4
FBLN1,0.0242020885822924,-0.139226381778084,0.9976382302634073,0.8688225198420844,0.806538148924922,NS,TRUE,Q2
SFPQ,-0.0571328638650925,0.127889624571011,0.9837613938469254,0.8883362965582701,0.7374548888154459,NS,TRUE,Q4
PPIB,0.224409868742114,0.300218289186873,0.6538673776392855,0.3311756189033532,0.8534846264682753,NS,FALSE,Q1
S100A1,-0.109309083447922,-0.041926217841258,0.9466392523262112,0.9916080912086525,0.845074067014454,NS,FALSE,Q3
HRC,-0.304051131136642,0.0357432950452221,0.1524838974696639,0.9853683329923124,0.3615111426649951,NS,TRUE,Q4
ME2,-0.147359293208723,0.179270992703579,0.8505211632414891,0.7302565439415962,0.7609193144174387,NS,TRUE,Q4
WARS1,0.0899033407956793,-0.107327093869728,0.9117503940938144,0.8430856140329502,0.7636023326074949,NS,TRUE,Q2
RPS3,-0.296544144804155,0.156288651060827,0.3209743707057173,0.7468031324126246,0.9998006290018826,NS,TRUE,Q4
GCSH,0.140105414001276,-0.115624846768057,0.8961156522384145,0.9035231069154966,0.9678026829714712,NS,TRUE,Q2
AHCY,0.034362310489584,-0.0815797318116616,0.9869461571283236,0.8962495027653287,0.4896997916084373,NS,TRUE,Q2
CFL1,0.186880907510783,0.05698141901863,0.6842454251284684,0.9703952728663504,0.9905559293255416,NS,FALSE,Q1
EIF4B,0.0865091806024765,-0.135932075415568,0.9236822228330775,0.7507268355003258,0.863290822533686,NS,TRUE,Q2
ATP2B4,-0.108276576531694,-0.054007742177248,0.8876765204559877,0.9678623468958274,0.9256932693266424,NS,FALSE,Q3
CPT2,0.430913852390706,-0.15267270549613,0.04885792683127379,0.7534429243878188,0.9995307133799316,Sig Young only,TRUE,Q2
LAMA2,-0.411636404761861,0.082135020418928,0.35872928638988955,0.968762682157807,0.3499793938000482,NS,TRUE,Q4
GPT,0.31582500177619,-0.223228359545111,0.3802886331660854,0.5994391616316223,0.9494353539280356,NS,TRUE,Q2
COX7A1,0.076944655989152,0.020159429312308,0.9659359614593428,0.9975599492151502,0.31568579857537293,NS,FALSE,Q1
COX7B,0.0561292226959544,-0.0303663691478064,0.9872309160898342,0.995799157615444,0.13744631056456297,NS,TRUE,Q2
EEF1B2,-0.0793642617589185,0.0778975341469348,0.941534487285944,0.932645535330215,0.8265442287578105,NS,TRUE,Q4
ATP5PB,0.0547243613707131,-0.0806927949707372,0.9694917391736414,0.9142177046809818,0.5987310063255945,NS,TRUE,Q2
ACP1,-0.197439513019187,0.0365211692831018,0.5820011347175102,0.9864018012425226,0.09363789960438015,NS,TRUE,Q4
ACAT1,0.433803776101033,-0.112857986434637,0.01366337223497685,0.830511366289026,0.9961769426470286,Sig Young only,TRUE,Q2
MYL9,-0.445235924027681,0.42342524038369,0.70343695199921,0.4996944104674744,0.4760009325881307,NS,TRUE,Q4
AZGP1,0.303386322213409,-0.157494353293806,0.3722734735199297,0.7804367811601158,0.9125561579950924,NS,TRUE,Q2
MPST,0.421809095766093,-0.265757336447994,0.02800043345159452,0.2494082962280746,0.27664428403982866,Sig Young only,TRUE,Q2
RPS12,-0.245467109466045,0.28557285907209,0.48372943265988,0.26431815834358763,0.2979430154314867,NS,TRUE,Q4
DNAJB2,0.0760580843247638,-0.210293469101721,0.9630267234415376,0.5902064959726686,0.99918208591078,NS,TRUE,Q2
ATP5F1A,0.117909885744044,0.0112478079939287,0.837747220300081,0.9987145586883176,0.9083535190808512,NS,FALSE,Q1
PSMA1,-0.151525900721133,0.00481344133135408,0.5794723390000881,0.9996704180024072,0.8711799433722138,NS,TRUE,Q4
PSMA2,-0.201246770183108,0.0115149211385912,0.5448031055083279,0.9987138212865324,0.9515198227213968,NS,TRUE,Q4
PSMA3,-0.161963990832721,0.00963986902243263,0.585282127175727,0.9988023824296488,0.7528751611594207,NS,TRUE,Q4
PSMA4,-0.0842464016092208,0.0740384145772524,0.9052070269121376,0.9140122891074446,0.9981979952654984,NS,TRUE,Q4
MSN,-0.290553426528017,0.248108817087171,0.23043984177286556,0.29021779038819395,0.4772118132703861,NS,TRUE,Q4
DDX6,-0.0327807526161052,-0.093943993344908,0.9927912484631553,0.913049155509887,0.9972266317680832,NS,FALSE,Q3
U2AF2,-0.124520039441368,0.176635179747336,0.8909157109218441,0.7098246811393126,0.5111653934894803,NS,TRUE,Q4
RPL13,-0.259894526559616,0.151534469834793,0.6736382693594624,0.8714786989787647,0.9666746542272436,NS,TRUE,Q4
IVD,0.400863832459507,-0.0344080848283568,0.1118450803997294,0.990968200340556,0.9976388546141928,NS,TRUE,Q2
S100A4,0.0838280393921842,0.438169070656723,0.976109580472576,0.2828771863382219,0.13425159037148474,NS,FALSE,Q1
HMGB2,0.761747053386543,-0.204836764548311,1.1927158684875356e-5,0.5790365887430257,0.9387657063178292,Sig Young only,TRUE,Q2
TARS1,-0.0617293545468307,0.154010092072635,0.9759463446639404,0.7601780631334385,0.5355211112914842,NS,TRUE,Q4
VARS1,0.179936200675172,0.153952587191856,0.6879227389039487,0.7282484064516463,0.19653001492551633,NS,FALSE,Q1
