uniprot_id,gene,contrast,flag,classification
P63241,EIF5A,Training_Young,never_sig,NS
P63244,RACK1,Training_Young,never_sig,NS
P63279,UBE2I,Training_Young,robust,Robust
P63302,SELENOW,Training_Young,never_sig,NS
P63316,TNNC1,Training_Young,never_sig,NS
P67775,PPP2CA,Training_Young,never_sig,NS
P67809,YBX1,Training_Young,robust,Robust
P67870,CSNK2B,Training_Young,never_sig,NS
P67936,TPM4,Training_Young,robust,Robust
P68036,UBE2L3,Training_Young,never_sig,NS
P68104,EEF1A1,Training_Young,never_sig,NS
P68133,ACTA1,Training_Young,never_sig,NS
P68363,TUBA1B,Training_Young,robust,Robust
P68366,TUBA4A,Training_Young,never_sig,NS
P68371,TUBB4B,Training_Young,never_sig,NS
P68400,CSNK2A1,Training_Young,never_sig,NS
P68402,PAFAH1B2,Training_Young,never_sig,NS
P68871,HBB,Training_Young,never_sig,NS
P69905,HBA1,Training_Young,never_sig,NS
P78344,EIF4G2,Training_Young,never_sig,NS
P78356,PIP4K2B,Training_Young,never_sig,NS
P78371,CCT2,Training_Young,robust,Robust
P78417,GSTO1,Training_Young,never_sig,NS
P78527,PRKDC,Training_Young,never_sig,NS
P81605,DCD,Training_Young,never_sig,NS
P82663,MRPS25,Training_Young,never_sig,NS
P82675,MRPS5,Training_Young,never_sig,NS
P82909,MRPS36,Training_Young,never_sig,NS
P82914,MRPS15,Training_Young,never_sig,NS
P82921,MRPS21,Training_Young,never_sig,NS
P82979,SARNP,Training_Young,never_sig,NS
P83111,LACTB,Training_Young,never_sig,NS
P83731,RPL24,Training_Young,never_sig,NS
P84077,ARF1,Training_Young,never_sig,NS
P84085,ARF5,Training_Young,never_sig,NS
P84090,ERH,Training_Young,never_sig,NS
P84095,RHOG,Training_Young,never_sig,NS
P84098,RPL19,Training_Young,never_sig,NS
P84103,SRSF3,Training_Young,never_sig,NS
P84157,MXRA7,Training_Young,never_sig,NS
P84243,H3-3A,Training_Young,imputation_dependent,Conditional
P98095,FBLN2,Training_Young,never_sig,NS
P98160,HSPG2,Training_Young,imputation_dependent,Conditional
P98179,RBM3,Training_Young,never_sig,NS
P99999,CYCS,Training_Young,never_sig,NS
Q00013,MPP1,Training_Young,never_sig,NS
Q00059,TFAM,Training_Young,never_sig,NS
Q00169,PITPNA,Training_Young,never_sig,NS
Q00325,SLC25A3,Training_Young,robust,Robust
Q00341,HDLBP,Training_Young,never_sig,NS
Q00577,PURA,Training_Young,never_sig,NS
Q00610,CLTC,Training_Young,robust,Robust
Q00688,FKBP3,Training_Young,never_sig,NS
Q00765,REEP5,Training_Young,robust,Robust
Q00796,SORD,Training_Young,never_sig,NS
Q00839,HNRNPU,Training_Young,never_sig,NS
Q00872,MYBPC1,Training_Young,never_sig,NS
Q00G26,PLIN5,Training_Young,never_sig,NS
Q01082,SPTBN1,Training_Young,never_sig,NS
Q01085,TIAL1,Training_Young,never_sig,NS
Q01105,SET,Training_Young,never_sig,NS
Q01432,AMPD3,Training_Young,never_sig,NS
Q01469,FABP5,Training_Young,never_sig,NS
Q01484,ANK2,Training_Young,never_sig,NS
Q01518,CAP1,Training_Young,never_sig,NS
Q01844,EWSR1,Training_Young,never_sig,NS
Q01995,TAGLN,Training_Young,never_sig,NS
Q02218,OGDH,Training_Young,never_sig,NS
Q02221,COX6A2,Training_Young,never_sig,NS
Q02252,ALDH6A1,Training_Young,never_sig,NS
Q02338,BDH1,Training_Young,never_sig,NS
Q02388,COL7A1,Training_Young,never_sig,NS
Q02543,RPL18A,Training_Young,never_sig,NS
Q02641,CACNB1,Training_Young,never_sig,NS
Q02750,MAP2K1,Training_Young,never_sig,NS
Q02790,FKBP4,Training_Young,never_sig,NS
Q02878,RPL6,Training_Young,never_sig,NS
Q02952,AKAP12,Training_Young,never_sig,NS
Q02978,SLC25A11,Training_Young,never_sig,NS
Q03135,CAV1,Training_Young,robust,Robust
Q03154,ACY1,Training_Young,never_sig,NS
Q03252,LMNB2,Training_Young,imputation_dependent,Conditional
Q04323,UBXN1,Training_Young,never_sig,NS
Q04446,GBE1,Training_Young,robust,Robust
Q04637,EIF4G1,Training_Young,never_sig,NS
Q04759,PRKCQ,Training_Young,never_sig,NS
Q04760,GLO1,Training_Young,never_sig,NS
Q04828,AKR1C1,Training_Young,imputation_dependent,Conditional
Q04837,SSBP1,Training_Young,never_sig,NS
Q04917,YWHAH,Training_Young,robust,Robust
Q04941,PLP2,Training_Young,never_sig,NS
Q05086,UBE3A,Training_Young,never_sig,NS
Q05519,SRSF11,Training_Young,never_sig,NS
Q05639,EEF1A2,Training_Young,never_sig,NS
Q05682,CALD1,Training_Young,never_sig,NS
Q05707,COL14A1,Training_Young,never_sig,NS
Q06124,PTPN11,Training_Young,never_sig,NS
Q06323,PSME1,Training_Young,robust,Robust
Q06432,CACNG1,Training_Young,never_sig,NS
Q06730,ZNF33A,Training_Young,never_sig,NS
Q06830,PRDX1,Training_Young,never_sig,NS
Q07020,RPL18,Training_Young,never_sig,NS
Q07021,C1QBP,Training_Young,never_sig,NS
Q07065,CKAP4,Training_Young,imputation_dependent,Conditional
Q07507,DPT,Training_Young,imputation_dependent,Conditional
Q07866,KLC1,Training_Young,never_sig,NS
Q07955,SRSF1,Training_Young,never_sig,NS
Q07960,ARHGAP1,Training_Young,imputation_dependent,Conditional
Q08043,ACTN3,Training_Young,never_sig,NS
Q08209,PPP3CA,Training_Young,never_sig,NS
Q08211,DHX9,Training_Young,never_sig,NS
Q08257,CRYZ,Training_Young,never_sig,NS
Q08357,SLC20A2,Training_Young,imputation_dependent,Conditional
Q08623,PUDP,Training_Young,never_sig,NS
Q08722,CD47,Training_Young,never_sig,NS
Q08752,PPID,Training_Young,never_sig,NS
Q09666,AHNAK,Training_Young,never_sig,NS
Q0VAK6,LMOD3,Training_Young,never_sig,NS
Q0VDF9,HSPA14,Training_Young,never_sig,NS
Q0VDG4,SCRN3,Training_Young,never_sig,NS
Q0ZGT2,NEXN,Training_Young,never_sig,NS
Q10567,AP1B1,Training_Young,never_sig,NS
Q10589,BST2,Training_Young,robust,Robust
Q10713,PMPCA,Training_Young,never_sig,NS
Q12797,ASPH,Training_Young,never_sig,NS
Q12805,EFEMP1,Training_Young,never_sig,NS
Q12846,STX4,Training_Young,never_sig,NS
Q12849,GRSF1,Training_Young,never_sig,NS
Q12904,AIMP1,Training_Young,never_sig,NS
Q12906,ILF3,Training_Young,never_sig,NS
Q12931,TRAP1,Training_Young,never_sig,NS
Q12955,ANK3,Training_Young,never_sig,NS
Q12988,HSPB3,Training_Young,never_sig,NS
Q13011,ECH1,Training_Young,never_sig,NS
Q13033,STRN3,Training_Young,never_sig,NS
Q13057,COASY,Training_Young,never_sig,NS
Q13061,TRDN,Training_Young,never_sig,NS
Q13085,ACACA,Training_Young,never_sig,NS
Q13098,GPS1,Training_Young,never_sig,NS
Q13126,MTAP,Training_Young,never_sig,NS
Q13131,PRKAA1,Training_Young,never_sig,NS
Q13148,TARDBP,Training_Young,never_sig,NS
Q13153,PAK1,Training_Young,never_sig,NS
Q13155,AIMP2,Training_Young,never_sig,NS
Q13162,PRDX4,Training_Young,never_sig,NS
Q13177,PAK2,Training_Young,never_sig,NS
Q13185,CBX3,Training_Young,never_sig,NS
Q13200,PSMD2,Training_Young,never_sig,NS
Q13203,MYBPH,Training_Young,never_sig,NS
Q13228,SELENBP1,Training_Young,never_sig,NS
Q13263,TRIM28,Training_Young,never_sig,NS
Q13283,G3BP1,Training_Young,never_sig,NS
Q13310,PABPC4,Training_Young,never_sig,NS
Q13326,SGCG,Training_Young,never_sig,NS
Q13347,EIF3I,Training_Young,never_sig,NS
Q13363,CTBP1,Training_Young,never_sig,NS
Q13404,UBE2V1,Training_Young,never_sig,NS
Q13409,DYNC1I2,Training_Young,robust,Robust
Q13418,ILK,Training_Young,never_sig,NS
Q13423,NNT,Training_Young,never_sig,NS
Q13424,SNTA1,Training_Young,never_sig,NS
Q13425,SNTB2,Training_Young,never_sig,NS
Q13435,SF3B2,Training_Young,never_sig,NS
Q13442,PDAP1,Training_Young,never_sig,NS
Q13445,TMED1,Training_Young,never_sig,NS
Q13451,FKBP5,Training_Young,never_sig,NS
Q13492,PICALM,Training_Young,never_sig,NS
Q13496,MTM1,Training_Young,never_sig,NS
Q13501,SQSTM1,Training_Young,never_sig,NS
Q13505,MTX1,Training_Young,never_sig,NS
Q13508,ART3,Training_Young,robust,Robust
Q13510,ASAH1,Training_Young,never_sig,NS
Q13526,PIN1,Training_Young,never_sig,NS
Q13554,CAMK2B,Training_Young,never_sig,NS
Q13555,CAMK2G,Training_Young,never_sig,NS
Q13557,CAMK2D,Training_Young,robust,Robust
Q13561,DCTN2,Training_Young,robust,Robust
Q13564,NAE1,Training_Young,never_sig,NS
Q13586,STIM1,Training_Young,never_sig,NS
Q13616,CUL1,Training_Young,never_sig,NS
Q13617,CUL2,Training_Young,never_sig,NS
Q13618,CUL3,Training_Young,never_sig,NS
Q13619,CUL4A,Training_Young,never_sig,NS
Q13642,FHL1,Training_Young,never_sig,NS
Q13643,FHL3,Training_Young,never_sig,NS
Q13683,ITGA7,Training_Young,never_sig,NS
Q13685,AAMP,Training_Young,never_sig,NS
Q13698,CACNA1S,Training_Young,never_sig,NS
Q13724,MOGS,Training_Young,never_sig,NS
Q13813,SPTAN1,Training_Young,imputation_dependent,Conditional
Q13825,AUH,Training_Young,never_sig,NS
Q13838,DDX39B,Training_Young,never_sig,NS
Q13867,BLMH,Training_Young,never_sig,NS
Q13884,SNTB1,Training_Young,never_sig,NS
Q13885,TUBB2A,Training_Young,robust,Robust
Q13907,IDI1,Training_Young,never_sig,NS
Q13976,PRKG1,Training_Young,never_sig,NS
Q14061,COX17,Training_Young,never_sig,NS
Q14103,HNRNPD,Training_Young,never_sig,NS
Q14108,SCARB2,Training_Young,never_sig,NS
Q14112,NID2,Training_Young,imputation_dependent,Conditional
Q14116,IL18,Training_Young,never_sig,NS
Q14118,DAG1,Training_Young,never_sig,NS
Q14152,EIF3A,Training_Young,never_sig,NS
Q14157,UBAP2L,Training_Young,never_sig,NS
Q14165,MLEC,Training_Young,never_sig,NS
Q14195,DPYSL3,Training_Young,never_sig,NS
Q14203,DCTN1,Training_Young,robust,Robust
Q14204,DYNC1H1,Training_Young,robust,Robust
Q14232,EIF2B1,Training_Young,never_sig,NS
Q14240,EIF4A2,Training_Young,never_sig,NS
Q14247,CTTN,Training_Young,never_sig,NS
Q14249,ENDOG,Training_Young,never_sig,NS
Q14254,FLOT2,Training_Young,never_sig,NS
Q14258,TRIM25,Training_Young,never_sig,NS
Q14315,FLNC,Training_Young,robust,Robust
Q14324,MYBPC2,Training_Young,never_sig,NS
Q14353,GAMT,Training_Young,never_sig,NS
Q14444,CAPRIN1,Training_Young,never_sig,NS
Q14558,PRPSAP1,Training_Young,never_sig,NS
Q14624,ITIH4,Training_Young,never_sig,NS
Q14677,CLINT1,Training_Young,never_sig,NS
Q14697,GANAB,Training_Young,robust,Robust
Q14714,SSPN,Training_Young,never_sig,NS
Q14764,MVP,Training_Young,never_sig,NS
Q14767,LTBP3,Training_Young,never_sig,NS
Q14847,LASP1,Training_Young,never_sig,NS
Q14914,PTGR1,Training_Young,never_sig,NS
Q14974,KPNB1,Training_Young,robust,Robust
Q14980,NUMA1,Training_Young,never_sig,NS
Q14997,PSME4,Training_Young,never_sig,NS
Q14BN4,SLMAP,Training_Young,never_sig,NS
Q15006,EMC2,Training_Young,never_sig,NS
Q15008,PSMD6,Training_Young,never_sig,NS
Q15018,ABRAXAS2,Training_Young,never_sig,NS
Q15019,SEPTIN2,Training_Young,never_sig,NS
Q15046,KARS1,Training_Young,never_sig,NS
Q15056,EIF4H,Training_Young,robust,Robust
Q15075,EEA1,Training_Young,never_sig,NS
Q15084,PDIA6,Training_Young,never_sig,NS
Q15102,PAFAH1B3,Training_Young,never_sig,NS
Q15111,PLCL1,Training_Young,never_sig,NS
Q15118,PDK1,Training_Young,never_sig,NS
Q15119,PDK2,Training_Young,never_sig,NS
Q15121,PEA15,Training_Young,never_sig,NS
Q15124,PGM5,Training_Young,never_sig,NS
Q15149,PLEC,Training_Young,never_sig,NS
Q15172,PPP2R5A,Training_Young,imputation_dependent,Conditional
Q15181,PPA1,Training_Young,never_sig,NS
Q15185,PTGES3,Training_Young,never_sig,NS
Q15208,STK38,Training_Young,never_sig,NS
Q15233,NONO,Training_Young,never_sig,NS
Q15257,PTPA,Training_Young,never_sig,NS
Q15286,RAB35,Training_Young,never_sig,NS
Q15363,TMED2,Training_Young,never_sig,NS
Q15365,PCBP1,Training_Young,never_sig,NS
Q15366,PCBP2,Training_Young,never_sig,NS
Q15369,ELOC,Training_Young,never_sig,NS
Q15370,ELOB,Training_Young,never_sig,NS
Q15386,UBE3C,Training_Young,never_sig,NS
Q15392,DHCR24,Training_Young,never_sig,NS
Q15404,RSU1,Training_Young,never_sig,NS
Q15435,PPP1R7,Training_Young,never_sig,NS
Q15436,SEC23A,Training_Young,never_sig,NS
Q15555,MAPRE2,Training_Young,never_sig,NS
Q15582,TGFBI,Training_Young,imputation_dependent,Conditional
Q15631,TSN,Training_Young,never_sig,NS
Q15637,SF1,Training_Young,imputation_dependent,Conditional
Q15642,TRIP10,Training_Young,never_sig,NS
Q15691,MAPRE1,Training_Young,never_sig,NS
Q15714,TSC22D1,Training_Young,never_sig,NS
Q15717,ELAVL1,Training_Young,never_sig,NS
Q15746,MYLK,Training_Young,robust,Robust
Q15772,SPEG,Training_Young,never_sig,NS
Q15813,TBCE,Training_Young,never_sig,NS
Q15819,UBE2V2,Training_Young,robust,Robust
Q15843,NEDD8,Training_Young,never_sig,NS
Q15847,ADIRF,Training_Young,never_sig,NS
Q15848,ADIPOQ,Training_Young,never_sig,NS
Q15907,RAB11B,Training_Young,never_sig,NS
Q15942,ZYX,Training_Young,never_sig,NS
Q16082,HSPB2,Training_Young,never_sig,NS
Q16134,ETFDH,Training_Young,never_sig,NS
Q16181,SEPTIN7,Training_Young,never_sig,NS
Q16186,ADRM1,Training_Young,never_sig,NS
Q16531,DDB1,Training_Young,imputation_dependent,Conditional
Q16543,CDC37,Training_Young,never_sig,NS
Q16555,DPYSL2,Training_Young,never_sig,NS
Q16563,SYPL1,Training_Young,robust,Robust
Q16576,RBBP7,Training_Young,never_sig,NS
Q16585,SGCB,Training_Young,never_sig,NS
Q16586,SGCA,Training_Young,never_sig,NS
Q16595,FXN,Training_Young,never_sig,NS
Q16658,FSCN1,Training_Young,robust,Robust
Q16698,DECR1,Training_Young,never_sig,NS
Q16718,NDUFA5,Training_Young,robust,Robust
Q16740,CLPP,Training_Young,never_sig,NS
Q16762,TST,Training_Young,never_sig,NS
Q16773,KYAT1,Training_Young,imputation_dependent,Conditional
Q16774,GUK1,Training_Young,never_sig,NS
Q16775,HAGH,Training_Young,never_sig,NS
Q16795,NDUFA9,Training_Young,robust,Robust
Q16816,PHKG1,Training_Young,never_sig,NS
Q16821,PPP1R3A,Training_Young,never_sig,NS
Q16836,HADH,Training_Young,never_sig,NS
Q16851,UGP2,Training_Young,never_sig,NS
Q16881,TXNRD1,Training_Young,never_sig,NS
Q16891,IMMT,Training_Young,never_sig,NS
Q2TAA2,IAH1,Training_Young,never_sig,NS
Q2TBA0,KLHL40,Training_Young,never_sig,NS
Q3LXA3,TKFC,Training_Young,never_sig,NS
Q3ZCQ8,TIMM50,Training_Young,never_sig,NS
Q4G0N4,NADK2,Training_Young,never_sig,NS
Q52LJ0,FAM98B,Training_Young,never_sig,NS
Q53FT3,HIKESHI,Training_Young,never_sig,NS
Q53GG5,PDLIM3,Training_Young,never_sig,NS
Q53GQ0,HSD17B12,Training_Young,never_sig,NS
Q53H12,AGK,Training_Young,never_sig,NS
Q53H82,LACTB2,Training_Young,never_sig,NS
Q58WW2,DCAF6,Training_Young,never_sig,NS
Q5BKX8,CAVIN4,Training_Young,never_sig,NS
Q5D862,FLG2,Training_Young,never_sig,NS
Q5HYI8,RABL3,Training_Young,never_sig,NS
Q5HYK3,COQ5,Training_Young,never_sig,NS
Q5JPE7,NOMO2,Training_Young,never_sig,NS
Q5JRX3,PITRM1,Training_Young,never_sig,NS
Q5JSH3,WDR44,Training_Young,never_sig,NS
Q5JTJ3,COA6,Training_Young,never_sig,NS
Q5JTV8,TOR1AIP1,Training_Young,imputation_dependent,Conditional
Q5JWF2,GNAS,Training_Young,robust,Robust
Q5R3I4,TTC38,Training_Young,never_sig,NS
Q5SQH8,C6orf136,Training_Young,never_sig,NS
Q5SSJ5,HP1BP3,Training_Young,never_sig,NS
Q5T440,IBA57,Training_Young,never_sig,NS
Q5T4S7,UBR4,Training_Young,never_sig,NS
Q5TAQ9,DCAF8,Training_Young,never_sig,NS
Q5TDH0,DDI2,Training_Young,never_sig,NS
Q5TGZ0,MICOS10,Training_Young,never_sig,NS
Q5U5X0,LYRM7,Training_Young,never_sig,NS
Q5VST9,OBSCN,Training_Young,never_sig,NS
Q5VTT5,MYOM3,Training_Young,never_sig,NS
Q5VU43,PDE4DIP,Training_Young,never_sig,NS
Q5VW32,BROX,Training_Young,never_sig,NS
Q5VWZ2,LYPLAL1,Training_Young,never_sig,NS
Q5VXT5,SYPL2,Training_Young,imputation_dependent,Conditional
Q5VYK3,ECPAS,Training_Young,imputation_dependent,Conditional
Q5XKP0,MICOS13,Training_Young,never_sig,NS
Q5XPI4,RNF123,Training_Young,never_sig,NS
Q66K66,TMEM198,Training_Young,never_sig,NS
Q68DQ2,CRYBG3,Training_Young,never_sig,NS
Q6DKJ4,NXN,Training_Young,never_sig,NS
Q6GMV3,PTRHD1,Training_Young,never_sig,NS
Q6H8Q1,ABLIM2,Training_Young,never_sig,NS
Q6IAA8,LAMTOR1,Training_Young,never_sig,NS
Q6IAN0,DHRS7B,Training_Young,never_sig,NS
Q6IBS0,TWF2,Training_Young,never_sig,NS
Q6IPR1,ETFRF1,Training_Young,never_sig,NS
Q6IQ22,RAB12,Training_Young,never_sig,NS
Q6IQ26,DENND5A,Training_Young,imputation_dependent,Conditional
Q6JBY9,RCSD1,Training_Young,never_sig,NS
Q6NUK1,SLC25A24,Training_Young,never_sig,NS
Q6NVY1,HIBCH,Training_Young,never_sig,NS
Q6NZI2,CAVIN1,Training_Young,never_sig,NS
Q6P161,MRPL54,Training_Young,never_sig,NS
Q6P1A2,LPCAT3,Training_Young,never_sig,NS
Q6P1N9,TATDN1,Training_Young,never_sig,NS
Q6P4A7,SFXN4,Training_Young,never_sig,NS
Q6P587,FAHD1,Training_Young,never_sig,NS
Q6P5Q4,LMOD2,Training_Young,never_sig,NS
Q6PCB7,SLC27A1,Training_Young,imputation_dependent,Conditional
Q6PK04,CCDC137,Training_Young,robust,Robust
Q6QEF8,CORO6,Training_Young,never_sig,NS
Q6UW68,TMEM205,Training_Young,never_sig,NS
Q6UWP2,DHRS11,Training_Young,never_sig,NS
Q6UXV4,APOOL,Training_Young,never_sig,NS
Q6XQN6,NAPRT,Training_Young,never_sig,NS
Q6YN16,HSDL2,Training_Young,never_sig,NS
Q6YP21,KYAT3,Training_Young,never_sig,NS
Q6ZMU5,TRIM72,Training_Young,never_sig,NS
Q6ZU65,UBN2,Training_Young,imputation_dependent,Conditional
Q6ZVM7,TOM1L2,Training_Young,never_sig,NS
Q702N8,XIRP1,Training_Young,robust,Robust
Q709C8,VPS13C,Training_Young,never_sig,NS
Q712K3,UBE2R2,Training_Young,never_sig,NS
Q7KZF4,SND1,Training_Young,never_sig,NS
Q7L0Y3,TRMT10C,Training_Young,never_sig,NS
Q7L1Q6,BZW1,Training_Young,never_sig,NS
Q7L2H7,EIF3M,Training_Young,never_sig,NS
Q7L5N1,COPS6,Training_Young,never_sig,NS
Q7LBR1,CHMP1B,Training_Young,never_sig,NS
Q7LG56,RRM2B,Training_Young,never_sig,NS
Q7Z2K6,ERMP1,Training_Young,never_sig,NS
Q7Z2W9,MRPL21,Training_Young,never_sig,NS
Q7Z3D6,DGLUCY,Training_Young,never_sig,NS
Q7Z406,MYH14,Training_Young,never_sig,NS
Q7Z422,SZRD1,Training_Young,never_sig,NS
Q7Z434,MAVS,Training_Young,never_sig,NS
Q7Z4G1,COMMD6,Training_Young,never_sig,NS
Q7Z4H3,HDDC2,Training_Young,never_sig,NS
Q7Z4V5,HDGFL2,Training_Young,never_sig,NS
Q7Z4W1,DCXR,Training_Young,never_sig,NS
Q7Z698,SPRED2,Training_Young,never_sig,NS
Q7Z6Z7,HUWE1,Training_Young,never_sig,NS
Q86SX6,GLRX5,Training_Young,never_sig,NS
Q86TC9,MYPN,Training_Young,never_sig,NS
Q86TD4,SRL,Training_Young,never_sig,NS
Q86TP1,PRUNE1,Training_Young,never_sig,NS
Q86TX2,ACOT1,Training_Young,imputation_dependent,Conditional
Q86U28,ISCA2,Training_Young,never_sig,NS
Q86UE4,MTDH,Training_Young,imputation_dependent,Conditional
Q86UP2,KTN1,Training_Young,imputation_dependent,Conditional
Q86UT6,NLRX1,Training_Young,never_sig,NS
Q86V81,ALYREF,Training_Young,never_sig,NS
Q86V88,MDP1,Training_Young,never_sig,NS
Q86VD7,SLC25A42,Training_Young,never_sig,NS
Q86VF7,NRAP,Training_Young,never_sig,NS
Q86VN1,VPS36,Training_Young,never_sig,NS
Q86VP6,CAND1,Training_Young,never_sig,NS
Q86VX2,COMMD7,Training_Young,never_sig,NS
Q86WU2,LDHD,Training_Young,never_sig,NS
Q86X55,CARM1,Training_Young,never_sig,NS
Q86X76,NIT1,Training_Young,never_sig,NS
Q86Y39,NDUFA11,Training_Young,never_sig,NS
Q86YB7,ECHDC2,Training_Young,never_sig,NS
Q8IUZ5,PHYKPL,Training_Young,never_sig,NS
Q8IVN3,MUSTN1,Training_Young,never_sig,NS
Q8IW45,NAXD,Training_Young,never_sig,NS
Q8IWA4,MFN1,Training_Young,never_sig,NS
Q8IWA5,SLC44A2,Training_Young,never_sig,NS
Q8IWL3,HSCB,Training_Young,never_sig,NS
Q8IWW8,ADHFE1,Training_Young,never_sig,NS
Q8IWX7,UNC45B,Training_Young,imputation_dependent,Conditional
Q8IXL7,MSRB3,Training_Young,never_sig,NS
Q8IXV7,KLHDC8B,Training_Young,never_sig,NS
Q8IYB8,SUPV3L1,Training_Young,never_sig,NS
Q8IYQ7,THNSL1,Training_Young,never_sig,NS
Q8IYS1,PM20D2,Training_Young,never_sig,NS
Q8IYU8,MICU2,Training_Young,robust,Robust
Q8IZ81,ELMOD2,Training_Young,never_sig,NS
Q8IZ83,ALDH16A1,Training_Young,never_sig,NS
Q8N0U4,FAM185A,Training_Young,never_sig,NS
Q8N142,ADSS1,Training_Young,never_sig,NS
Q8N183,NDUFAF2,Training_Young,never_sig,NS
Q8N1G4,LRRC47,Training_Young,never_sig,NS
Q8N335,GPD1L,Training_Young,never_sig,NS
Q8N3D4,EHBP1L1,Training_Young,robust,Robust
Q8N3K9,CMYA5,Training_Young,never_sig,NS
Q8N3L3,TXLNB,Training_Young,never_sig,NS
Q8N3V7,SYNPO,Training_Young,never_sig,NS
Q8N4H5,TOMM5,Training_Young,never_sig,NS
Q8N4Q1,CHCHD4,Training_Young,never_sig,NS
Q8N4T8,CBR4,Training_Young,never_sig,NS
Q8N4V1,MMGT1,Training_Young,never_sig,NS
Q8N5G0,SMIM20,Training_Young,never_sig,NS
Q8N5K1,CISD2,Training_Young,never_sig,NS
Q8N5M1,ATPAF2,Training_Young,never_sig,NS
Q8N5M9,JAGN1,Training_Young,never_sig,NS
Q8N5N7,MRPL50,Training_Young,never_sig,NS
Q8N766,EMC1,Training_Young,never_sig,NS
Q8N8N7,PTGR2,Training_Young,robust,Robust
Q8NB12,SMYD1,Training_Young,never_sig,NS
Q8NBF2,NHLRC2,Training_Young,imputation_dependent,Conditional
Q8NBN7,RDH13,Training_Young,never_sig,NS
Q8NBS9,TXNDC5,Training_Young,robust,Robust
Q8NBU5,ATAD1,Training_Young,never_sig,NS
Q8NBX0,SCCPDH,Training_Young,never_sig,NS
Q8NC51,SERBP1,Training_Young,never_sig,NS
Q8NCA5,FAM98A,Training_Young,imputation_dependent,Conditional
Q8NCN5,PDPR,Training_Young,never_sig,NS
Q8NCW5,NAXE,Training_Young,never_sig,NS
Q8NDH3,NPEPL1,Training_Young,never_sig,NS
Q8NDY3,ADPRHL1,Training_Young,never_sig,NS
Q8NE62,CHDH,Training_Young,never_sig,NS
Q8NE71,ABCF1,Training_Young,never_sig,NS
Q8NE86,MCU,Training_Young,never_sig,NS
Q8NFV4,ABHD11,Training_Young,never_sig,NS
Q8NHH9,ATL2,Training_Young,never_sig,NS
Q8NI37,PPTC7,Training_Young,never_sig,NS
Q8NI60,COQ8A,Training_Young,never_sig,NS
Q8TAT6,NPLOC4,Training_Young,never_sig,NS
Q8TB22,SPATA20,Training_Young,imputation_dependent,Conditional
Q8TB37,NUBPL,Training_Young,never_sig,NS
Q8TB45,DEPTOR,Training_Young,never_sig,NS
Q8TC12,RDH11,Training_Young,never_sig,NS
Q8TCA0,LRRC20,Training_Young,robust,Robust
Q8TCD5,NT5C,Training_Young,never_sig,NS
Q8TCS8,PNPT1,Training_Young,never_sig,NS
Q8TCT8,SPPL2A,Training_Young,never_sig,NS
Q8TCU6,PREX1,Training_Young,never_sig,NS
Q8TD19,NEK9,Training_Young,imputation_dependent,Conditional
Q8TD30,GPT2,Training_Young,never_sig,NS
Q8TDC0,MYOZ3,Training_Young,never_sig,NS
Q8TDX7,NEK7,Training_Young,never_sig,NS
Q8TEA8,DTD1,Training_Young,never_sig,NS
Q8TED0,UTP15,Training_Young,never_sig,NS
Q8WTS6,SETD7,Training_Young,never_sig,NS
Q8WUM0,NUP133,Training_Young,never_sig,NS
Q8WUM4,PDCD6IP,Training_Young,never_sig,NS
Q8WUY1,THEM6,Training_Young,never_sig,NS
Q8WVI0,SMIM4,Training_Young,never_sig,NS
Q8WVJ2,NUDCD2,Training_Young,never_sig,NS
Q8WVM8,SCFD1,Training_Young,never_sig,NS
Q8WW12,PCNP,Training_Young,never_sig,NS
Q8WW22,DNAJA4,Training_Young,imputation_dependent,Conditional
Q8WW59,SPRYD4,Training_Young,never_sig,NS
Q8WWV3,RTN4IP1,Training_Young,never_sig,NS
Q8WX93,PALLD,Training_Young,never_sig,NS
Q8WXH0,SYNE2,Training_Young,imputation_dependent,Conditional
Q8WY91,THAP4,Training_Young,never_sig,NS
Q8WYA0,IFT81,Training_Young,robust,Robust
Q8WZ42,TTN,Training_Young,never_sig,NS
Q92499,DDX1,Training_Young,robust,Robust
Q92506,HSD17B8,Training_Young,never_sig,NS
Q92523,CPT1B,Training_Young,never_sig,NS
Q92530,PSMF1,Training_Young,never_sig,NS
Q92575,UBXN4,Training_Young,never_sig,NS
Q92614,MYO18A,Training_Young,never_sig,NS
Q92616,GCN1,Training_Young,imputation_dependent,Conditional
Q92629,SGCD,Training_Young,never_sig,NS
Q92667,AKAP1,Training_Young,never_sig,NS
Q92696,RABGGTA,Training_Young,never_sig,NS
Q92734,TFG,Training_Young,never_sig,NS
Q92747,ARPC1A,Training_Young,never_sig,NS
Q92791,P3H4,Training_Young,never_sig,NS
Q92841,DDX17,Training_Young,never_sig,NS
Q92879,CELF1,Training_Young,never_sig,NS
Q92890,UFD1,Training_Young,never_sig,NS
Q92901,RPL3L,Training_Young,never_sig,NS
Q92905,COPS5,Training_Young,never_sig,NS
Q92945,KHSRP,Training_Young,never_sig,NS
Q92947,GCDH,Training_Young,never_sig,NS
Q92973,TNPO1,Training_Young,never_sig,NS
Q92995,USP13,Training_Young,never_sig,NS
Q93008,USP9X,Training_Young,robust,Robust
Q93034,CUL5,Training_Young,never_sig,NS
Q93052,LPP,Training_Young,never_sig,NS
Q93084,ATP2A3,Training_Young,never_sig,NS
